gene_id,1101.gtf,1548.gtf,1628.gtf,Sample4.gtf,Sample5.gtf,Sample6.gtf
Montipora_capitata_PredGene_g23912,1222,992,599,56,47,62
Montipora_capitata_PredGene_adi2mcaRNA19206_R3,0,0,0,12,11,12
Montipora_capitata_PredGene_g31566,11,0,16,8,21,10
Montipora_capitata_PredGene_adi2mcaRNA25527_R3,0,0,0,14,12,30
Montipora_capitata_PredGene_g22620,0,11,11,10,12,7
Montipora_capitata_PredGene_g70346,0,0,0,3,0,2
Montipora_capitata_PredGene_adi2mcaRNA25527_R0,0,0,0,14,11,24
Montipora_capitata_PredGene_g70340,0,0,0,0,0,8
Montipora_capitata_PredGene_adi2mcaRNA25527_R6,0,0,4,8,22,23
Montipora_capitata_PredGene_adi2mcaRNA25527_R5,0,0,3,20,11,10
Montipora_capitata_PredGene_adi2mcaRNA2378_R0,16335,5788,3745,69,53,110
Montipora_capitata_PredGene_g70348,406,183,403,25,10,10
Montipora_capitata_PredGene_g56904,0,0,0,17,19,0
Montipora_capitata_PredGene_g22623,258,160,145,6,17,17
Montipora_capitata_PredGene_g56903,6,9,20,8,6,0
Montipora_capitata_PredGene_g20468,83,87,46,21,13,22
Montipora_capitata_PredGene_g20469,110,238,77,6,6,9
Montipora_capitata_PredGene_g20460,0,0,0,16,20,21
Montipora_capitata_PredGene_g20461,0,0,0,7,4,0
Montipora_capitata_PredGene_g20463,0,0,0,11,12,13
Montipora_capitata_PredGene_g20465,1,2,0,2,5,5
Montipora_capitata_PredGene_g20466,483,605,539,19,22,19
Montipora_capitata_PredGene_g6979,0,0,0,10,7,0
Montipora_capitata_PredGene_g6978,0,0,3,24,11,8
Montipora_capitata_PredGene_g6977,0,0,1,3,2,3
Montipora_capitata_PredGene_g6971,1,1,1,11,7,6
Montipora_capitata_PredGene_g42118,0,0,0,5,10,12
Montipora_capitata_PredGene_g48620,122,139,138,9,6,9
Montipora_capitata_PredGene_g48621,86,148,54,10,7,9
Montipora_capitata_PredGene_g42110,0,0,0,10,17,16
Montipora_capitata_PredGene_g42111,17,10,5,17,20,34
Montipora_capitata_PredGene_g42112,4,2,0,34,23,24
Montipora_capitata_PredGene_g42113,0,11,0,32,59,38
Montipora_capitata_PredGene_g42114,2,2,0,11,7,22
Montipora_capitata_PredGene_g42115,2,2,2,13,13,12
Montipora_capitata_PredGene_g42116,5,2,2,9,11,27
Montipora_capitata_PredGene_g42117,0,3,0,32,14,13
Montipora_capitata_PredGene_g27119,12,33,0,10,18,29
Montipora_capitata_PredGene_g48623,324,201,152,38,32,31
Montipora_capitata_PredGene_g18099,0,0,0,6,2,1
Montipora_capitata_PredGene_g27111,313,113,443,14,11,4
Montipora_capitata_PredGene_g18097,3,1,2,15,16,20
Montipora_capitata_PredGene_g27113,0,0,0,6,2,4
Montipora_capitata_PredGene_g27112,0,0,0,33,8,11
Montipora_capitata_PredGene_g18092,66,48,42,21,29,28
Montipora_capitata_PredGene_g18093,99,91,91,23,13,18
Montipora_capitata_PredGene_g27117,0,0,5,10,11,6
Montipora_capitata_PredGene_g27116,0,0,0,2,8,3
Montipora_capitata_PredGene_adi2mcaRNA39660_R0,0,0,5,0,0,22
Montipora_capitata_PredGene_adi2mcaRNA39660_R2,13,0,0,20,6,28
Montipora_capitata_PredGene_adi2mcaRNA38433_R8,0,0,0,2,4,4
Montipora_capitata_PredGene_g50088,28,0,0,0,0,5
Montipora_capitata_PredGene_adi2mcaRNA38433_R2,0,8,0,0,7,11
Montipora_capitata_PredGene_g51385,0,4,0,22,19,6
Montipora_capitata_PredGene_g8533,0,0,0,12,4,3
Montipora_capitata_PredGene_g8532,8,31,25,15,37,64
Montipora_capitata_PredGene_g51838,36,24,49,26,23,10
Montipora_capitata_PredGene_g8537,78,0,0,15,0,0
Montipora_capitata_PredGene_g8536,15,0,0,0,0,0
Montipora_capitata_PredGene_g8539,1,0,0,11,7,6
Montipora_capitata_PredGene_g8538,431,313,74,11,7,6
Montipora_capitata_PredGene_adi2mcaRNA18897_R9,4,0,0,5,1,7
Montipora_capitata_PredGene_adi2mcaRNA18897_R8,1,13,0,14,14,28
Montipora_capitata_PredGene_adi2mcaRNA16632_R6,0,0,0,1,5,3
Montipora_capitata_PredGene_adi2mcaRNA16632_R7,0,0,0,1,2,1
Montipora_capitata_PredGene_adi2mcaRNA16632_R4,0,0,0,2,7,9
Montipora_capitata_PredGene_adi2mcaRNA16632_R3,0,0,1,4,7,4
Montipora_capitata_PredGene_adi2mcaRNA16632_R0,0,0,0,2,3,1
Montipora_capitata_PredGene_g36023,46,28,39,3,12,0
Montipora_capitata_PredGene_g45461,121,179,121,21,29,38
Montipora_capitata_PredGene_g45460,564,618,443,11,9,14
Montipora_capitata_PredGene_g45463,81,42,232,44,44,37
Montipora_capitata_PredGene_g34419,131,148,146,10,5,6
Montipora_capitata_PredGene_g45465,0,0,0,8,5,11
Montipora_capitata_PredGene_g45464,1112,1747,1548,20,23,40
Montipora_capitata_PredGene_g45467,1,0,0,9,2,15
Montipora_capitata_PredGene_g45466,0,0,0,4,3,5
Montipora_capitata_PredGene_g63379,459,415,355,32,27,14
Montipora_capitata_PredGene_g63378,72,24,35,9,11,11
Montipora_capitata_PredGene_adi2mcaRNA30750_R0,1079,973,1470,10,12,12
Montipora_capitata_PredGene_adi2mcaRNA39229_R1,0,0,0,8,7,11
Montipora_capitata_PredGene_g17512,0,0,0,14,0,7
Montipora_capitata_PredGene_g17513,0,0,0,0,0,5
Montipora_capitata_PredGene_g18322,36,41,26,8,5,0
Montipora_capitata_PredGene_g18323,0,0,0,18,15,19
Montipora_capitata_PredGene_g17516,0,0,0,24,13,2
Montipora_capitata_PredGene_g17517,96,96,66,0,10,10
Montipora_capitata_PredGene_g1316,3,12,8,0,4,12
Montipora_capitata_PredGene_g1317,258,296,201,50,51,64
Montipora_capitata_PredGene_g1318,55,55,33,3,9,6
Montipora_capitata_PredGene_g1319,80,49,121,0,3,6
Montipora_capitata_PredGene_g17518,0,0,0,2,2,6
Montipora_capitata_PredGene_g40450,3,5,5,7,13,12
Montipora_capitata_PredGene_g41775,0,0,0,14,15,15
Montipora_capitata_PredGene_g41774,0,0,0,12,8,6
Montipora_capitata_PredGene_g41776,323,255,648,20,11,9
Montipora_capitata_PredGene_g36028,57,114,80,15,6,10
Montipora_capitata_PredGene_adi2mcaRNA14963_R0,0,0,0,10,11,17
Montipora_capitata_PredGene_g11448,31,18,23,31,23,47
Montipora_capitata_PredGene_g20595,25,16,56,0,3,4
Montipora_capitata_PredGene_g20596,347,125,45,11,7,4
Montipora_capitata_PredGene_adi2mcaRNA16553_R2,0,1,3,2,4,4
Montipora_capitata_PredGene_g39623,40,40,43,0,0,3
Montipora_capitata_PredGene_g39624,5,0,0,9,3,21
Montipora_capitata_PredGene_g16611,31,237,39,14,10,10
Montipora_capitata_PredGene_g19053,0,3,0,85,50,70
Montipora_capitata_PredGene_adi2mcaRNA35589_R7,0,0,0,8,13,19
Montipora_capitata_PredGene_g19055,2,6,6,14,18,12
Montipora_capitata_PredGene_g19054,0,0,0,8,6,4
Montipora_capitata_PredGene_g19057,2,6,2,18,19,10
Montipora_capitata_PredGene_g19056,0,2,0,8,20,14
Montipora_capitata_PredGene_g19059,273,54,93,6,24,14
Montipora_capitata_PredGene_g39627,6,4,4,29,22,23
Montipora_capitata_PredGene_g39628,0,0,0,4,7,3
Montipora_capitata_PredGene_g39629,1176,686,883,50,55,35
Montipora_capitata_PredGene_g44847,91,134,114,35,43,57
Montipora_capitata_PredGene_adi2mcaRNA35071_R2,0,0,0,0,0,8
Montipora_capitata_PredGene_adi2mcaRNA18507_R6,11,38,37,23,14,12
Montipora_capitata_PredGene_g31031,176,91,69,22,22,15
Montipora_capitata_PredGene_g31030,356,327,214,101,127,113
Montipora_capitata_PredGene_g47326,0,0,0,0,0,13
Montipora_capitata_PredGene_g55451,0,0,0,3,5,2
Montipora_capitata_PredGene_g55450,0,0,0,43,31,19
Montipora_capitata_PredGene_g30304,681,432,590,29,24,24
Montipora_capitata_PredGene_g30305,0,0,0,7,4,4
Montipora_capitata_PredGene_g30306,5,24,7,11,9,20
Montipora_capitata_PredGene_g30300,739,718,627,28,23,21
Montipora_capitata_PredGene_g30301,148,133,190,0,3,0
Montipora_capitata_PredGene_g30302,2060,1860,1298,26,28,29
Montipora_capitata_PredGene_g30303,297,186,325,12,6,12
Montipora_capitata_PredGene_g30308,0,0,0,9,2,15
Montipora_capitata_PredGene_g30309,13,32,4,32,24,31
Montipora_capitata_PredGene_g33969,219,123,199,8,9,14
Montipora_capitata_PredGene_g33968,103,68,98,11,12,8
Montipora_capitata_PredGene_g33961,263,166,194,63,47,58
Montipora_capitata_PredGene_g33960,606,662,431,81,62,53
Montipora_capitata_PredGene_g33963,5107,6269,5368,25,5,20
Montipora_capitata_PredGene_g33962,135,170,186,8,7,13
Montipora_capitata_PredGene_g33965,54,32,94,30,17,13
Montipora_capitata_PredGene_g33964,0,77,20,19,20,20
Montipora_capitata_PredGene_g33966,24,30,23,0,0,0
Montipora_capitata_PredGene_g10001,0,0,0,13,10,4
Montipora_capitata_PredGene_g55458,38,9,13,8,8,8
Montipora_capitata_PredGene_adi2mcaRNA6174_R6,88,0,73,26,17,19
Montipora_capitata_PredGene_adi2mcaRNA6174_R5,309,79,116,44,17,33
Montipora_capitata_PredGene_g45327,11,1,8,5,7,10
Montipora_capitata_PredGene_g11166,0,0,0,19,6,4
Montipora_capitata_PredGene_g22246,1,0,0,3,5,4
Montipora_capitata_PredGene_adi2mcaRNA6174_R9,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA6174_R8,18,60,0,16,15,15
Montipora_capitata_PredGene_adi2mcaRNA1705_R0,107,1141,612,20,7,21
Montipora_capitata_PredGene_adi2mcaRNA16360_R3,0,27,56,9,6,4
Montipora_capitata_PredGene_g819,515,414,288,49,38,37
Montipora_capitata_PredGene_g7612,0,0,0,6,2,10
Montipora_capitata_PredGene_g7611,0,0,0,6,4,0
Montipora_capitata_PredGene_g7610,0,0,0,2,1,1
Montipora_capitata_PredGene_g7617,21,50,29,22,23,21
Montipora_capitata_PredGene_g7616,25,78,46,13,13,14
Montipora_capitata_PredGene_g7615,3,0,0,2,3,3
Montipora_capitata_PredGene_g7614,0,0,2,2,5,5
Montipora_capitata_PredGene_adi2mcaRNA36874_R1,134,109,48,27,30,23
Montipora_capitata_PredGene_g7619,175,162,124,11,16,16
Montipora_capitata_PredGene_g7618,25,42,8,21,26,15
Montipora_capitata_PredGene_g815,300,248,249,0,8,7
Montipora_capitata_PredGene_g817,676,474,276,28,25,21
Montipora_capitata_PredGene_g816,9,16,13,1,7,3
Montipora_capitata_PredGene_g2110,350,249,408,23,12,21
Montipora_capitata_PredGene_g22244,2,2,0,2,3,4
Montipora_capitata_PredGene_g71460,135,0,86,12,2,17
Montipora_capitata_PredGene_g43041,565,437,336,4,0,0
Montipora_capitata_PredGene_g43040,1204,1208,706,39,38,43
Montipora_capitata_PredGene_g24504,0,0,0,3,2,1
Montipora_capitata_PredGene_adi2mcaRNA1913_R1,587,442,56,20,20,17
Montipora_capitata_PredGene_g43046,329,225,305,22,23,26
Montipora_capitata_PredGene_adi2mcaRNA17739_R4,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA17739_R6,192,99,88,7,0,15
Montipora_capitata_PredGene_adi2mcaRNA17739_R3,111,92,11,0,9,8
Montipora_capitata_PredGene_g9971,3,22,4,15,8,13
Montipora_capitata_PredGene_adi2mcaRNA31095_R0,0,0,0,0,3,0
Montipora_capitata_PredGene_g58126,0,0,0,23,12,0
Montipora_capitata_PredGene_g6563,0,0,0,0,1,0
Montipora_capitata_PredGene_g58124,0,0,0,0,0,2
Montipora_capitata_PredGene_g6561,250,175,90,5,0,9
Montipora_capitata_PredGene_g58122,0,0,0,9,6,1
Montipora_capitata_PredGene_g6567,316,240,211,12,11,12
Montipora_capitata_PredGene_g58120,25,0,0,0,4,0
Montipora_capitata_PredGene_g6568,0,0,0,11,11,4
Montipora_capitata_PredGene_g6569,0,0,2,7,13,7
Montipora_capitata_PredGene_adi2mcaRNA3467_R8,0,0,0,0,2,8
Montipora_capitata_PredGene_g58128,8,0,0,40,34,21
Montipora_capitata_PredGene_adi2mcaRNA12569_R1,0,8,0,4,10,12
Montipora_capitata_PredGene_g38603,611,412,583,42,24,74
Montipora_capitata_PredGene_adi2mcaRNA23861_R2,303,867,894,14,16,14
Montipora_capitata_PredGene_g29904,200,201,136,30,21,22
Montipora_capitata_PredGene_adi2mcaRNA26720_R2,924,550,368,0,0,0
Montipora_capitata_PredGene_g68952,0,0,0,4,0,0
Montipora_capitata_PredGene_g12825,286,187,253,47,45,35
Montipora_capitata_PredGene_g12824,30,0,8,0,6,3
Montipora_capitata_PredGene_g69820,0,0,1,3,5,0
Montipora_capitata_PredGene_g12821,445,471,339,36,39,36
Montipora_capitata_PredGene_g12820,467,541,252,39,39,34
Montipora_capitata_PredGene_g12823,82,130,103,28,23,26
Montipora_capitata_PredGene_g12822,99,60,55,18,21,24
Montipora_capitata_PredGene_g22240,2,0,0,15,15,25
Montipora_capitata_PredGene_g48928,0,0,18,3,9,9
Montipora_capitata_PredGene_g49359,0,3,12,1,4,3
Montipora_capitata_PredGene_adi2mcaRNA8098_R0,5,0,5,22,0,6
Montipora_capitata_PredGene_g32156,114,56,106,5,7,7
Montipora_capitata_PredGene_g22241,0,0,0,6,2,5
Montipora_capitata_PredGene_adi2mcaRNA14743_R5,0,0,0,31,15,24
Montipora_capitata_PredGene_g35471,339,283,349,3,7,0
Montipora_capitata_PredGene_g35470,143,125,134,9,10,8
Montipora_capitata_PredGene_g35473,1392,4601,2156,7,29,20
Montipora_capitata_PredGene_g35472,47,46,49,0,11,19
Montipora_capitata_PredGene_g35475,4,0,202,3,0,12
Montipora_capitata_PredGene_g35474,50,45,44,0,11,10
Montipora_capitata_PredGene_g35477,1,0,1,4,2,6
Montipora_capitata_PredGene_g45203,0,0,0,0,4,8
Montipora_capitata_PredGene_g46176,0,0,0,28,7,14
Montipora_capitata_PredGene_g46177,12,76,22,24,14,10
Montipora_capitata_PredGene_g59295,3,20,2,44,54,45
Montipora_capitata_PredGene_g46175,0,0,0,13,1,7
Montipora_capitata_PredGene_g59293,0,0,0,0,1,5
Montipora_capitata_PredGene_g59292,0,0,0,5,6,5
Montipora_capitata_PredGene_g46178,136,316,210,18,21,20
Montipora_capitata_PredGene_g46179,21,33,0,23,18,22
Montipora_capitata_PredGene_g24247,0,0,0,5,4,7
Montipora_capitata_PredGene_g18219,26,34,30,20,20,17
Montipora_capitata_PredGene_adi2mcaRNA4466_R1,0,0,8,0,7,6
Montipora_capitata_PredGene_adi2mcaRNA22656_R4,424,263,137,35,37,34
Montipora_capitata_PredGene_g67556,0,0,37,0,0,5
Montipora_capitata_PredGene_g67551,0,0,0,2,3,11
Montipora_capitata_PredGene_g67550,2,3,1,27,14,12
Montipora_capitata_PredGene_adi2mcaRNA22656_R3,120,269,58,16,39,7
Montipora_capitata_PredGene_adi2mcaRNA14220_R5,0,0,0,12,23,25
Montipora_capitata_PredGene_g67559,0,0,6,3,2,0
Montipora_capitata_PredGene_g63247,385,260,238,8,22,21
Montipora_capitata_PredGene_g63241,7,2,8,18,12,16
Montipora_capitata_PredGene_g63240,0,0,0,9,6,9
Montipora_capitata_PredGene_g63243,0,0,4,6,10,5
Montipora_capitata_PredGene_g63242,0,0,0,21,20,9
Montipora_capitata_PredGene_g63248,325,331,321,0,7,4
Montipora_capitata_PredGene_adi2mcaRNA4647_R0,0,0,0,33,30,34
Montipora_capitata_PredGene_adi2mcaRNA17035_R1,48,36,8,14,15,3
Montipora_capitata_PredGene_g33143,215,63,256,23,12,29
Montipora_capitata_PredGene_g33142,42,20,11,7,4,10
Montipora_capitata_PredGene_g33141,0,0,0,1,1,1
Montipora_capitata_PredGene_g33140,3,3,0,39,22,26
Montipora_capitata_PredGene_g33147,0,0,0,26,27,30
Montipora_capitata_PredGene_g33146,0,0,0,7,5,6
Montipora_capitata_PredGene_g33145,0,0,0,7,4,1
Montipora_capitata_PredGene_g33144,128,302,208,19,16,20
Montipora_capitata_PredGene_g33094,0,0,0,21,25,29
Montipora_capitata_PredGene_adi2mcaRNA23304_R0,0,0,0,56,34,26
Montipora_capitata_PredGene_adi2mcaRNA23304_R3,0,4,0,66,56,33
Montipora_capitata_PredGene_g6388,0,0,0,1,2,2
Montipora_capitata_PredGene_g19481,0,0,0,2,3,2
Montipora_capitata_PredGene_adi2mcaRNA27057_R0,9,0,0,0,16,22
Montipora_capitata_PredGene_adi2mcaRNA33132_R8,204,554,487,22,24,22
Montipora_capitata_PredGene_adi2mcaRNA6045_R1,4,0,0,17,0,17
Montipora_capitata_PredGene_adi2mcaRNA6045_R2,0,0,0,42,13,13
Montipora_capitata_PredGene_g56218,384,378,270,16,23,15
Montipora_capitata_PredGene_g56216,341,218,193,29,27,30
Montipora_capitata_PredGene_g56217,167,545,390,9,17,17
Montipora_capitata_PredGene_g56214,53,78,33,13,17,11
Montipora_capitata_PredGene_g56215,97,54,134,12,12,9
Montipora_capitata_PredGene_g56212,3,4,1,8,10,4
Montipora_capitata_PredGene_g56213,22,24,33,38,27,40
Montipora_capitata_PredGene_g56211,1651,865,658,14,17,15
Montipora_capitata_PredGene_g52109,176,139,181,16,21,12
Montipora_capitata_PredGene_g65959,26,11,15,4,7,9
Montipora_capitata_PredGene_g65958,2,0,0,7,7,0
Montipora_capitata_PredGene_g65957,642,405,426,35,17,30
Montipora_capitata_PredGene_g65956,299,193,352,32,15,22
Montipora_capitata_PredGene_g65955,24,9,5,8,11,10
Montipora_capitata_PredGene_g65954,0,0,0,3,4,3
Montipora_capitata_PredGene_g65953,35,73,51,7,16,15
Montipora_capitata_PredGene_g65952,0,0,0,4,4,8
Montipora_capitata_PredGene_g65950,0,6,0,2,10,5
Montipora_capitata_PredGene_g46824,2,8,3,10,9,21
Montipora_capitata_PredGene_g46825,0,0,0,6,12,0
Montipora_capitata_PredGene_g46826,0,23,2,8,6,5
Montipora_capitata_PredGene_g46827,3,35,0,2,4,4
Montipora_capitata_PredGene_g46820,0,0,0,5,5,0
Montipora_capitata_PredGene_g46821,19,41,3,18,12,6
Montipora_capitata_PredGene_g46822,0,0,0,4,10,0
Montipora_capitata_PredGene_g46823,0,0,0,28,20,20
Montipora_capitata_PredGene_g38605,1547,938,680,86,68,49
Montipora_capitata_PredGene_g2801,0,0,0,4,3,2
Montipora_capitata_PredGene_adi2mcaRNA33333_R6,0,0,0,0,9,5
Montipora_capitata_PredGene_g46828,8,8,5,8,9,0
Montipora_capitata_PredGene_g46829,3,4,3,19,18,18
Montipora_capitata_PredGene_g6387,0,0,0,0,5,0
Montipora_capitata_PredGene_g52102,20,22,17,26,30,28
Montipora_capitata_PredGene_g6384,0,0,0,12,15,26
Montipora_capitata_PredGene_g52414,0,0,0,12,8,5
Montipora_capitata_PredGene_adi2mcaRNA19873_R2,0,0,0,14,12,11
Montipora_capitata_PredGene_adi2mcaRNA19873_R5,6,0,0,13,7,9
Montipora_capitata_PredGene_g52415,3,1,2,5,7,8
Montipora_capitata_PredGene_g44084,2,0,0,7,7,4
Montipora_capitata_PredGene_g44085,219,94,107,51,36,40
Montipora_capitata_PredGene_g44086,2385,1856,898,85,64,58
Montipora_capitata_PredGene_g44087,6,0,2,9,16,0
Montipora_capitata_PredGene_g44080,0,0,0,6,2,0
Montipora_capitata_PredGene_g10538,0,0,0,13,9,9
Montipora_capitata_PredGene_g44082,693,501,317,8,15,18
Montipora_capitata_PredGene_adi2mcaRNA432_R0,159,235,182,5,9,10
Montipora_capitata_PredGene_g10534,21,3,11,27,19,18
Montipora_capitata_PredGene_g10537,0,0,0,16,10,27
Montipora_capitata_PredGene_g10536,99,8,24,40,25,36
Montipora_capitata_PredGene_g10531,0,0,0,9,7,5
Montipora_capitata_PredGene_g44089,5,5,3,13,22,12
Montipora_capitata_PredGene_g10533,0,0,0,5,4,3
Montipora_capitata_PredGene_g10532,6,0,0,38,29,45
Montipora_capitata_PredGene_g9128,432,508,282,34,43,45
Montipora_capitata_PredGene_g67037,4,0,11,13,10,8
Montipora_capitata_PredGene_g59448,0,0,0,4,19,0
Montipora_capitata_PredGene_adi2mcaRNA1022_R0,216,256,264,13,18,9
Montipora_capitata_PredGene_g66389,26,47,20,3,0,0
Montipora_capitata_PredGene_g59449,2,3,0,17,14,13
Montipora_capitata_PredGene_g67032,0,4,0,5,6,10
Montipora_capitata_PredGene_g67033,0,2,0,11,35,34
Montipora_capitata_PredGene_g67030,0,0,0,8,19,20
Montipora_capitata_PredGene_adi2mcaRNA22184_R3,0,0,0,0,21,12
Montipora_capitata_PredGene_g23917,221,133,232,11,16,14
Montipora_capitata_PredGene_g9121,202,13,14,24,2,9
Montipora_capitata_PredGene_adi2mcaRNA27356_R5,11,15,4,24,18,33
Montipora_capitata_PredGene_adi2mcaRNA27356_R4,0,0,0,6,17,20
Montipora_capitata_PredGene_g53469,977,1134,954,17,17,18
Montipora_capitata_PredGene_g44558,6,1,1,3,5,10
Montipora_capitata_PredGene_g44559,501,486,140,24,25,30
Montipora_capitata_PredGene_g44556,59,29,16,93,62,45
Montipora_capitata_PredGene_g44557,0,0,0,5,6,1
Montipora_capitata_PredGene_g44554,135,112,162,0,0,12
Montipora_capitata_PredGene_g44555,5,0,0,10,12,13
Montipora_capitata_PredGene_adi2mcaRNA18766_R2,7,18,19,4,8,7
Montipora_capitata_PredGene_g44553,0,0,8,33,27,15
Montipora_capitata_PredGene_g44550,458,351,313,13,19,13
Montipora_capitata_PredGene_g44551,89,20,16,16,15,30
Montipora_capitata_PredGene_g32791,5,0,5,66,50,58
Montipora_capitata_PredGene_g32790,0,0,0,13,6,8
Montipora_capitata_PredGene_adi2mcaRNA13977_R3,0,0,0,20,10,6
Montipora_capitata_PredGene_g32792,93,59,72,12,19,21
Montipora_capitata_PredGene_g32795,0,0,0,8,6,4
Montipora_capitata_PredGene_g32794,4826,5114,5355,14,6,10
Montipora_capitata_PredGene_g48468,13,7,14,10,12,14
Montipora_capitata_PredGene_g32796,125,67,108,9,0,16
Montipora_capitata_PredGene_g48466,7,2,4,15,14,14
Montipora_capitata_PredGene_g48467,7,6,12,11,9,14
Montipora_capitata_PredGene_g48465,7,0,9,12,11,13
Montipora_capitata_PredGene_g48463,0,4,0,8,8,7
Montipora_capitata_PredGene_g48460,855,936,866,15,13,9
Montipora_capitata_PredGene_adi2mcaRNA31450_R7,0,0,0,9,3,10
Montipora_capitata_PredGene_adi2mcaRNA31450_R6,0,0,0,3,9,4
Montipora_capitata_PredGene_g23388,0,0,0,5,7,8
Montipora_capitata_PredGene_g54202,0,0,0,4,2,8
Montipora_capitata_PredGene_g11662,0,0,0,17,15,22
Montipora_capitata_PredGene_adi2mcaRNA4652_R5,4,0,0,14,8,10
Montipora_capitata_PredGene_g39638,0,0,0,15,18,10
Montipora_capitata_PredGene_g11667,0,0,4,8,5,8
Montipora_capitata_PredGene_g11664,6,0,1,12,15,9
Montipora_capitata_PredGene_g11665,6001,4764,2565,16,16,11
Montipora_capitata_PredGene_g11668,1041,605,538,25,32,28
Montipora_capitata_PredGene_g11669,0,0,0,9,11,11
Montipora_capitata_PredGene_adi2mcaRNA3095_R0,74,50,42,34,25,28
Montipora_capitata_PredGene_g68199,521,554,332,35,36,39
Montipora_capitata_PredGene_adi2mcaRNA26193_R3,9,8,0,17,27,21
Montipora_capitata_PredGene_g66936,900,784,366,72,28,57
Montipora_capitata_PredGene_g60108,1,1,3,1,6,2
Montipora_capitata_PredGene_adi2mcaRNA26193_R7,0,0,0,11,10,16
Montipora_capitata_PredGene_adi2mcaRNA26193_R9,0,0,0,0,23,0
Montipora_capitata_PredGene_g3257,16,6,10,46,29,18
Montipora_capitata_PredGene_g23382,0,0,0,10,29,16
Montipora_capitata_PredGene_g68195,483,356,472,32,19,19
Montipora_capitata_PredGene_g26135,0,3,0,3,9,9
Montipora_capitata_PredGene_g54208,15,19,0,13,13,8
Montipora_capitata_PredGene_g3255,0,0,0,11,9,15
Montipora_capitata_PredGene_g49169,635,336,548,7,0,6
Montipora_capitata_PredGene_g68197,1936,1418,709,240,235,201
Montipora_capitata_PredGene_g3253,0,0,4,3,4,0
Montipora_capitata_PredGene_g68191,22,261,130,2,3,10
Montipora_capitata_PredGene_g3251,0,0,0,2,4,3
Montipora_capitata_PredGene_g23285,0,0,0,3,6,6
Montipora_capitata_PredGene_g28256,646,275,301,15,10,24
Montipora_capitata_PredGene_g28255,25,16,37,20,8,22
Montipora_capitata_PredGene_g23281,0,2,0,4,8,2
Montipora_capitata_PredGene_g23280,23,28,36,27,25,18
Montipora_capitata_PredGene_g28251,569,465,383,39,44,41
Montipora_capitata_PredGene_g23282,0,0,2,18,2,8
Montipora_capitata_PredGene_g23289,0,0,0,12,10,18
Montipora_capitata_PredGene_g23288,0,0,0,11,17,10
Montipora_capitata_PredGene_g28259,4,9,25,22,23,24
Montipora_capitata_PredGene_g28258,108,120,87,25,16,20
Montipora_capitata_PredGene_g60208,43,44,37,6,14,8
Montipora_capitata_PredGene_g60209,570,494,375,14,10,15
Montipora_capitata_PredGene_g62775,10,9,0,4,2,4
Montipora_capitata_PredGene_g54108,0,0,0,2,1,0
Montipora_capitata_PredGene_g54104,0,0,0,5,4,4
Montipora_capitata_PredGene_g54105,0,0,0,6,7,8
Montipora_capitata_PredGene_g54106,0,0,0,2,3,1
Montipora_capitata_PredGene_g54107,0,0,0,2,2,1
Montipora_capitata_PredGene_g54100,0,0,0,21,17,13
Montipora_capitata_PredGene_g60205,813,536,528,14,24,20
Montipora_capitata_PredGene_g54102,0,0,1,7,11,12
Montipora_capitata_PredGene_g54103,0,0,0,4,7,2
Montipora_capitata_PredGene_g12366,9,11,3,28,28,21
Montipora_capitata_PredGene_g29703,2,3,15,1,2,6
Montipora_capitata_PredGene_g12364,4,4,0,13,12,15
Montipora_capitata_PredGene_g29701,0,0,159,0,0,14
Montipora_capitata_PredGene_g29706,3,2,5,9,7,12
Montipora_capitata_PredGene_g29707,0,9,961,0,0,9
Montipora_capitata_PredGene_g29704,1,0,22,0,0,6
Montipora_capitata_PredGene_adi2mcaRNA28706_R0,73,82,67,12,0,11
Montipora_capitata_PredGene_g29708,0,3,0,17,17,15
Montipora_capitata_PredGene_g31786,584,638,550,44,36,40
Montipora_capitata_PredGene_g12368,1,4,5,15,16,20
Montipora_capitata_PredGene_g12369,5,3,14,3,3,5
Montipora_capitata_PredGene_g66981,24,7,2,31,20,18
Montipora_capitata_PredGene_g66980,10,1,2,11,3,8
Montipora_capitata_PredGene_g66983,87,10,92,9,0,16
Montipora_capitata_PredGene_g66985,8,2,2,3,1,2
Montipora_capitata_PredGene_g66984,0,0,0,3,0,3
Montipora_capitata_PredGene_g66987,0,0,15,0,0,0
Montipora_capitata_PredGene_g34046,0,0,0,8,9,6
Montipora_capitata_PredGene_g66989,0,32,18,7,0,4
Montipora_capitata_PredGene_adi2mcaRNA27527_R2,7,0,2,34,31,55
Montipora_capitata_PredGene_g53659,0,0,0,10,3,10
Montipora_capitata_PredGene_g53658,0,0,0,10,8,7
Montipora_capitata_PredGene_g53655,35,0,0,4,9,8
Montipora_capitata_PredGene_g53654,319,343,494,18,24,27
Montipora_capitata_PredGene_g53657,0,2,0,35,88,108
Montipora_capitata_PredGene_g53656,0,0,0,4,5,5
Montipora_capitata_PredGene_g53651,98,63,23,16,20,8
Montipora_capitata_PredGene_g53650,0,0,42,17,22,13
Montipora_capitata_PredGene_g53653,0,0,0,8,10,2
Montipora_capitata_PredGene_g53652,54,65,87,13,14,12
Montipora_capitata_PredGene_g22880,0,0,0,3,0,0
