"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"Pocillopora_acuta_HIv1_PredGene_g17481.t1",165,105,142,121,239,160
"Pocillopora_acuta_HIv1_PredGene_g25016.t1",773,1102,890,713,1221,1080
"Pocillopora_acuta_HIv1_PredGene_g25024.t1",53,46,60,12,14,17
"Pocillopora_acuta_HIv1_PredGene_g17483.t1",48,44,49,37,82,78
"Pocillopora_acuta_HIv1_PredGene_g25028.t1",1736,1556,1420,2107,2154,2280
"Pocillopora_acuta_HIv1_PredGene_g25029.t1",335,295,341,76,141,150
"Pocillopora_acuta_HIv1_PredGene_g25030.t1",516,392,431,427,561,522
"Pocillopora_acuta_HIv1_PredGene_g25045.t1",1248,1108,999,208,275,299
"Pocillopora_acuta_HIv1_PredGene_g25048.t1",99,71,95,20,15,20
"Pocillopora_acuta_HIv1_PredGene_g28024.t1",438,377,488,127,190,151
"Pocillopora_acuta_HIv1_PredGene_g28028.t1",136,100,62,75,162,162
"Pocillopora_acuta_HIv1_PredGene_g28035.t1",243,148,112,33,34,37
"Pocillopora_acuta_HIv1_PredGene_g28038.t1",4083,1235,3830,12299,2927,13707
"Pocillopora_acuta_HIv1_PredGene_g28039.t1",1738,1135,1993,4376,1832,5796
"Pocillopora_acuta_HIv1_PredGene_g28039.t2",1738,1135,1993,4376,1832,5796
"Pocillopora_acuta_HIv1_PredGene_g28052.t1",711,548,552,234,197,257
"Pocillopora_acuta_HIv1_PredGene_g28053.t1",1976,1607,1664,1767,3223,2632
"Pocillopora_acuta_HIv1_PredGene_g28053.t2",1976,1607,1664,1767,3223,2632
"Pocillopora_acuta_HIv1_PredGene_g28064.t1",5698,5534,5068,602,971,954
"Pocillopora_acuta_HIv1_PredGene_g28065.t1",95,122,86,7,13,13
"Pocillopora_acuta_HIv1_PredGene_g28066.t1",976,872,810,1577,2832,2231
"Pocillopora_acuta_HIv1_PredGene_g28070.t1",148,92,98,27,29,44
"Pocillopora_acuta_HIv1_PredGene_g28069.t1",341,252,205,40,49,33
"Pocillopora_acuta_HIv1_PredGene_g28075.t1",934,779,891,375,346,436
"Pocillopora_acuta_HIv1_PredGene_g28077.t1",373,254,346,84,100,109
"Pocillopora_acuta_HIv1_PredGene_g28080.t1",457,313,335,431,342,441
"Pocillopora_acuta_HIv1_PredGene_g28087.t1",113,146,115,161,231,196
"Pocillopora_acuta_HIv1_PredGene_g28091.t1",744,622,579,224,249,195
"Pocillopora_acuta_HIv1_PredGene_g28093.t1",64,49,42,42,78,93
"Pocillopora_acuta_HIv1_PredGene_g28093.t2",64,49,42,42,78,93
"Pocillopora_acuta_HIv1_PredGene_12847_t",64,49,42,42,78,93
"Pocillopora_acuta_HIv1_PredGene_g28100.t1",270,316,317,54,88,67
"Pocillopora_acuta_HIv1_PredGene_g28101.t1",321,245,227,93,131,116
"Pocillopora_acuta_HIv1_PredGene_g28112.t1",134,133,157,18,22,22
"Pocillopora_acuta_HIv1_PredGene_g28121.t1",1173,1190,802,364,528,433
"Pocillopora_acuta_HIv1_PredGene_g28130.t1",230,222,129,57,66,32
"Pocillopora_acuta_HIv1_PredGene_g28132.t1",205,160,100,56,46,40
"Pocillopora_acuta_HIv1_PredGene_g28134.t1",32,30,19,50,42,31
"Pocillopora_acuta_HIv1_PredGene_g28137.t1",151,172,158,149,166,204
"Pocillopora_acuta_HIv1_PredGene_g28142.t1",429,261,505,86,137,160
"Pocillopora_acuta_HIv1_PredGene_g28151.t1",874,764,503,189,148,100
"Pocillopora_acuta_HIv1_PredGene_g28152.t2",767,873,660,274,385,302
"Pocillopora_acuta_HIv1_PredGene_g28152.t1",767,873,660,274,385,302
"Pocillopora_acuta_HIv1_PredGene_g1939.t1",24,28,22,92,113,80
"Pocillopora_acuta_HIv1_PredGene_g1938.t2",21,33,28,28,54,56
"Pocillopora_acuta_HIv1_PredGene_g1938.t1",21,33,28,28,54,56
"Pocillopora_acuta_HIv1_PredGene_g1943.t1",253,390,280,100,110,119
"Pocillopora_acuta_HIv1_PredGene_g1951.t1",866,640,754,356,275,276
"Pocillopora_acuta_HIv1_PredGene_g1953.t1",216,203,205,78,51,55
"Pocillopora_acuta_HIv1_PredGene_g1961.t1",151,166,133,134,213,182
"Pocillopora_acuta_HIv1_PredGene_g1972.t2",468,351,326,419,516,494
"Pocillopora_acuta_HIv1_PredGene_g1972.t1",468,351,326,419,516,494
"Pocillopora_acuta_HIv1_PredGene_g1973.t1",211,126,190,329,353,485
"Pocillopora_acuta_HIv1_PredGene_g1982.t1",788,418,470,865,1232,1342
"Pocillopora_acuta_HIv1_PredGene_g1983.t1",10406,11986,9686,715,551,706
"Pocillopora_acuta_HIv1_PredGene_g1992.t1",68,98,66,186,210,241
"Pocillopora_acuta_HIv1_PredGene_g1998.t1",247,212,166,69,59,98
"Pocillopora_acuta_HIv1_PredGene_g1999.t1",7,18,24,25,43,53
"Pocillopora_acuta_HIv1_PredGene_g2001.t1",242,250,242,56,104,101
"Pocillopora_acuta_HIv1_PredGene_12969_t",242,250,242,56,104,101
"Pocillopora_acuta_HIv1_PredGene_g3885.t2",199,123,102,48,50,47
"Pocillopora_acuta_HIv1_PredGene_g3885.t1",199,123,102,48,50,47
"Pocillopora_acuta_HIv1_PredGene_g2014.t1",46,60,55,7,13,9
"Pocillopora_acuta_HIv1_PredGene_g2017.t1",730,528,472,119,65,85
"Pocillopora_acuta_HIv1_PredGene_g2022.t1",37,54,46,57,117,71
"Pocillopora_acuta_HIv1_PredGene_g6846.t1",7,0,7,14,24,34
"Pocillopora_acuta_HIv1_PredGene_g6856.t1",2251,2086,1596,795,738,834
"Pocillopora_acuta_HIv1_PredGene_g6862.t1",71,79,74,150,201,116
"Pocillopora_acuta_HIv1_PredGene_g6865.t1",377,323,320,456,418,421
"Pocillopora_acuta_HIv1_PredGene_g6863.t1",275,166,175,326,353,337
"Pocillopora_acuta_HIv1_PredGene_g6866.t1",704,606,527,486,912,692
"Pocillopora_acuta_HIv1_PredGene_g6875.t1",2,9,3,22,17,26
"Pocillopora_acuta_HIv1_PredGene_g3891.t1",99,122,115,159,243,202
"Pocillopora_acuta_HIv1_PredGene_g6890.t1",120,112,109,29,31,19
"Pocillopora_acuta_HIv1_PredGene_g6895.t1",1188,1039,1022,766,1235,1341
"Pocillopora_acuta_HIv1_PredGene_g6896.t1",219,198,132,31,40,40
"Pocillopora_acuta_HIv1_PredGene_g6899.t1",384,322,341,129,161,169
"Pocillopora_acuta_HIv1_PredGene_g3892.t1",266,145,154,294,376,385
"Pocillopora_acuta_HIv1_PredGene_1270_t",266,145,154,294,376,385
"Pocillopora_acuta_HIv1_PredGene_g6921.t1",126,145,98,23,26,30
"Pocillopora_acuta_HIv1_PredGene_g3894.t1",74,109,80,20,18,25
"Pocillopora_acuta_HIv1_PredGene_g6924.t1",136,84,73,288,516,205
"Pocillopora_acuta_HIv1_PredGene_g6929.t1",96,54,89,118,300,292
"Pocillopora_acuta_HIv1_PredGene_g6931.t1",1779,1652,1680,1300,3488,2598
"Pocillopora_acuta_HIv1_PredGene_g6933.t1",3993,3294,3460,5520,10460,9391
"Pocillopora_acuta_HIv1_PredGene_g6936.t1",238,298,306,1565,3936,929
"Pocillopora_acuta_HIv1_PredGene_g6934.t1",58,59,40,100,98,66
"Pocillopora_acuta_HIv1_PredGene_g6939.t1",1068,901,682,1482,1289,1123
"Pocillopora_acuta_HIv1_PredGene_g6943.t1",2053,1007,1593,1975,2091,3299
"Pocillopora_acuta_HIv1_PredGene_g6944.t1",346,257,258,406,561,525
"Pocillopora_acuta_HIv1_PredGene_g6945.t1",98,129,80,12,30,38
"Pocillopora_acuta_HIv1_PredGene_g6946.t1",1820,1316,1555,316,465,432
"Pocillopora_acuta_HIv1_PredGene_g6947.t1",247,72,79,25,6,0
"Pocillopora_acuta_HIv1_PredGene_g6948.t1",293,192,129,17,23,27
"Pocillopora_acuta_HIv1_PredGene_g6963.t1",124,117,111,40,36,39
"Pocillopora_acuta_HIv1_PredGene_g3900.t2",35,98,97,74,171,188
"Pocillopora_acuta_HIv1_PredGene_g3900.t1",35,98,97,74,171,188
"Pocillopora_acuta_HIv1_PredGene_g6968.t1",16,10,7,19,27,27
"Pocillopora_acuta_HIv1_PredGene_g6974.t1",23,4,4,65,26,26
"Pocillopora_acuta_HIv1_PredGene_g6987.t1",58,64,69,11,4,15
"Pocillopora_acuta_HIv1_PredGene_g6985.t1",722,730,918,241,243,271
"Pocillopora_acuta_HIv1_PredGene_g6995.t1",484,687,473,114,168,145
"Pocillopora_acuta_HIv1_PredGene_g14755.t1",192,178,126,40,45,56
"Pocillopora_acuta_HIv1_PredGene_g14762.t1",688,458,567,199,106,146
"Pocillopora_acuta_HIv1_PredGene_g27830.t1",502,474,394,649,956,768
"Pocillopora_acuta_HIv1_PredGene_13172_t",502,474,394,649,956,768
"Pocillopora_acuta_HIv1_PredGene_g27838.t1",140,115,86,108,145,127
"Pocillopora_acuta_HIv1_PredGene_g3910.t1",257,175,143,239,204,191
"Pocillopora_acuta_HIv1_PredGene_g3911.t1",210,85,172,316,161,239
"Pocillopora_acuta_HIv1_PredGene_g27853.t1",71,107,75,24,29,26
"Pocillopora_acuta_HIv1_PredGene_g27865.t1",52,60,47,51,83,64
"Pocillopora_acuta_HIv1_PredGene_g27869.t1",56,37,64,69,97,152
"Pocillopora_acuta_HIv1_PredGene_g27872.t1",1931,2076,1825,3636,7562,6361
"Pocillopora_acuta_HIv1_PredGene_13221_t",204,187,214,197,280,291
"Pocillopora_acuta_HIv1_PredGene_g27877.t1",204,187,214,197,280,291
"Pocillopora_acuta_HIv1_PredGene_g27879.t1",134,247,226,27,19,32
"Pocillopora_acuta_HIv1_PredGene_g27884.t1",116,126,78,118,172,145
"Pocillopora_acuta_HIv1_PredGene_g27892.t1",152,126,145,34,27,28
"Pocillopora_acuta_HIv1_PredGene_g27906.t1",117,104,100,22,26,37
"Pocillopora_acuta_HIv1_PredGene_g27912.t1",546,326,334,123,91,104
"Pocillopora_acuta_HIv1_PredGene_13254_t",546,326,334,123,91,104
"Pocillopora_acuta_HIv1_PredGene_g27913.t1",189,263,211,78,49,65
"Pocillopora_acuta_HIv1_PredGene_g27918.t1",124,135,188,54,40,48
"Pocillopora_acuta_HIv1_PredGene_g27924.t1",1645,1581,1568,262,140,328
"Pocillopora_acuta_HIv1_PredGene_g27926.t1",10632,10463,7942,878,796,843
"Pocillopora_acuta_HIv1_PredGene_g27932.t1",122,87,83,20,12,19
"Pocillopora_acuta_HIv1_PredGene_g27933.t1",893,646,754,192,73,137
"Pocillopora_acuta_HIv1_PredGene_g27934.t1",1652,1198,1166,558,311,400
"Pocillopora_acuta_HIv1_PredGene_g27936.t1",2232,1252,1799,259,97,289
"Pocillopora_acuta_HIv1_PredGene_g27938.t1",161,160,111,171,190,243
"Pocillopora_acuta_HIv1_PredGene_g27939.t1",15,18,12,52,21,67
"Pocillopora_acuta_HIv1_PredGene_g27942.t1",257,301,263,255,505,391
"Pocillopora_acuta_HIv1_PredGene_g13179.t1",719,819,587,677,913,758
"Pocillopora_acuta_HIv1_PredGene_g13182.t1",460,616,418,403,689,542
"Pocillopora_acuta_HIv1_PredGene_g13188.t1",60,62,55,10,12,17
"Pocillopora_acuta_HIv1_PredGene_g13192.t1",42,43,58,7,7,0
"Pocillopora_acuta_HIv1_PredGene_g3921.t1",92,214,137,32,40,32
"Pocillopora_acuta_HIv1_PredGene_g13202.t1",12449,15234,11777,2404,3848,3173
"Pocillopora_acuta_HIv1_PredGene_g3922.t1",2698,2291,2243,444,407,447
"Pocillopora_acuta_HIv1_PredGene_g13215.t1",188,208,176,217,290,279
"Pocillopora_acuta_HIv1_PredGene_g13222.t1",875,932,874,673,949,873
"Pocillopora_acuta_HIv1_PredGene_13377_t",1043,989,966,854,1075,1060
"Pocillopora_acuta_HIv1_PredGene_g19312.t1",1043,989,966,854,1075,1060
"Pocillopora_acuta_HIv1_PredGene_g19323.t1",59,105,61,9,21,14
"Pocillopora_acuta_HIv1_PredGene_g19332.t1",297,232,245,62,49,80
"Pocillopora_acuta_HIv1_PredGene_g19347.t1",2143,3963,2474,3990,8087,6374
"Pocillopora_acuta_HIv1_PredGene_g19348.t1",65,54,59,18,13,7
"Pocillopora_acuta_HIv1_PredGene_g19351.t1",325,201,306,79,101,125
"Pocillopora_acuta_HIv1_PredGene_g19360.t1",991,932,1064,1299,1704,1983
"Pocillopora_acuta_HIv1_PredGene_13431_t",265,193,171,179,211,234
"Pocillopora_acuta_HIv1_PredGene_g19363.t1",265,193,171,179,211,234
"Pocillopora_acuta_HIv1_PredGene_g19364.t1",584,339,385,475,759,740
"Pocillopora_acuta_HIv1_PredGene_g7711.t1",3,4,6,14,42,20
"Pocillopora_acuta_HIv1_PredGene_g7711.t2",3,4,6,14,42,20
"Pocillopora_acuta_HIv1_PredGene_13435_t",3,4,6,14,42,20
"Pocillopora_acuta_HIv1_PredGene_g7750.t1",670,464,500,559,545,535
"Pocillopora_acuta_HIv1_PredGene_g7764.t1",481,436,293,112,212,122
"Pocillopora_acuta_HIv1_PredGene_g7767.t1",29,64,78,9,7,17
"Pocillopora_acuta_HIv1_PredGene_g7768.t1",273,226,151,39,50,55
"Pocillopora_acuta_HIv1_PredGene_g7770.t1",157,159,156,115,249,209
"Pocillopora_acuta_HIv1_PredGene_g7772.t1",384,258,279,74,61,54
"Pocillopora_acuta_HIv1_PredGene_g7777.t1",262,312,180,488,739,574
"Pocillopora_acuta_HIv1_PredGene_g7779.t1",80,88,56,20,25,22
"Pocillopora_acuta_HIv1_PredGene_g7778.t1",1119,978,1096,1296,2394,2283
"Pocillopora_acuta_HIv1_PredGene_g7783.t1",900,755,775,964,912,1001
"Pocillopora_acuta_HIv1_PredGene_g7786.t1",220,187,277,51,98,48
"Pocillopora_acuta_HIv1_PredGene_13515_t",311,318,213,372,406,386
"Pocillopora_acuta_HIv1_PredGene_g7797.t1",311,318,213,372,406,386
"Pocillopora_acuta_HIv1_PredGene_g7802.t1",1147,655,582,1171,1328,1087
"Pocillopora_acuta_HIv1_PredGene_g7806.t2",67,61,48,80,102,110
"Pocillopora_acuta_HIv1_PredGene_g7806.t1",67,61,48,80,102,110
"Pocillopora_acuta_HIv1_PredGene_g7817.t1",352,299,337,240,387,379
"Pocillopora_acuta_HIv1_PredGene_g7818.t3",145,147,107,122,200,199
"Pocillopora_acuta_HIv1_PredGene_g7818.t2",145,147,107,122,200,199
"Pocillopora_acuta_HIv1_PredGene_g7818.t1",145,147,107,122,200,199
"Pocillopora_acuta_HIv1_PredGene_g7838.t1",42,39,82,8,16,7
"Pocillopora_acuta_HIv1_PredGene_g7839.t1",1275,1137,1039,322,383,433
"Pocillopora_acuta_HIv1_PredGene_g3937.t1",4213,3872,4062,593,590,872
"Pocillopora_acuta_HIv1_PredGene_g7841.t1",670,709,485,758,819,826
"Pocillopora_acuta_HIv1_PredGene_g7845.t1",946,1142,1007,255,258,293
"Pocillopora_acuta_HIv1_PredGene_g7847.t1",4856,6147,4577,520,456,437
"Pocillopora_acuta_HIv1_PredGene_g19157.t1",12,23,11,0,0,0
"Pocillopora_acuta_HIv1_PredGene_g3938.t1",41,51,52,52,64,71
"Pocillopora_acuta_HIv1_PredGene_g19169.t1",236,179,188,30,65,34
"Pocillopora_acuta_HIv1_PredGene_g19176.t1",355,205,319,52,49,76
"Pocillopora_acuta_HIv1_PredGene_g19177.t1",268,176,203,183,261,276
"Pocillopora_acuta_HIv1_PredGene_g19179.t1",611,543,468,215,236,195
"Pocillopora_acuta_HIv1_PredGene_g19183.t1",97,85,53,145,201,124
"Pocillopora_acuta_HIv1_PredGene_g19182.t1",139,197,108,202,384,263
"Pocillopora_acuta_HIv1_PredGene_g19189.t1",25,30,14,41,75,65
"Pocillopora_acuta_HIv1_PredGene_g19190.t1",25,30,14,41,75,65
"Pocillopora_acuta_HIv1_PredGene_13592_t",25,30,14,41,75,65
"Pocillopora_acuta_HIv1_PredGene_g19198.t1",2400,6052,2524,760,1522,878
"Pocillopora_acuta_HIv1_PredGene_g19199.t1",245,350,283,297,452,358
"Pocillopora_acuta_HIv1_PredGene_g19202.t1",2389,4733,2301,629,886,631
"Pocillopora_acuta_HIv1_PredGene_g19204.t1",4078,4431,3755,320,403,366
"Pocillopora_acuta_HIv1_PredGene_g19205.t1",109,147,72,132,156,130
"Pocillopora_acuta_HIv1_PredGene_g3942.t1",8,19,21,37,39,68
"Pocillopora_acuta_HIv1_PredGene_13623_t",251,395,203,776,967,867
"Pocillopora_acuta_HIv1_PredGene_g19219.t2",251,395,203,776,967,867
"Pocillopora_acuta_HIv1_PredGene_g19219.t1",251,395,203,776,967,867
"Pocillopora_acuta_HIv1_PredGene_13624_t",147,246,195,329,692,508
"Pocillopora_acuta_HIv1_PredGene_g19220.t1",147,246,195,329,692,508
"Pocillopora_acuta_HIv1_PredGene_g19232.t1",47,83,67,8,12,12
"Pocillopora_acuta_HIv1_PredGene_g19256.t1",61,87,37,15,11,12
"Pocillopora_acuta_HIv1_PredGene_g19259.t1",486,444,328,164,107,121
"Pocillopora_acuta_HIv1_PredGene_g19303.t1",183,132,171,262,448,415
"Pocillopora_acuta_HIv1_PredGene_13704_t",108,74,54,27,12,11
"Pocillopora_acuta_HIv1_PredGene_g14310.t1",108,74,54,27,12,11
"Pocillopora_acuta_HIv1_PredGene_g14312.t1",305,128,143,19,17,33
"Pocillopora_acuta_HIv1_PredGene_g14314.t1",110,54,37,186,99,118
"Pocillopora_acuta_HIv1_PredGene_g14318.t1",108,61,104,376,251,354
"Pocillopora_acuta_HIv1_PredGene_g14321.t1",133,76,91,281,154,202
"Pocillopora_acuta_HIv1_PredGene_g14324.t1",18,0,0,59,21,35
"Pocillopora_acuta_HIv1_PredGene_g14325.t1",3124,5013,3596,5669,10002,9819
"Pocillopora_acuta_HIv1_PredGene_g14335.t1",538,510,542,182,247,260
"Pocillopora_acuta_HIv1_PredGene_g14352.t1",7,2,5,11,13,17
"Pocillopora_acuta_HIv1_PredGene_g14353.t1",136,107,124,45,30,28
"Pocillopora_acuta_HIv1_PredGene_g14359.t1",101,166,147,40,30,33
"Pocillopora_acuta_HIv1_PredGene_g3950.t1",96,98,101,26,20,32
"Pocillopora_acuta_HIv1_PredGene_g14372.t1",790,838,819,92,64,107
"Pocillopora_acuta_HIv1_PredGene_g14383.t1",284,287,205,275,285,363
"Pocillopora_acuta_HIv1_PredGene_g3951.t1",49,69,34,107,145,157
"Pocillopora_acuta_HIv1_PredGene_g9382.t1",2288,2231,2287,1757,3556,3094
"Pocillopora_acuta_HIv1_PredGene_g9389.t1",323,537,471,595,1165,935
"Pocillopora_acuta_HIv1_PredGene_13786_t",323,537,471,595,1165,935
"Pocillopora_acuta_HIv1_PredGene_g9391.t1",605,652,633,231,205,261
"Pocillopora_acuta_HIv1_PredGene_g9392.t1",360,236,347,69,109,134
"Pocillopora_acuta_HIv1_PredGene_g9394.t1",354,261,232,95,80,97
"Pocillopora_acuta_HIv1_PredGene_g9395.t1",10291,12323,9766,1693,2112,2262
"Pocillopora_acuta_HIv1_PredGene_13791_t",10291,12323,9766,1693,2112,2262
"Pocillopora_acuta_HIv1_PredGene_g9396.t1",31,21,18,155,84,111
"Pocillopora_acuta_HIv1_PredGene_13792_t",31,21,18,155,84,111
"Pocillopora_acuta_HIv1_PredGene_g9397.t1",14442,11986,9400,44849,34864,35058
"Pocillopora_acuta_HIv1_PredGene_g9404.t1",246,307,227,204,378,277
"Pocillopora_acuta_HIv1_PredGene_g3957.t3",764,766,1007,139,243,206
"Pocillopora_acuta_HIv1_PredGene_g3957.t1",764,766,1007,139,243,206
"Pocillopora_acuta_HIv1_PredGene_g3957.t2",764,766,1007,139,243,206
"Pocillopora_acuta_HIv1_PredGene_g9445.t1",185,109,131,42,54,58
"Pocillopora_acuta_HIv1_PredGene_g9449.t1",69,84,56,109,181,143
"Pocillopora_acuta_HIv1_PredGene_g9458.t1",9,8,5,20,18,16
"Pocillopora_acuta_HIv1_PredGene_g9462.t1",29,10,19,69,32,27
"Pocillopora_acuta_HIv1_PredGene_g9479.t1",2508,3430,2274,2352,3062,2774
"Pocillopora_acuta_HIv1_PredGene_g9482.t1",1001,587,614,183,105,152
"Pocillopora_acuta_HIv1_PredGene_g9486.t1",36,20,22,39,65,72
"Pocillopora_acuta_HIv1_PredGene_g9489.t1",365,353,398,85,88,112
"Pocillopora_acuta_HIv1_PredGene_g9492.t1",318,325,350,315,436,436
"Pocillopora_acuta_HIv1_PredGene_g9493.t1",5035,6624,4021,5350,10923,8313
"Pocillopora_acuta_HIv1_PredGene_g3961.t1",454,475,382,111,169,143
"Pocillopora_acuta_HIv1_PredGene_g9513.t1",1540,1063,1106,906,2791,2062
"Pocillopora_acuta_HIv1_PredGene_g1095.t1",54,62,42,11,9,10
"Pocillopora_acuta_HIv1_PredGene_g1101.t1",7073,6495,5534,9736,14813,13316
"Pocillopora_acuta_HIv1_PredGene_g1108.t1",310,311,197,86,99,82
"Pocillopora_acuta_HIv1_PredGene_g1110.t1",384,287,271,99,68,89
"Pocillopora_acuta_HIv1_PredGene_g1113.t1",88,99,97,16,24,11
"Pocillopora_acuta_HIv1_PredGene_g1118.t1",157,151,116,28,22,63
"Pocillopora_acuta_HIv1_PredGene_g1126.t1",46,56,60,7,11,0
"Pocillopora_acuta_HIv1_PredGene_g1134.t1",1995,2807,2756,4534,7037,6812
"Pocillopora_acuta_HIv1_PredGene_g1147.t1",171,188,152,150,223,242
"Pocillopora_acuta_HIv1_PredGene_g1164.t1",517,406,339,409,364,495
"Pocillopora_acuta_HIv1_PredGene_g1165.t1",242,205,226,59,64,71
"Pocillopora_acuta_HIv1_PredGene_g1173.t1",114,146,183,209,267,231
"Pocillopora_acuta_HIv1_PredGene_g9673.t1",847,526,537,1160,1348,1253
"Pocillopora_acuta_HIv1_PredGene_g9675.t1",177,141,153,45,64,68
"Pocillopora_acuta_HIv1_PredGene_g9678.t1",622,507,497,153,128,150
"Pocillopora_acuta_HIv1_PredGene_g9680.t1",1029,1000,762,1315,1727,1353
"Pocillopora_acuta_HIv1_PredGene_14024_t",1029,1000,762,1315,1727,1353
"Pocillopora_acuta_HIv1_PredGene_14029_t",1040,938,892,1076,1561,1447
"Pocillopora_acuta_HIv1_PredGene_g9683.t1",1040,938,892,1076,1561,1447
"Pocillopora_acuta_HIv1_PredGene_g9685.t1",1355,1249,1253,1285,2273,1420
"Pocillopora_acuta_HIv1_PredGene_g9688.t1",176,277,145,54,57,43
"Pocillopora_acuta_HIv1_PredGene_g3973.t1",27,38,35,46,41,55
"Pocillopora_acuta_HIv1_PredGene_g9710.t1",68,44,49,94,60,90
"Pocillopora_acuta_HIv1_PredGene_g9714.t1",432,700,361,443,802,554
"Pocillopora_acuta_HIv1_PredGene_g9715.t1",26,18,19,26,36,39
"Pocillopora_acuta_HIv1_PredGene_g9724.t1",1906,1712,1680,1685,2373,2102
"Pocillopora_acuta_HIv1_PredGene_g9730.t1",224,214,234,80,78,87
"Pocillopora_acuta_HIv1_PredGene_g9735.t1",89,63,81,5,0,0
"Pocillopora_acuta_HIv1_PredGene_g9739.t1",391,319,272,300,625,538
"Pocillopora_acuta_HIv1_PredGene_g9742.t1",89,18,25,149,61,111
"Pocillopora_acuta_HIv1_PredGene_14079_t",89,18,25,149,61,111
"Pocillopora_acuta_HIv1_PredGene_g9748.t1",147,162,92,136,188,187
"Pocillopora_acuta_HIv1_PredGene_g9752.t1",389,427,424,456,433,598
"Pocillopora_acuta_HIv1_PredGene_g9753.t1",173,127,130,146,166,152
"Pocillopora_acuta_HIv1_PredGene_14102_t",55,76,30,10,16,8
"Pocillopora_acuta_HIv1_PredGene_g9763.t1",55,76,30,10,16,8
"Pocillopora_acuta_HIv1_PredGene_1359_t",74,32,65,18,11,9
"Pocillopora_acuta_HIv1_PredGene_g3978.t1",74,32,65,18,11,9
"Pocillopora_acuta_HIv1_PredGene_g3978.t2",74,32,65,18,11,9
"Pocillopora_acuta_HIv1_PredGene_g3977.t1",74,32,65,18,11,9
"Pocillopora_acuta_HIv1_PredGene_14104_t",1649,1748,1526,1522,1926,2070
"Pocillopora_acuta_HIv1_PredGene_g9765.t1",1649,1748,1526,1522,1926,2070
"Pocillopora_acuta_HIv1_PredGene_g9775.t1",222,181,174,48,45,59
"Pocillopora_acuta_HIv1_PredGene_g9779.t1",9,53,13,118,163,138
"Pocillopora_acuta_HIv1_PredGene_g9781.t1",2547,2292,2116,2127,2222,2421
"Pocillopora_acuta_HIv1_PredGene_14121_t",2547,2292,2116,2127,2222,2421
"Pocillopora_acuta_HIv1_PredGene_g26267.t1",343,430,349,101,113,138
"Pocillopora_acuta_HIv1_PredGene_g26273.t1",959,1094,1010,809,1883,1264
"Pocillopora_acuta_HIv1_PredGene_14150_t",178,160,156,40,34,43
"Pocillopora_acuta_HIv1_PredGene_g26275.t1",178,160,156,40,34,43
"Pocillopora_acuta_HIv1_PredGene_g26280.t1",385,321,275,95,90,102
"Pocillopora_acuta_HIv1_PredGene_g26284.t1",197,318,215,71,66,82
"Pocillopora_acuta_HIv1_PredGene_g26287.t1",354,390,338,101,113,117
"Pocillopora_acuta_HIv1_PredGene_g26296.t1",100,112,104,22,31,40
"Pocillopora_acuta_HIv1_PredGene_g26308.t1",12,25,22,45,25,96
"Pocillopora_acuta_HIv1_PredGene_g26311.t1",96,74,69,29,15,20
"Pocillopora_acuta_HIv1_PredGene_14180_t",96,74,69,29,15,20
"Pocillopora_acuta_HIv1_PredGene_g26312.t1",125,93,104,148,114,130
"Pocillopora_acuta_HIv1_PredGene_g26316.t1",66,68,44,83,95,76
"Pocillopora_acuta_HIv1_PredGene_g26319.t1",565,627,547,211,287,258
"Pocillopora_acuta_HIv1_PredGene_g3990.t1",7,0,13,21,25,32
"Pocillopora_acuta_HIv1_PredGene_g26323.t1",647,519,518,230,159,221
"Pocillopora_acuta_HIv1_PredGene_g26329.t1",49,49,43,54,81,102
"Pocillopora_acuta_HIv1_PredGene_g26333.t1",180,136,92,29,50,42
"Pocillopora_acuta_HIv1_PredGene_g26334.t1",703,633,726,197,255,290
"Pocillopora_acuta_HIv1_PredGene_g26335.t1",267,262,238,78,57,68
"Pocillopora_acuta_HIv1_PredGene_14203_t",267,262,238,78,57,68
"Pocillopora_acuta_HIv1_PredGene_g26336.t1",43,47,36,0,5,12
"Pocillopora_acuta_HIv1_PredGene_g26345.t1",115,111,96,176,183,140
"Pocillopora_acuta_HIv1_PredGene_g26358.t1",1823,1512,1173,2301,2109,2228
"Pocillopora_acuta_HIv1_PredGene_g26365.t1",399,390,311,91,76,85
"Pocillopora_acuta_HIv1_PredGene_g26367.t1",481,285,337,124,140,156
"Pocillopora_acuta_HIv1_PredGene_g26372.t1",763,674,605,1645,2172,2124
"Pocillopora_acuta_HIv1_PredGene_g26381.t1",375,223,380,61,71,101
"Pocillopora_acuta_HIv1_PredGene_14245_t",375,223,380,61,71,101
"Pocillopora_acuta_HIv1_PredGene_g26382.t1",1312,591,755,144,77,186
"Pocillopora_acuta_HIv1_PredGene_g26389.t1",225,199,208,47,93,94
"Pocillopora_acuta_HIv1_PredGene_g26391.t1",2112,1695,1652,459,429,501
"Pocillopora_acuta_HIv1_PredGene_g30784.t1",103,75,83,30,26,31
"Pocillopora_acuta_HIv1_PredGene_g30787.t1",969,1010,946,938,1185,1210
"Pocillopora_acuta_HIv1_PredGene_g30788.t1",1798,1548,1329,1915,2350,2012
"Pocillopora_acuta_HIv1_PredGene_g30797.t1",393,360,305,477,916,680
"Pocillopora_acuta_HIv1_PredGene_g30798.t1",152,182,156,37,60,52
