gene_id,58,59,60
g13020,5,0,0
adi2mcaRNA26419_R0,0,0,0
g24125,233,142,205
g32406,48,120,71
g44405,325,336,563
g71301,0,0,0
g57266,0,0,1
g5756,0,0,2
g22590,2,3,6
adi2mcaRNA27618_R0,795,724,864
adi2mcaRNA38233_R4,7,0,0
g10357,0,0,0
g57811,63,0,157
g67087,0,0,0
g38002,226,322,434
adi2mcaRNA18106_R0,1,3,14
g12365,9,3,7
adi2mcaRNA15011_R9,7,0,0
g35362,0,0,0
adi2mcaRNA30580_R1,215,179,246
g12048,0,29,36
adi2mcaRNA16632_R7,2,0,0
g5136,35,0,48
g43929,1734,1595,1878
g48952,0,0,2
g71242,0,0,0
g18318,225,79,158
g41376,0,0,0
g58769,0,0,0
g24944,0,8,8
g59294,0,0,0
g3326,770,729,735
g47261,39,73,76
g24229,14,3,5
g3241,61,90,63
g27970,0,0,0
g48676,3,0,0
adi2mcaRNA12669_R0,18543,12471,18832
g25129,47,20,59
g43284,687,872,1520
g63716,0,0,7
g50570,0,0,0
g3968,0,0,4
g61554,2,0,0
g138,3,6,1
g37173,0,3,9
g38668,2,5,1
g6114,86,42,84
g63891,80,95,142
g34650,0,4,0
g33107,4,0,0
g22886,0,0,0
adi2mcaRNA27251_R8,0,0,0
g23487,0,0,0
g35370,65,15,37
adi2mcaRNA28367_R2,0,0,0
adi2mcaRNA37126_R2,83,28,127
g27031,7,0,14
g43790,0,5,1
g45668,3,0,4
g49488,25,65,96
g9197,282,169,299
g39662,25,31,69
g71567,7,128,133
g11046,6,5,50
g67965,0,0,0
g48733,0,0,0
g29787,0,4,0
g25118,270,128,289
g53065,0,0,4
g1797,0,0,0
g58854,0,0,0
g8874,0,0,1
g58119,15,0,27
g15510,104,491,483
g28104,9502,5890,10846
g10579,38,37,33
g18769,0,0,0
g64510,1339,1305,2184
adi2mcaRNA28977_R5,1,3,4
g33463,878,464,759
g35317,344,371,606
g27744,39,48,49
g61092,24,10,28
g45701,133,795,1368
g12528,124,157,91
g36188,11,10,12
g29152,2,5,13
g59753,0,6,0
g30138,11,4,6
adi2mcaRNA19396_R0,109,22,80
g40492,0,0,0
g44767,0,0,0
g50312,0,0,0
g50386,79,118,381
adi2mcaRNA38005_R0,214,380,481
g54918,647,553,838
g36399,0,0,0
adi2mcaRNA12953_R1,173,229,393
g44845,0,0,3
g62036,1888,6625,1490
g30945,5,6,4
g57023,0,0,0
g58694,0,0,0
g17779,4,2,5
g9616,0,0,1
g6558,46,16,88
g41447,1,0,3
g51307,6,299,196
g67370,395,320,615
g14444,0,0,5
g20461,1,0,1
g38563,441,1154,784
adi2mcaRNA27776_R0,0,0,9
g1982,0,0,0
g29606,0,3,2
g3537,2431,3241,2166
g14193,0,0,0
g672,0,0,0
g42691,1,0,0
g66620,1,4,21
g35643,25,18,0
g51795,0,0,0
adi2mcaRNA35869_R0,35,23,49
adi2mcaRNA32295_R0,5,12,12
adi2mcaRNA25029_R0,124,240,269
g12040,17,0,0
g52732,25,10,18
adi2mcaRNA17864_R1,23,24,43
g2708,0,1,0
g29420,0,0,0
g53226,601,441,1122
g39493,5,10,13
g54530,0,0,0
g12086,5,0,14
g1375,121,116,226
g14373,5,0,0
g28693,382,489,647
g63054,423,469,855
g71345,12,14,17
g63917,0,0,0
g22259,237,215,296
adi2mcaRNA32346_R0,0,49,0
adi2mcaRNA18200_R5,1,0,0
adi2mcaRNA36080_R7,0,0,0
g40774,90,65,134
g13388,0,0,0
g22377,188,149,185
g32746,3637,1548,2139
g53698,55,11,74
g16183,0,4,26
g46816,0,0,0
g12055,0,0,0
g1546,244,143,295
g25101,98,108,106
g31954,76,51,28
g3165,0,0,0
g7677,0,3,6
g41964,37,136,61
adi2mcaRNA29650_R4,18,7,5
g17569,0,0,0
adi2mcaRNA24607_R0,250,281,294
g15159,79,78,157
g43761,41,0,2
g24642,5,15,13
adi2mcaRNA36181_R0,31,59,39
g25801,0,0,0
g9194,12,0,10
g14401,6,13,34
g14713,6,4,8
g3217,1,34,18
g25738,0,38,3
g67870,155,83,83
adi2mcaRNA782_R9,0,0,0
g28264,49,41,44
g45275,138,133,184
g15902,11,0,2
adi2mcaRNA12356_R2,0,0,0
g46888,342,335,198
g22344,64,25,28
adi2mcaRNA20339_R0,14,9,18
g23867,401,449,420
g7417,7,3,1
g20637,0,0,0
g25346,0,4,2
g6736,0,0,10
g26451,93,133,159
g59563,0,0,0
g42247,0,0,3
g25635,36,15,39
g2618,54,117,199
g27184,372,659,606
adi2mcaRNA11102_R2,0,3,0
g16713,2,2,0
g64128,0,0,0
g37167,3,6,7
g52770,0,0,0
g64581,0,0,0
g55650,177,72,125
g26331,2,7,4
g41694,1,0,0
g45210,238,174,301
g68151,319,333,533
g53367,0,0,0
g67196,196,168,227
g50462,0,1,0
g65101,60,4,5
g56776,0,0,0
g53039,0,0,0
g52819,59,36,6
adi2mcaRNA7825_R3,52,7,0
adi2mcaRNA4639_R1,0,0,5
g14327,0,0,0
g50998,0,0,0
g31211,19,14,30
g21197,6,0,2
g32316,31,36,87
g50689,384,380,479
g36558,0,0,0
g7016,1,0,4
g31997,1070,2112,2629
g12654,0,0,0
g26227,569,185,396
adi2mcaRNA16414_R3,0,0,3
g25794,0,4,7
adi2mcaRNA35008_R0,711,533,1105
g66873,55,8,53
g41882,0,0,2
g29824,0,0,0
g45466,0,0,0
g47552,40,70,81
g34740,0,0,0
g12800,0,10,0
g26558,321,337,491
g44359,0,0,0
g54510,3,0,5
g5529,0,0,0
g47295,122,8,0
adi2mcaRNA18399_R2,42,36,48
g26403,310,65,238
g20477,1038,924,1710
adi2mcaRNA1941_R0,48,20,39
g36078,101,57,159
g44019,129,215,308
g40253,8,3,5
adi2mcaRNA15057_R4,226,231,476
