gene_id,1101,1548,1628,Sample4,Sample5,Sample6
Montipora_capitata_PredGene_g14117,1,0,0,4,6,7
Montipora_capitata_PredGene_g14116,58,18,8,3,4,3
Montipora_capitata_PredGene_g14115,14,5,9,7,5,3
Montipora_capitata_PredGene_g13322,0,0,0,10,8,7
Montipora_capitata_PredGene_g14113,6,51,22,10,6,2
Montipora_capitata_PredGene_g14112,3,39,20,0,12,3
Montipora_capitata_PredGene_g14110,0,0,5,6,2,4
Montipora_capitata_PredGene_g46263,0,0,0,11,1,8
Montipora_capitata_PredGene_g64547,0,0,0,17,18,9
Montipora_capitata_PredGene_g64546,0,0,0,5,10,11
Montipora_capitata_PredGene_g64545,0,0,0,29,31,11
Montipora_capitata_PredGene_g64544,0,0,0,25,17,13
Montipora_capitata_PredGene_g64543,0,0,0,14,9,8
Montipora_capitata_PredGene_g64542,0,0,0,2,6,4
Montipora_capitata_PredGene_g64541,0,0,0,20,14,12
Montipora_capitata_PredGene_g64540,0,0,0,26,12,7
Montipora_capitata_PredGene_g64549,0,0,0,6,6,9
Montipora_capitata_PredGene_g64548,0,0,0,20,16,12
Montipora_capitata_PredGene_g23616,0,0,0,4,7,2
Montipora_capitata_PredGene_adi2mcaRNA29409_R0,512,411,389,20,22,24
Montipora_capitata_PredGene_g67109,0,0,0,5,0,0
Montipora_capitata_PredGene_g56629,0,0,0,5,4,4
Montipora_capitata_PredGene_g8850,0,0,4,0,0,8
Montipora_capitata_PredGene_adi2mcaRNA14205_R4,5,0,0,7,2,7
Montipora_capitata_PredGene_adi2mcaRNA14205_R5,0,7,0,9,0,7
Montipora_capitata_PredGene_g53949,665,596,676,12,8,9
Montipora_capitata_PredGene_g53948,858,623,349,18,24,22
Montipora_capitata_PredGene_g8854,0,0,4,3,8,19
Montipora_capitata_PredGene_g53945,243,261,396,8,9,5
Montipora_capitata_PredGene_g53947,135,162,64,14,17,12
Montipora_capitata_PredGene_g53946,280,145,195,27,24,29
Montipora_capitata_PredGene_g18073,17,11,12,0,5,3
Montipora_capitata_PredGene_g20981,0,3,2,3,4,5
Montipora_capitata_PredGene_g3561,0,0,0,30,7,13
Montipora_capitata_PredGene_g34,0,0,0,2,1,0
Montipora_capitata_PredGene_g20980,199,6,102,28,16,35
Montipora_capitata_PredGene_g15854,0,0,0,0,0,0
Montipora_capitata_PredGene_g15857,3,0,2,5,4,7
Montipora_capitata_PredGene_adi2mcaRNA25756_R1,35,8,13,33,29,29
Montipora_capitata_PredGene_adi2mcaRNA13405_R4,0,4,0,7,10,9
Montipora_capitata_PredGene_g61689,0,0,0,11,3,0
Montipora_capitata_PredGene_g61688,888,512,569,104,79,103
Montipora_capitata_PredGene_g61686,867,687,427,12,21,10
Montipora_capitata_PredGene_g61685,33,87,130,0,0,0
Montipora_capitata_PredGene_g61683,0,0,0,10,7,5
Montipora_capitata_PredGene_g61682,0,0,3,16,2,9
Montipora_capitata_PredGene_g61681,0,0,0,7,0,8
Montipora_capitata_PredGene_g61680,0,1,3,10,3,7
Montipora_capitata_PredGene_adi2mcaRNA22237_R0,191,155,148,11,0,0
Montipora_capitata_PredGene_g54279,1563,1450,1151,92,70,75
Montipora_capitata_PredGene_g24047,47,70,141,0,0,0
Montipora_capitata_PredGene_g20989,25,12,0,0,0,6
Montipora_capitata_PredGene_g22169,0,0,0,0,11,14
Montipora_capitata_PredGene_g22168,4,3,0,3,7,4
Montipora_capitata_PredGene_g22167,0,3,0,6,6,2
Montipora_capitata_PredGene_g15245,0,0,0,23,2,17
Montipora_capitata_PredGene_g15246,411,588,453,0,20,15
Montipora_capitata_PredGene_g15852,0,0,0,0,0,2
Montipora_capitata_PredGene_g15240,12,9,10,0,3,5
Montipora_capitata_PredGene_g55628,416,276,208,23,30,14
Montipora_capitata_PredGene_g10439,0,1,1,8,8,6
Montipora_capitata_PredGene_g11895,15,12,9,9,4,5
Montipora_capitata_PredGene_g11897,0,0,0,2,1,3
Montipora_capitata_PredGene_g11896,20,7,0,0,0,9
Montipora_capitata_PredGene_g11891,21,60,0,0,7,0
Montipora_capitata_PredGene_g11892,0,27,0,0,7,0
Montipora_capitata_PredGene_g44475,0,0,2,14,0,13
Montipora_capitata_PredGene_adi2mcaRNA18407_R9,0,0,0,17,13,21
Montipora_capitata_PredGene_g11899,16,8,10,9,2,1
Montipora_capitata_PredGene_g11898,0,0,0,6,13,5
Montipora_capitata_PredGene_g63014,1,4,1,2,2,3
Montipora_capitata_PredGene_g63015,3,2,3,2,3,4
Montipora_capitata_PredGene_g63016,0,0,0,0,0,0
Montipora_capitata_PredGene_g63010,0,0,0,0,0,0
Montipora_capitata_PredGene_g63011,2,0,0,0,0,0
Montipora_capitata_PredGene_g63012,0,0,0,0,0,0
Montipora_capitata_PredGene_g63013,0,0,0,0,0,0
Montipora_capitata_PredGene_g69070,24,8,6,19,12,14
Montipora_capitata_PredGene_g69073,167,102,155,6,0,11
Montipora_capitata_PredGene_g69074,280,128,199,0,0,5
Montipora_capitata_PredGene_g69075,3,4,1,10,2,4
Montipora_capitata_PredGene_g10140,243,103,249,14,14,13
Montipora_capitata_PredGene_g10141,255,213,135,54,67,52
Montipora_capitata_PredGene_g10142,0,0,6,0,8,5
Montipora_capitata_PredGene_g10144,74,89,93,12,4,9
Montipora_capitata_PredGene_g10146,0,0,0,4,19,16
Montipora_capitata_PredGene_g10147,0,0,4,8,10,10
Montipora_capitata_PredGene_g10148,0,8,0,5,14,7
Montipora_capitata_PredGene_g24215,0,0,0,1,0,2
Montipora_capitata_PredGene_g62797,19,0,8,0,3,0
Montipora_capitata_PredGene_g10432,0,0,0,23,12,31
Montipora_capitata_PredGene_g62114,0,0,0,4,4,9
Montipora_capitata_PredGene_g69327,44,60,56,0,0,0
Montipora_capitata_PredGene_g62790,630,824,604,56,50,72
Montipora_capitata_PredGene_g10433,6,9,5,15,18,19
Montipora_capitata_PredGene_adi2mcaRNA32118_R5,0,0,0,0,0,0
Montipora_capitata_PredGene_g62791,259,186,267,20,16,13
Montipora_capitata_PredGene_g52397,0,0,0,5,12,6
Montipora_capitata_PredGene_g52396,0,0,0,20,4,14
Montipora_capitata_PredGene_g52395,0,0,0,1,6,5
Montipora_capitata_PredGene_g52394,0,0,0,1,4,8
Montipora_capitata_PredGene_g52393,0,0,0,5,6,2
Montipora_capitata_PredGene_g24211,168,71,140,0,0,0
Montipora_capitata_PredGene_g52391,0,0,0,0,0,1
Montipora_capitata_PredGene_g29481,0,0,0,16,16,8
Montipora_capitata_PredGene_g6222,19,16,17,19,27,12
Montipora_capitata_PredGene_g52399,0,0,0,0,3,5
Montipora_capitata_PredGene_g52398,0,0,0,16,4,11
Montipora_capitata_PredGene_g36263,0,0,0,4,4,0
Montipora_capitata_PredGene_g68309,0,0,0,0,0,0
Montipora_capitata_PredGene_g68308,0,0,0,0,0,0
Montipora_capitata_PredGene_g68301,0,12,0,0,8,0
Montipora_capitata_PredGene_adi2mcaRNA5713_R8,0,2,3,15,16,14
Montipora_capitata_PredGene_g68303,0,0,1,7,9,7
Montipora_capitata_PredGene_g68302,1,5,7,12,16,15
Montipora_capitata_PredGene_g68304,0,0,0,0,0,0
Montipora_capitata_PredGene_g68307,0,0,0,0,0,0
Montipora_capitata_PredGene_g68306,0,0,0,0,0,0
Montipora_capitata_PredGene_g57912,0,0,0,5,3,3
Montipora_capitata_PredGene_adi2mcaRNA7643_R0,1121,783,774,34,44,54
Montipora_capitata_PredGene_g57910,0,0,0,11,29,0
Montipora_capitata_PredGene_g57911,0,0,0,6,6,17
Montipora_capitata_PredGene_g57916,0,0,0,0,0,9
Montipora_capitata_PredGene_g57914,0,0,0,6,1,4
Montipora_capitata_PredGene_g57915,0,0,0,0,0,0
Montipora_capitata_PredGene_g57918,0,0,0,3,0,2
Montipora_capitata_PredGene_adi2mcaRNA29995_R9,0,0,0,0,6,7
Montipora_capitata_PredGene_g13121,118,46,92,14,27,29
Montipora_capitata_PredGene_g23414,0,0,0,7,4,2
Montipora_capitata_PredGene_adi2mcaRNA22300_R3,15,16,16,29,39,46
Montipora_capitata_PredGene_g4437,479,11,408,24,0,39
Montipora_capitata_PredGene_adi2mcaRNA22300_R8,4,0,0,8,22,9
Montipora_capitata_PredGene_g23416,0,0,0,4,3,5
Montipora_capitata_PredGene_g11231,19,21,13,7,21,17
Montipora_capitata_PredGene_g11233,558,272,310,54,29,59
Montipora_capitata_PredGene_g11232,264,449,248,6,9,21
Montipora_capitata_PredGene_g11235,3,1,3,15,11,16
Montipora_capitata_PredGene_g62650,138,104,281,41,47,38
Montipora_capitata_PredGene_g11237,37,16,20,18,27,23
Montipora_capitata_PredGene_g62652,0,0,0,30,32,19
Montipora_capitata_PredGene_g11239,1037,858,401,40,44,38
Montipora_capitata_PredGene_g11238,269,256,298,12,11,8
Montipora_capitata_PredGene_g62659,524,2550,1046,14,8,17
Montipora_capitata_PredGene_g70559,0,4,0,18,27,5
Montipora_capitata_PredGene_g70558,750,656,407,21,23,15
Montipora_capitata_PredGene_g63558,0,0,0,13,19,0
Montipora_capitata_PredGene_g70551,122,56,84,7,7,11
Montipora_capitata_PredGene_g70550,803,718,443,57,76,58
Montipora_capitata_PredGene_adi2mcaRNA11453_R0,840,579,572,12,6,17
Montipora_capitata_PredGene_g70552,11,29,12,25,13,18
Montipora_capitata_PredGene_g70555,5,4,4,22,19,17
Montipora_capitata_PredGene_g70554,7,12,9,44,46,40
Montipora_capitata_PredGene_g70557,73,42,39,13,10,18
Montipora_capitata_PredGene_adi2mcaRNA295_R1,226,165,110,4,13,6
Montipora_capitata_PredGene_g28910,736,789,746,22,12,22
Montipora_capitata_PredGene_g28911,566,261,167,19,13,6
Montipora_capitata_PredGene_g28914,12,14,7,9,5,3
Montipora_capitata_PredGene_g28915,999,844,908,27,11,22
Montipora_capitata_PredGene_g3376,0,2,0,10,5,8
Montipora_capitata_PredGene_g3377,5,4,6,16,6,12
Montipora_capitata_PredGene_g28918,0,0,0,19,10,13
Montipora_capitata_PredGene_adi2mcaRNA32298_R2,36,58,80,36,19,29
Montipora_capitata_PredGene_g36346,24,34,72,11,9,9
Montipora_capitata_PredGene_adi2mcaRNA32298_R7,0,32,18,14,21,28
Montipora_capitata_PredGene_g56726,0,0,0,0,0,1
Montipora_capitata_PredGene_adi2mcaRNA5936_R0,166,103,69,15,8,16
Montipora_capitata_PredGene_g61309,195,145,172,9,19,0
Montipora_capitata_PredGene_adi2mcaRNA30901_R6,3,8,8,4,6,13
Montipora_capitata_PredGene_g61303,0,0,0,0,0,2
Montipora_capitata_PredGene_adi2mcaRNA2531_R8,0,2,0,63,20,37
Montipora_capitata_PredGene_adi2mcaRNA2531_R9,0,0,0,68,44,61
Montipora_capitata_PredGene_g53118,19,24,15,10,12,14
Montipora_capitata_PredGene_g53119,0,5,0,8,10,8
Montipora_capitata_PredGene_adi2mcaRNA2531_R0,5,30,0,116,136,117
Montipora_capitata_PredGene_adi2mcaRNA2531_R1,7,30,5,180,169,148
Montipora_capitata_PredGene_adi2mcaRNA2531_R2,11,27,4,128,148,134
Montipora_capitata_PredGene_adi2mcaRNA2531_R3,6,49,4,140,148,111
Montipora_capitata_PredGene_g53112,1013,991,753,22,22,35
Montipora_capitata_PredGene_g53113,256,212,220,7,5,2
Montipora_capitata_PredGene_adi2mcaRNA2531_R6,0,0,0,83,108,98
Montipora_capitata_PredGene_g53111,377,202,245,13,21,10
Montipora_capitata_PredGene_g17033,24,1,12,6,6,7
Montipora_capitata_PredGene_g31761,0,0,3,14,14,5
Montipora_capitata_PredGene_g70083,65,50,102,21,17,16
Montipora_capitata_PredGene_g70082,111,81,207,9,0,13
Montipora_capitata_PredGene_g70081,172,169,145,13,2,14
Montipora_capitata_PredGene_g70080,12,38,6,1,0,2
Montipora_capitata_PredGene_g70085,2,3,0,8,2,6
Montipora_capitata_PredGene_g70084,21,23,19,11,9,6
Montipora_capitata_PredGene_g70089,221,175,133,36,41,73
Montipora_capitata_PredGene_g31760,27,65,34,8,10,16
Montipora_capitata_PredGene_g38989,0,0,0,18,23,14
Montipora_capitata_PredGene_g38987,0,0,0,5,5,9
Montipora_capitata_PredGene_g38984,0,0,0,5,8,0
Montipora_capitata_PredGene_g38985,10,19,17,16,20,15
Montipora_capitata_PredGene_g38982,204,889,192,20,15,26
Montipora_capitata_PredGene_g38983,0,0,0,13,15,7
Montipora_capitata_PredGene_g38980,10,4,0,13,14,15
Montipora_capitata_PredGene_g38981,0,0,0,12,5,10
Montipora_capitata_PredGene_g39053,0,0,3,12,10,34
Montipora_capitata_PredGene_adi2mcaRNA28016_R8,12,78,39,32,54,31
Montipora_capitata_PredGene_g39051,15,0,22,26,30,42
Montipora_capitata_PredGene_g39050,0,0,0,16,30,11
Montipora_capitata_PredGene_g39057,0,0,0,19,23,13
Montipora_capitata_PredGene_g39056,0,0,0,17,7,12
Montipora_capitata_PredGene_g39054,0,0,0,9,12,15
Montipora_capitata_PredGene_adi2mcaRNA28340_R2,0,0,0,0,4,5
Montipora_capitata_PredGene_g39059,0,0,0,2,5,6
Montipora_capitata_PredGene_g39058,0,0,0,2,2,8
Montipora_capitata_PredGene_g22989,38,12,8,3,5,6
Montipora_capitata_PredGene_g22988,22,27,13,13,5,16
Montipora_capitata_PredGene_g22981,68,75,62,5,0,9
Montipora_capitata_PredGene_g22980,11,6,6,8,8,8
Montipora_capitata_PredGene_g22982,216,249,309,15,9,12
Montipora_capitata_PredGene_g22987,109,99,48,19,24,18
Montipora_capitata_PredGene_g59562,0,0,0,5,5,6
Montipora_capitata_PredGene_g65367,0,1,0,10,16,9
Montipora_capitata_PredGene_adi2mcaRNA38209_R1,442,456,442,19,21,23
Montipora_capitata_PredGene_g20859,0,0,0,26,21,15
Montipora_capitata_PredGene_adi2mcaRNA4853_R0,0,0,0,13,7,4
Montipora_capitata_PredGene_adi2mcaRNA2766_R1,0,0,0,7,9,0
Montipora_capitata_PredGene_g51166,161,55,31,35,16,17
Montipora_capitata_PredGene_g39446,1729,1023,1145,5,5,8
Montipora_capitata_PredGene_g20850,85,79,24,20,12,16
Montipora_capitata_PredGene_g20853,0,0,0,16,5,2
Montipora_capitata_PredGene_g20852,0,0,0,7,2,6
Montipora_capitata_PredGene_g20857,0,0,0,27,8,9
Montipora_capitata_PredGene_g17037,82,47,93,14,15,7
Montipora_capitata_PredGene_g18175,166,125,122,22,11,15
Montipora_capitata_PredGene_g17306,0,2,0,0,0,0
Montipora_capitata_PredGene_g18177,58,4,58,6,0,11
Montipora_capitata_PredGene_g34277,0,0,0,6,11,7
Montipora_capitata_PredGene_g12155,142,193,109,69,54,55
Montipora_capitata_PredGene_g18170,2154,1932,1979,86,10,53
Montipora_capitata_PredGene_g12157,351,558,440,19,23,22
Montipora_capitata_PredGene_g26721,0,0,1,20,16,20
Montipora_capitata_PredGene_g13827,0,0,7,14,11,8
Montipora_capitata_PredGene_adi2mcaRNA5716_R3,0,0,0,25,10,16
Montipora_capitata_PredGene_g47780,0,0,0,5,4,3
Montipora_capitata_PredGene_g31764,71,69,28,29,24,30
Montipora_capitata_PredGene_g58570,0,5,3,17,18,23
Montipora_capitata_PredGene_adi2mcaRNA36081_R0,32,44,133,35,31,31
Montipora_capitata_PredGene_adi2mcaRNA27972_R2,0,0,14,5,11,13
Montipora_capitata_PredGene_adi2mcaRNA27972_R1,0,0,0,5,7,8
Montipora_capitata_PredGene_g27535,0,0,0,18,12,14
Montipora_capitata_PredGene_adi2mcaRNA13455_R0,8,0,0,12,21,13
Montipora_capitata_PredGene_g67429,0,0,0,0,6,3
Montipora_capitata_PredGene_adi2mcaRNA9627_R1,0,0,0,2,6,8
Montipora_capitata_PredGene_g18335,0,0,0,12,12,18
Montipora_capitata_PredGene_g5373,302,349,446,4,6,4
Montipora_capitata_PredGene_g636,990,1115,892,13,11,28
Montipora_capitata_PredGene_g9589,1,2,1,2,2,1
Montipora_capitata_PredGene_g9588,0,0,0,1,9,8
Montipora_capitata_PredGene_g5371,70,35,36,80,65,86
Montipora_capitata_PredGene_g5000,0,0,0,0,25,25
Montipora_capitata_PredGene_g5001,0,0,0,0,6,6
Montipora_capitata_PredGene_g5002,0,0,0,0,8,6
Montipora_capitata_PredGene_g5003,98,86,63,27,33,53
Montipora_capitata_PredGene_g9585,54,46,50,9,17,13
Montipora_capitata_PredGene_g9584,0,0,0,0,0,3
Montipora_capitata_PredGene_g5006,176,176,254,0,6,0
Montipora_capitata_PredGene_g9586,86,62,39,11,15,8
Montipora_capitata_PredGene_g8186,843,589,625,8,0,16
Montipora_capitata_PredGene_g8187,254,184,228,0,8,8
Montipora_capitata_PredGene_g8184,0,0,0,4,5,8
Montipora_capitata_PredGene_g8185,0,0,0,0,4,7
Montipora_capitata_PredGene_g8189,5,1,1,4,9,4
Montipora_capitata_PredGene_g15736,0,3,0,18,19,4
Montipora_capitata_PredGene_g32478,118,61,67,37,30,44
Montipora_capitata_PredGene_g67420,0,0,0,4,0,1
Montipora_capitata_PredGene_adi2mcaRNA36081_R3,32,45,146,33,32,31
Montipora_capitata_PredGene_g5378,6,3,4,55,47,90
Montipora_capitata_PredGene_adi2mcaRNA23004_R0,63,60,47,9,5,6
Montipora_capitata_PredGene_adi2mcaRNA18864_R8,11,16,0,14,12,12
Montipora_capitata_PredGene_g26185,3,0,0,10,4,8
Montipora_capitata_PredGene_g26184,0,0,0,7,2,8
Montipora_capitata_PredGene_g26187,0,0,0,23,11,12
Montipora_capitata_PredGene_g14657,0,0,0,18,21,13
Montipora_capitata_PredGene_g26181,0,0,0,7,6,4
Montipora_capitata_PredGene_g26180,0,0,0,8,13,0
Montipora_capitata_PredGene_g26183,0,0,0,17,8,4
Montipora_capitata_PredGene_g26182,0,0,0,7,7,0
Montipora_capitata_PredGene_g19223,452,246,114,34,14,15
Montipora_capitata_PredGene_g14659,0,0,0,12,15,12
Montipora_capitata_PredGene_g19225,0,0,0,3,3,1
Montipora_capitata_PredGene_g25980,216,222,95,81,52,65
Montipora_capitata_PredGene_g25981,78,68,91,8,8,10
Montipora_capitata_PredGene_g25982,121,115,109,6,8,8
Montipora_capitata_PredGene_g25983,34,136,147,8,9,5
Montipora_capitata_PredGene_adi2mcaRNA22635_R2,0,0,0,0,6,4
Montipora_capitata_PredGene_g25985,44,47,34,13,0,10
Montipora_capitata_PredGene_g25986,34,21,5,20,11,21
Montipora_capitata_PredGene_g8230,41,1,0,6,2,1
Montipora_capitata_PredGene_g8231,1,1,2,5,8,3
Montipora_capitata_PredGene_g8232,0,0,0,12,14,13
Montipora_capitata_PredGene_g8233,156,97,44,35,15,19
Montipora_capitata_PredGene_g8234,0,0,0,25,19,22
Montipora_capitata_PredGene_g8235,0,0,0,9,12,5
