gene_id,1101,1548,1628,Sample4,Sample5,Sample6
Montipora_capitata_PredGene_g51643,166,121,107,19,13,10
Montipora_capitata_PredGene_g51644,629,548,411,25,33,28
Montipora_capitata_PredGene_g51645,142,139,143,7,9,10
Montipora_capitata_PredGene_g51646,265,488,502,14,13,11
Montipora_capitata_PredGene_g37032,441,313,219,23,21,32
Montipora_capitata_PredGene_g40216,0,0,0,0,4,3
Montipora_capitata_PredGene_g14416,0,0,0,23,38,38
Montipora_capitata_PredGene_g14417,0,0,0,7,7,12
Montipora_capitata_PredGene_g14414,0,0,0,29,38,38
Montipora_capitata_PredGene_g14415,0,0,0,7,6,13
Montipora_capitata_PredGene_g14412,0,0,0,10,9,11
Montipora_capitata_PredGene_g14413,102,52,56,36,22,22
Montipora_capitata_PredGene_g14411,0,0,0,8,14,4
Montipora_capitata_PredGene_g14418,0,0,0,2,2,3
Montipora_capitata_PredGene_adi2mcaRNA34711_R7,13,5,0,50,37,46
Montipora_capitata_PredGene_g60903,6,0,9,0,0,2
Montipora_capitata_PredGene_g60902,247,63,18,9,9,9
Montipora_capitata_PredGene_g60901,24,3,0,22,8,13
Montipora_capitata_PredGene_g60900,433,383,426,21,32,22
Montipora_capitata_PredGene_g60907,222,148,177,13,21,21
Montipora_capitata_PredGene_g60906,4431,3261,2663,67,88,104
Montipora_capitata_PredGene_g60905,351,254,210,114,84,86
Montipora_capitata_PredGene_g60904,877,480,275,27,37,33
Montipora_capitata_PredGene_g55770,371,177,560,5,0,0
Montipora_capitata_PredGene_g55773,69,174,86,24,13,21
Montipora_capitata_PredGene_g55774,307,321,484,4,4,4
Montipora_capitata_PredGene_g55775,41,80,54,9,12,0
Montipora_capitata_PredGene_g60137,265,261,336,15,5,21
Montipora_capitata_PredGene_g55779,0,4,0,24,11,21
Montipora_capitata_PredGene_g14607,224,68,101,23,15,12
Montipora_capitata_PredGene_adi2mcaRNA34711_R0,0,0,0,5,6,15
Montipora_capitata_PredGene_g48347,6,0,381,4,5,14
Montipora_capitata_PredGene_g13198,33,25,14,6,9,9
Montipora_capitata_PredGene_g13199,41,36,28,16,27,10
Montipora_capitata_PredGene_g13192,0,0,0,1,3,10
Montipora_capitata_PredGene_g13190,0,0,0,0,7,4
Montipora_capitata_PredGene_g13191,0,0,0,0,3,12
Montipora_capitata_PredGene_g1475,0,0,0,0,6,11
Montipora_capitata_PredGene_g13197,0,0,0,0,4,0
Montipora_capitata_PredGene_adi2mcaRNA30376_R9,0,0,0,10,24,12
Montipora_capitata_PredGene_g16219,0,0,0,0,0,0
Montipora_capitata_PredGene_g17856,4,11,0,23,41,9
Montipora_capitata_PredGene_g38623,112,142,35,0,6,3
Montipora_capitata_PredGene_g17852,0,0,0,6,16,11
Montipora_capitata_PredGene_g17851,0,0,0,0,10,5
Montipora_capitata_PredGene_g17850,9,3,6,7,7,11
Montipora_capitata_PredGene_g44471,0,0,0,4,6,4
Montipora_capitata_PredGene_adi2mcaRNA41695_R5,2,0,0,6,7,20
Montipora_capitata_PredGene_g17859,0,0,0,6,7,3
Montipora_capitata_PredGene_adi2mcaRNA41695_R6,0,0,0,0,0,3
Montipora_capitata_PredGene_g26523,216,729,1281,13,9,13
Montipora_capitata_PredGene_g26522,113,689,789,12,10,19
Montipora_capitata_PredGene_g26521,132,147,225,16,11,5
Montipora_capitata_PredGene_g26520,0,0,3,8,3,6
Montipora_capitata_PredGene_g62219,0,0,0,11,24,42
Montipora_capitata_PredGene_g26526,8,14,20,0,0,0
Montipora_capitata_PredGene_g52207,16,2,0,26,27,38
Montipora_capitata_PredGene_g26524,5,3,2,14,21,18
Montipora_capitata_PredGene_g62215,0,0,0,11,7,0
Montipora_capitata_PredGene_adi2mcaRNA4770_R6,260,554,347,26,38,47
Montipora_capitata_PredGene_g62217,0,0,0,2,9,14
Montipora_capitata_PredGene_g62216,0,0,0,2,1,9
Montipora_capitata_PredGene_g62211,0,0,0,0,2,5
Montipora_capitata_PredGene_g62210,0,0,0,12,18,22
Montipora_capitata_PredGene_g62213,0,0,0,3,7,3
Montipora_capitata_PredGene_adi2mcaRNA615_R2,10,5,0,21,12,14
Montipora_capitata_PredGene_g54695,1096,881,1027,7,17,16
Montipora_capitata_PredGene_g54696,268,243,203,17,9,9
Montipora_capitata_PredGene_adi2mcaRNA615_R1,0,0,0,21,16,14
Montipora_capitata_PredGene_g54690,9,3,0,11,0,2
Montipora_capitata_PredGene_g23738,0,0,0,0,0,7
Montipora_capitata_PredGene_g54692,0,0,0,8,3,9
Montipora_capitata_PredGene_g54693,42,384,949,0,2,0
Montipora_capitata_PredGene_g23735,0,0,3,47,52,68
Montipora_capitata_PredGene_g23734,0,0,0,2,10,14
Montipora_capitata_PredGene_g23737,0,0,0,0,0,0
Montipora_capitata_PredGene_g23736,0,0,0,2,0,1
Montipora_capitata_PredGene_g54698,0,4,0,6,10,15
Montipora_capitata_PredGene_g54699,17,377,37,6,5,4
Montipora_capitata_PredGene_g23733,0,0,0,0,26,0
Montipora_capitata_PredGene_g23732,0,297,0,0,4,2
Montipora_capitata_PredGene_g31808,4,2,0,8,6,9
Montipora_capitata_PredGene_g31809,37,12,12,11,10,8
Montipora_capitata_PredGene_g57055,2,0,1,6,8,4
Montipora_capitata_PredGene_g31800,6,18,4,15,13,17
Montipora_capitata_PredGene_g31801,34,28,4,37,23,30
Montipora_capitata_PredGene_g31802,0,0,0,4,27,25
Montipora_capitata_PredGene_g31803,0,0,3,10,8,16
Montipora_capitata_PredGene_g31804,2,0,0,6,3,9
Montipora_capitata_PredGene_g31805,6,0,10,17,9,19
Montipora_capitata_PredGene_g31806,360,236,188,9,25,19
Montipora_capitata_PredGene_g31807,9,11,6,2,10,2
Montipora_capitata_PredGene_adi2mcaRNA2768_R7,0,9,9,12,28,12
Montipora_capitata_PredGene_g70991,88,159,81,15,22,33
Montipora_capitata_PredGene_g70990,0,0,0,10,15,13
Montipora_capitata_PredGene_g70993,163,150,194,10,11,15
Montipora_capitata_PredGene_g70992,0,0,0,16,31,18
Montipora_capitata_PredGene_g70995,8,19,763,9,4,9
Montipora_capitata_PredGene_g70994,108,98,95,30,30,28
Montipora_capitata_PredGene_g70997,10988,7276,30082,14,3,21
Montipora_capitata_PredGene_g70998,23,16,7,34,25,29
Montipora_capitata_PredGene_g38620,4952,3209,2717,265,158,241
Montipora_capitata_PredGene_adi2mcaRNA32029_R2,66,21,32,14,17,13
Montipora_capitata_PredGene_adi2mcaRNA32029_R1,90,34,47,7,15,8
Montipora_capitata_PredGene_g1132,4,4,3,14,16,12
Montipora_capitata_PredGene_g54968,848,553,467,22,31,32
Montipora_capitata_PredGene_g54966,437,343,323,20,24,14
Montipora_capitata_PredGene_g54967,336,293,450,23,24,20
Montipora_capitata_PredGene_g54964,29,30,58,12,9,10
Montipora_capitata_PredGene_g54965,27,57,51,48,27,38
Montipora_capitata_PredGene_g54962,23,12,38,10,10,4
Montipora_capitata_PredGene_g54963,0,42,13,8,14,13
Montipora_capitata_PredGene_g54960,320,161,915,6,11,11
Montipora_capitata_PredGene_g54961,1470,713,1618,9,13,12
Montipora_capitata_PredGene_g20275,0,0,0,11,14,11
Montipora_capitata_PredGene_g20277,0,0,0,13,4,7
Montipora_capitata_PredGene_g20276,0,0,0,5,9,5
Montipora_capitata_PredGene_g20271,0,0,0,9,12,10
Montipora_capitata_PredGene_g20270,0,0,0,10,10,5
Montipora_capitata_PredGene_g20272,0,0,0,3,0,7
Montipora_capitata_PredGene_g20279,0,0,0,2,4,5
Montipora_capitata_PredGene_g20278,0,0,0,3,0,9
Montipora_capitata_PredGene_g24965,19,13,16,46,20,29
Montipora_capitata_PredGene_g24966,23,13,12,17,19,16
Montipora_capitata_PredGene_g24961,4,3,8,10,6,6
Montipora_capitata_PredGene_g24960,20,31,35,14,21,24
Montipora_capitata_PredGene_g24963,13,44,32,23,21,33
Montipora_capitata_PredGene_g24962,18,4,10,11,16,14
Montipora_capitata_PredGene_g24969,0,4,0,10,20,28
Montipora_capitata_PredGene_g61742,1,0,0,4,1,3
Montipora_capitata_PredGene_g26206,0,0,0,5,6,5
Montipora_capitata_PredGene_g61740,0,0,0,6,6,7
Montipora_capitata_PredGene_g61741,0,2,0,4,0,11
Montipora_capitata_PredGene_g61747,214,240,141,19,20,24
Montipora_capitata_PredGene_g61744,36,46,0,0,8,8
Montipora_capitata_PredGene_g61745,19,11,0,20,20,26
Montipora_capitata_PredGene_g12899,12,14,30,12,6,7
Montipora_capitata_PredGene_g22063,0,0,0,7,6,0
Montipora_capitata_PredGene_g22061,0,0,0,10,3,9
Montipora_capitata_PredGene_g22066,0,0,0,0,1,8
Montipora_capitata_PredGene_g22067,0,0,0,2,4,0
Montipora_capitata_PredGene_g22064,0,0,0,10,8,10
Montipora_capitata_PredGene_g22065,0,0,0,8,10,7
Montipora_capitata_PredGene_g52560,0,0,0,36,2,39
Montipora_capitata_PredGene_g22069,0,0,0,8,3,8
Montipora_capitata_PredGene_g26200,0,0,0,19,8,6
Montipora_capitata_PredGene_g26201,0,0,0,25,26,14
Montipora_capitata_PredGene_g44477,0,28,0,9,15,10
Montipora_capitata_PredGene_adi2mcaRNA36181_R4,0,0,3,59,51,70
Montipora_capitata_PredGene_adi2mcaRNA36181_R0,26,41,0,62,69,52
Montipora_capitata_PredGene_adi2mcaRNA36181_R9,0,0,0,31,43,30
Montipora_capitata_PredGene_g38202,0,7,3,6,6,6
Montipora_capitata_PredGene_adi2mcaRNA26159_R0,322,208,316,15,8,0
Montipora_capitata_PredGene_adi2mcaRNA14160_R0,156,116,109,27,30,23
Montipora_capitata_PredGene_g38209,1,0,0,0,1,0
Montipora_capitata_PredGene_g38208,879,769,560,15,11,22
Montipora_capitata_PredGene_g7357,2743,3133,2173,26,22,36
Montipora_capitata_PredGene_g7354,1,0,0,1,12,4
Montipora_capitata_PredGene_g7352,0,0,0,7,0,0
Montipora_capitata_PredGene_adi2mcaRNA12026_R0,0,8,25,0,2,5
Montipora_capitata_PredGene_g7350,0,0,0,7,2,0
Montipora_capitata_PredGene_g7351,15,0,2,4,1,6
Montipora_capitata_PredGene_g25382,1284,962,1301,103,57,54
Montipora_capitata_PredGene_g25383,3,2,0,3,0,4
Montipora_capitata_PredGene_g25380,360,538,124,15,16,27
Montipora_capitata_PredGene_g25381,508,342,239,15,8,15
Montipora_capitata_PredGene_g25386,0,0,0,14,0,11
Montipora_capitata_PredGene_g25387,0,0,0,6,19,18
Montipora_capitata_PredGene_g25385,0,0,0,5,0,6
Montipora_capitata_PredGene_g71116,53,20,0,29,15,3
Montipora_capitata_PredGene_g71117,9,6,0,12,12,7
Montipora_capitata_PredGene_g71114,0,0,0,2,7,4
Montipora_capitata_PredGene_g71112,29,37,21,28,15,23
Montipora_capitata_PredGene_g71113,6,0,13,12,16,13
Montipora_capitata_PredGene_g24387,0,0,0,23,13,14
Montipora_capitata_PredGene_g24386,19,6,7,10,0,12
Montipora_capitata_PredGene_g24388,3,0,0,5,2,0
Montipora_capitata_PredGene_g46661,34,57,19,5,0,3
Montipora_capitata_PredGene_g23757,1,0,2,10,19,12
Montipora_capitata_PredGene_g71119,0,0,0,0,0,2
Montipora_capitata_PredGene_g19455,0,0,0,1,1,2
Montipora_capitata_PredGene_g30037,7,0,0,13,10,4
Montipora_capitata_PredGene_g19457,7,4,2,2,2,0
Montipora_capitata_PredGene_g30035,137,224,312,0,5,7
Montipora_capitata_PredGene_g30032,302,305,216,33,30,25
Montipora_capitata_PredGene_g30033,358,535,728,6,7,7
Montipora_capitata_PredGene_g30030,2917,3436,1994,19,10,11
Montipora_capitata_PredGene_g27722,3,3,2,10,11,12
Montipora_capitata_PredGene_g27723,240,183,71,15,9,20
Montipora_capitata_PredGene_adi2mcaRNA35231_R4,22,15,18,12,24,17
Montipora_capitata_PredGene_g27726,486,371,555,26,9,17
Montipora_capitata_PredGene_g19458,5,0,0,11,3,5
Montipora_capitata_PredGene_g30038,3,0,0,15,13,7
Montipora_capitata_PredGene_g27725,178,121,179,7,7,4
Montipora_capitata_PredGene_g3189,0,0,0,2,11,3
Montipora_capitata_PredGene_g3188,0,0,0,7,9,4
Montipora_capitata_PredGene_g3187,4,0,0,9,5,8
Montipora_capitata_PredGene_g3184,0,3,0,13,12,11
Montipora_capitata_PredGene_g26887,3,2,3,32,20,24
Montipora_capitata_PredGene_g3181,0,0,0,15,14,3
Montipora_capitata_PredGene_g6008,0,0,0,6,3,2
Montipora_capitata_PredGene_g24039,1976,1530,1159,93,78,80
Montipora_capitata_PredGene_g24038,2,0,0,4,7,8
Montipora_capitata_PredGene_g6001,0,0,0,0,0,8
Montipora_capitata_PredGene_g24032,403,952,900,18,11,21
Montipora_capitata_PredGene_g6003,0,0,0,6,6,0
Montipora_capitata_PredGene_g24030,5,3,0,10,18,9
Montipora_capitata_PredGene_g6005,0,0,0,22,21,14
Montipora_capitata_PredGene_g6004,0,0,0,6,1,0
Montipora_capitata_PredGene_g24035,16,123,64,11,10,10
Montipora_capitata_PredGene_adi2mcaRNA25746_R7,0,0,0,3,5,3
Montipora_capitata_PredGene_g21603,428,281,328,36,20,26
Montipora_capitata_PredGene_g30789,0,0,0,15,0,19
Montipora_capitata_PredGene_g21601,44,0,554,212,0,242
Montipora_capitata_PredGene_g21600,0,0,0,21,0,2
Montipora_capitata_PredGene_g21607,2,0,0,37,56,50
Montipora_capitata_PredGene_g21606,31,37,35,14,6,8
Montipora_capitata_PredGene_g23410,0,0,0,19,25,3
Montipora_capitata_PredGene_g30780,0,0,0,3,12,6
Montipora_capitata_PredGene_g30781,0,0,0,16,11,3
Montipora_capitata_PredGene_g21609,1725,1241,870,43,47,48
Montipora_capitata_PredGene_g21608,32,26,15,19,20,10
Montipora_capitata_PredGene_g30784,0,0,0,11,5,10
Montipora_capitata_PredGene_g30785,10,0,3,17,19,9
Montipora_capitata_PredGene_g30786,7,2,8,0,0,6
Montipora_capitata_PredGene_g31787,277,250,151,35,44,40
Montipora_capitata_PredGene_g37244,926,794,588,82,31,54
Montipora_capitata_PredGene_g31785,225,174,129,12,14,14
Montipora_capitata_PredGene_g31784,1112,949,707,26,26,18
Montipora_capitata_PredGene_g31783,480,388,410,33,36,25
Montipora_capitata_PredGene_g7977,0,0,0,8,9,4
Montipora_capitata_PredGene_g31781,728,535,880,122,22,80
Montipora_capitata_PredGene_g41006,0,0,0,3,5,0
Montipora_capitata_PredGene_g26893,0,0,0,1,6,3
Montipora_capitata_PredGene_g26892,0,0,0,4,4,10
Montipora_capitata_PredGene_g26891,0,0,0,2,10,10
Montipora_capitata_PredGene_g7979,0,0,0,5,5,5
Montipora_capitata_PredGene_g44077,31,22,0,9,7,0
Montipora_capitata_PredGene_g31789,1531,1445,1259,16,19,34
Montipora_capitata_PredGene_g26894,0,0,0,2,10,3
Montipora_capitata_PredGene_g32383,3,0,0,5,8,5
Montipora_capitata_PredGene_g39558,342,226,414,6,8,3
Montipora_capitata_PredGene_g39559,0,0,0,5,11,5
Montipora_capitata_PredGene_adi2mcaRNA8004_R0,197,217,112,33,24,29
Montipora_capitata_PredGene_g28515,167,398,340,21,46,36
Montipora_capitata_PredGene_g26881,0,0,0,7,4,9
Montipora_capitata_PredGene_g37240,406,250,282,16,10,8
Montipora_capitata_PredGene_g39551,7,2,2,41,45,38
Montipora_capitata_PredGene_adi2mcaRNA22967_R0,136,139,99,0,9,9
Montipora_capitata_PredGene_g39557,608,467,254,12,21,25
Montipora_capitata_PredGene_g39554,2776,2485,1023,19,26,27
Montipora_capitata_PredGene_g44070,0,0,0,7,4,6
Montipora_capitata_PredGene_g37242,824,768,587,59,68,55
Montipora_capitata_PredGene_g2276,1,1,1,9,5,8
Montipora_capitata_PredGene_g2277,0,0,0,13,13,11
Montipora_capitata_PredGene_g2274,278,218,207,18,21,14
Montipora_capitata_PredGene_g37243,108,96,115,0,4,0
Montipora_capitata_PredGene_g2271,76,53,59,0,0,4
Montipora_capitata_PredGene_adi2mcaRNA7058_R1,0,0,0,19,15,30
Montipora_capitata_PredGene_adi2mcaRNA7058_R0,26,0,36,35,46,40
Montipora_capitata_PredGene_g6566,71,6,34,6,1,10
Montipora_capitata_PredGene_g45922,1,2,0,8,2,5
Montipora_capitata_PredGene_g45923,5,0,4,33,17,14
Montipora_capitata_PredGene_adi2mcaRNA30836_R1,0,0,0,2,9,6
Montipora_capitata_PredGene_g57214,0,0,13,27,38,31
Montipora_capitata_PredGene_g36068,156,126,310,5,7,4
Montipora_capitata_PredGene_g36067,46,43,104,2,5,2
Montipora_capitata_PredGene_g36066,78,73,41,4,3,3
Montipora_capitata_PredGene_g36065,601,364,319,21,27,31
Montipora_capitata_PredGene_g36064,648,501,438,30,17,24
Montipora_capitata_PredGene_g36063,190,141,131,17,7,14
Montipora_capitata_PredGene_g36062,168,186,279,0,0,0
Montipora_capitata_PredGene_g36061,740,639,753,59,53,54
Montipora_capitata_PredGene_g36060,1376,1186,1635,12,10,12
Montipora_capitata_PredGene_g8682,0,0,0,5,6,7
Montipora_capitata_PredGene_g62310,0,0,0,15,21,9
Montipora_capitata_PredGene_g57217,0,0,3,0,3,0
Montipora_capitata_PredGene_g62311,0,0,0,8,1,0
Montipora_capitata_PredGene_g43445,0,0,0,0,0,0
Montipora_capitata_PredGene_g57869,27,0,0,5,8,6
Montipora_capitata_PredGene_adi2mcaRNA32730_R1,667,2111,588,69,69,74
Montipora_capitata_PredGene_g62314,0,0,0,0,3,4
Montipora_capitata_PredGene_g43449,0,0,0,3,6,5
Montipora_capitata_PredGene_g43448,0,0,0,1,2,0
Montipora_capitata_PredGene_g67147,11,16,26,11,8,19
Montipora_capitata_PredGene_g57216,586,477,508,45,22,41
Montipora_capitata_PredGene_adi2mcaRNA31985_R2,0,0,0,9,16,0
Montipora_capitata_PredGene_g62319,0,0,0,12,19,18
Montipora_capitata_PredGene_adi2mcaRNA13788_R7,32,10,2,9,6,7
Montipora_capitata_PredGene_g61967,62,85,18,5,0,8
Montipora_capitata_PredGene_g5723,0,0,0,5,4,3
Montipora_capitata_PredGene_g67149,529,869,557,10,13,15
Montipora_capitata_PredGene_g5725,81,79,153,6,10,4
Montipora_capitata_PredGene_g5724,420,336,235,27,46,50
Montipora_capitata_PredGene_g5727,53,173,150,17,16,18
Montipora_capitata_PredGene_g5726,30,29,7,25,20,30
Montipora_capitata_PredGene_adi2mcaRNA30395_R5,25,13,40,12,16,24
Montipora_capitata_PredGene_g23511,220,231,190,19,17,18
Montipora_capitata_PredGene_adi2mcaRNA22058_R8,0,0,0,9,12,19
Montipora_capitata_PredGene_g61968,143,28,103,12,6,13
Montipora_capitata_PredGene_g47925,0,0,0,14,19,14
Montipora_capitata_PredGene_g25812,0,0,0,1,3,6
Montipora_capitata_PredGene_g25813,0,3,0,6,15,6
Montipora_capitata_PredGene_g25810,0,0,0,3,9,4
Montipora_capitata_PredGene_g12116,10,58,0,4,7,0
Montipora_capitata_PredGene_g25816,0,0,0,10,19,10
Montipora_capitata_PredGene_g25817,0,0,0,3,10,14
Montipora_capitata_PredGene_g260,0,0,0,2,0,1
Montipora_capitata_PredGene_g25815,0,0,0,7,22,15
Montipora_capitata_PredGene_g49120,2,0,0,6,10,2
Montipora_capitata_PredGene_g49121,6,6,3,8,2,3
Montipora_capitata_PredGene_g42710,0,0,0,12,23,15
Montipora_capitata_PredGene_g42711,0,0,0,8,14,16
Montipora_capitata_PredGene_g49124,63,141,70,13,11,23
Montipora_capitata_PredGene_g49125,3,23,17,3,4,2
Montipora_capitata_PredGene_g268,0,0,0,5,6,4
Montipora_capitata_PredGene_g37338,0,3,0,12,5,15
Montipora_capitata_PredGene_g37339,0,0,6,19,23,18
Montipora_capitata_PredGene_g41358,1894,1205,1117,179,155,188
Montipora_capitata_PredGene_g41357,0,0,0,10,8,14
Montipora_capitata_PredGene_g41356,4,4,9,6,0,5
Montipora_capitata_PredGene_g41355,1,6,1,20,22,17
Montipora_capitata_PredGene_g41354,22,184,93,33,18,25
Montipora_capitata_PredGene_g37330,0,0,7,0,0,14
Montipora_capitata_PredGene_g41352,313,230,200,16,14,16
Montipora_capitata_PredGene_g37332,0,0,0,11,0,0
Montipora_capitata_PredGene_g37333,32,23,27,10,14,0
Montipora_capitata_PredGene_g59279,0,0,0,0,8,12
Montipora_capitata_PredGene_g23513,500,332,347,15,15,19
Montipora_capitata_PredGene_adi2mcaRNA25779_R4,0,0,37,45,26,50
Montipora_capitata_PredGene_g49295,54,45,56,13,18,21
Montipora_capitata_PredGene_g68060,3,16,6,16,27,25
Montipora_capitata_PredGene_g34780,0,0,0,0,4,3
Montipora_capitata_PredGene_adi2mcaRNA33200_R1,6,17,122,4,9,7
Montipora_capitata_PredGene_g26907,0,0,0,21,22,25
Montipora_capitata_PredGene_g23587,0,0,2,7,14,7
Montipora_capitata_PredGene_g26906,0,0,0,8,5,7
Montipora_capitata_PredGene_adi2mcaRNA15315_R1,175,97,89,7,7,6
Montipora_capitata_PredGene_g28965,21,0,25,4,5,11
Montipora_capitata_PredGene_adi2mcaRNA33449_R0,2,2,0,1,2,3
Montipora_capitata_PredGene_g7825,0,0,0,14,4,10
Montipora_capitata_PredGene_g35866,0,0,0,5,4,3
Montipora_capitata_PredGene_g30811,0,0,0,5,2,2
Montipora_capitata_PredGene_g30812,0,0,0,13,24,3
Montipora_capitata_PredGene_g35865,0,0,0,4,7,1
Montipora_capitata_PredGene_g30814,0,0,0,7,14,4
Montipora_capitata_PredGene_g28743,3,3,21,18,13,12
Montipora_capitata_PredGene_g35860,0,0,0,14,13,15
Montipora_capitata_PredGene_g35861,104,62,86,14,11,17
Montipora_capitata_PredGene_g30819,0,0,0,15,19,34
Montipora_capitata_PredGene_g28966,68,22,84,28,11,14
Montipora_capitata_PredGene_g40400,1,31,51,13,16,5
Montipora_capitata_PredGene_g35868,937,859,1034,27,27,25
Montipora_capitata_PredGene_g35869,1733,1895,3098,14,7,11
Montipora_capitata_PredGene_g7828,0,0,0,10,4,10
Montipora_capitata_PredGene_adi2mcaRNA20397_R6,0,0,0,9,6,16
Montipora_capitata_PredGene_adi2mcaRNA20397_R5,0,0,0,23,11,17
Montipora_capitata_PredGene_g7829,0,0,0,30,12,14
Montipora_capitata_PredGene_adi2mcaRNA20397_R9,0,0,1,18,17,5
Montipora_capitata_PredGene_g9630,209,270,249,14,32,20
Montipora_capitata_PredGene_adi2mcaRNA35312_R2,0,0,0,20,8,7
Montipora_capitata_PredGene_g28749,0,0,0,3,3,9
Montipora_capitata_PredGene_g26908,1,0,0,3,5,3
Montipora_capitata_PredGene_g48659,0,0,0,18,6,18
Montipora_capitata_PredGene_g48658,0,0,0,14,5,12
Montipora_capitata_PredGene_g1118,0,5,0,12,6,22
Montipora_capitata_PredGene_g48650,343,345,227,13,12,0
Montipora_capitata_PredGene_g48653,0,0,0,15,3,6
Montipora_capitata_PredGene_g48652,0,0,0,0,2,0
Montipora_capitata_PredGene_g48654,0,0,8,10,8,3
Montipora_capitata_PredGene_g1111,0,0,0,5,8,6
Montipora_capitata_PredGene_g4091,85,51,44,0,11,3
Montipora_capitata_PredGene_g4092,33,106,77,6,7,13
Montipora_capitata_PredGene_g4095,0,0,0,0,1,1
Montipora_capitata_PredGene_g4097,244,176,90,18,6,11
Montipora_capitata_PredGene_adi2mcaRNA26621_R5,230,138,401,35,33,34
Montipora_capitata_PredGene_adi2mcaRNA26621_R1,1023,2998,720,34,51,39
Montipora_capitata_PredGene_g33548,20,9,7,0,4,5
Montipora_capitata_PredGene_adi2mcaRNA3015_R8,0,0,0,0,8,4
Montipora_capitata_PredGene_g33545,871,968,826,7,10,16
Montipora_capitata_PredGene_g33544,7981,5910,2891,17,20,48
Montipora_capitata_PredGene_g33543,0,0,0,10,6,5
Montipora_capitata_PredGene_adi2mcaRNA10777_R0,0,11,2,13,10,11
Montipora_capitata_PredGene_g48382,0,0,0,6,6,5
Montipora_capitata_PredGene_g48381,2,11,2,7,7,4
Montipora_capitata_PredGene_g48380,1,10,2,4,5,5
Montipora_capitata_PredGene_g48384,6,7,18,12,7,16
Montipora_capitata_PredGene_g48389,0,0,0,11,14,15
Montipora_capitata_PredGene_g48388,587,592,332,14,19,21
Montipora_capitata_PredGene_g6444,326,404,623,0,6,8
Montipora_capitata_PredGene_adi2mcaRNA22946_R1,29,16,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA18137_R2,3,9,2,15,8,28
Montipora_capitata_PredGene_g45158,0,0,0,8,0,4
Montipora_capitata_PredGene_adi2mcaRNA6529_R9,4,2,2,22,24,23
Montipora_capitata_PredGene_adi2mcaRNA18137_R1,10,3,6,13,3,16
Montipora_capitata_PredGene_g45155,0,0,0,0,0,0
Montipora_capitata_PredGene_g45154,221,121,145,29,19,16
Montipora_capitata_PredGene_g45157,0,0,0,12,0,7
Montipora_capitata_PredGene_g45156,72,4,91,11,0,5
Montipora_capitata_PredGene_g45151,74,43,27,4,6,8
Montipora_capitata_PredGene_g45150,276,357,245,26,40,32
Montipora_capitata_PredGene_g45153,548,255,863,14,12,9
Montipora_capitata_PredGene_adi2mcaRNA18137_R9,19,38,29,17,20,13
Montipora_capitata_PredGene_g16278,4,7,0,5,3,0
Montipora_capitata_PredGene_g46762,0,0,0,2,4,3
Montipora_capitata_PredGene_g46761,0,0,0,68,57,92
Montipora_capitata_PredGene_g34138,0,0,0,2,1,1
Montipora_capitata_PredGene_g46767,110,162,38,20,10,18
Montipora_capitata_PredGene_g4546,0,0,0,0,7,5
Montipora_capitata_PredGene_g4547,0,0,0,7,5,2
Montipora_capitata_PredGene_g46769,0,0,0,4,6,3
Montipora_capitata_PredGene_g4545,3,5,0,9,4,3
Montipora_capitata_PredGene_g4542,0,12,0,3,4,0
Montipora_capitata_PredGene_g4543,0,0,0,4,6,3
Montipora_capitata_PredGene_g16276,8,0,2,2,3,1
Montipora_capitata_PredGene_g4541,0,0,0,1,2,0
Montipora_capitata_PredGene_g17445,0,4,0,5,5,0
Montipora_capitata_PredGene_g56846,32,25,56,5,7,5
Montipora_capitata_PredGene_g34018,0,0,2,21,18,30
Montipora_capitata_PredGene_g34019,0,0,0,13,5,9
Montipora_capitata_PredGene_adi2mcaRNA3042_R0,190,140,122,10,13,16
Montipora_capitata_PredGene_g34017,0,0,0,42,14,57
Montipora_capitata_PredGene_adi2mcaRNA13292_R4,0,0,0,40,37,67
Montipora_capitata_PredGene_adi2mcaRNA20540_R4,1,0,1,5,3,5
Montipora_capitata_PredGene_g28006,26,8,15,5,4,4
Montipora_capitata_PredGene_g46494,31,55,184,7,7,7
Montipora_capitata_PredGene_adi2mcaRNA8188_R0,1256,817,842,26,10,12
Montipora_capitata_PredGene_g46496,601,3148,1343,32,28,26
Montipora_capitata_PredGene_g46491,0,0,0,4,0,3
Montipora_capitata_PredGene_g28003,268,159,215,13,12,11
Montipora_capitata_PredGene_g28000,180,172,203,12,12,29
Montipora_capitata_PredGene_g46492,165,9,319,10,6,18
Montipora_capitata_PredGene_g46499,0,0,0,30,19,34
Montipora_capitata_PredGene_g46498,0,0,1,12,9,7
Montipora_capitata_PredGene_g28008,1389,986,998,17,4,19
Montipora_capitata_PredGene_g36889,641,472,563,8,0,0
Montipora_capitata_PredGene_g36888,19,58,32,61,42,68
Montipora_capitata_PredGene_g36881,2689,3923,659,10,29,15
Montipora_capitata_PredGene_g44401,277,331,271,43,40,57
Montipora_capitata_PredGene_g44402,451,300,214,48,43,62
Montipora_capitata_PredGene_g36882,5,0,0,11,3,11
Montipora_capitata_PredGene_adi2mcaRNA30403_R0,674,446,248,16,8,10
Montipora_capitata_PredGene_g44405,366,254,195,33,21,27
Montipora_capitata_PredGene_g36887,276,250,214,11,9,12
Montipora_capitata_PredGene_g36886,1249,876,939,149,92,113
