transcript_id,1041.2,1471.2,1637.2,Sample1.2,Sample2.2,Sample3.2
Pocillopora_acuta_HIv2___RNAseq.123_t,0,0,0,6,6,0
Pocillopora_acuta_HIv2___RNAseq.g792.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13971.t1,200,147,215,160,173,188
Pocillopora_acuta_HIv2___TS.g3749.t2,0,0,0,0,5,0
Pocillopora_acuta_HIv2___RNAseq.g19218.t1,629,460,526,433,389,405
Pocillopora_acuta_HIv2___RNAseq.g23842.t1,143,329,171,90,157,123
Pocillopora_acuta_HIv2___RNAseq.g4729.t1,474,349,315,167,80,115
Pocillopora_acuta_HIv2___TS.g11308.t1a,0,9,3,1,4,3
Pocillopora_acuta_HIv2___TS.g11308.t1b,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g3507.t1,16,13,32,20,14,15
Pocillopora_acuta_HIv2___RNAseq.g11538.t1,0,0,4,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g10567.t1,162,153,135,104,167,142
Pocillopora_acuta_HIv2___TS.g6224.t1,0,0,0,0,7,0
Pocillopora_acuta_HIv2___TS.g10443.t1,871,857,740,1238,1113,1175
Pocillopora_acuta_HIv2___RNAseq.g28602.t1,154,115,116,106,107,116
Pocillopora_acuta_HIv2___RNAseq.g9818.t1,357,491,387,356,486,389
Pocillopora_acuta_HIv2___TS.g537.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22807.t1,241,179,200,255,294,285
Pocillopora_acuta_HIv2___TS.g28716.t2,1671,1603,1818,1316,1863,1718
Pocillopora_acuta_HIv2___RNAseq.g29435.t1,24,14,7,4,0,6
Pocillopora_acuta_HIv2___RNAseq.g12755.t1,499,345,390,379,305,322
Pocillopora_acuta_HIv2___RNAseq.g472.t1,113,90,110,86,198,144
Pocillopora_acuta_HIv2___RNAseq.g4351.t1,176,156,221,48,41,59
Pocillopora_acuta_HIv2___RNAseq.g20243.t1,0,0,0,6,8,8
Pocillopora_acuta_HIv2___RNAseq.g3138.t1,107,129,82,86,100,88
Pocillopora_acuta_HIv2___RNAseq.g19819.t1,21,18,9,0,39,0
Pocillopora_acuta_HIv2___RNAseq.g24259.t1,0,0,0,0,4,1
Pocillopora_acuta_HIv2___RNAseq.26419_t,3471,1510,1922,1813,811,1241
Pocillopora_acuta_HIv2___TS.g11027.t1,18,7,3,2,7,8
Pocillopora_acuta_HIv2___RNAseq.20294_t,0,0,0,9,0,8
Pocillopora_acuta_HIv2___RNAseq.g17662.t1,64,57,52,289,436,281
Pocillopora_acuta_HIv2___RNAseq.9073_t,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22152.t1,0,0,0,1,12,0
Pocillopora_acuta_HIv2___RNAseq.g16248.t1,78,79,77,55,77,62
Pocillopora_acuta_HIv2___RNAseq.g22746.t1,471,311,231,339,256,156
Pocillopora_acuta_HIv2___TS.g7251.t1,15,76,25,8,27,14
Pocillopora_acuta_HIv2___RNAseq.g3119.t1,112,88,90,45,61,67
Pocillopora_acuta_HIv2___RNAseq.g22947.t1,134,89,101,82,61,65
Pocillopora_acuta_HIv2___RNAseq.g10002.t1,25,22,14,34,54,49
Pocillopora_acuta_HIv2___RNAseq.g23955.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1991.t1,119,69,61,51,72,62
Pocillopora_acuta_HIv2___RNAseq.g790.t1,71,45,51,81,96,93
Pocillopora_acuta_HIv2___RNAseq.g26239.t1,0,0,0,11,11,13
Pocillopora_acuta_HIv2___RNAseq.g15736.t1,4,10,0,0,6,11
Pocillopora_acuta_HIv2___RNAseq.g28931.t2,4,0,0,6,12,0
Pocillopora_acuta_HIv2___RNAseq.g4928.t1,311,228,227,256,193,227
Pocillopora_acuta_HIv2___RNAseq.g8984.t1,14498,16934,13344,5596,7642,6594
Pocillopora_acuta_HIv2___RNAseq.g27877.t1,58,141,56,71,77,56
Pocillopora_acuta_HIv2___TS.g1995.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19299.t1,2,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g6551.t1,318,246,349,239,184,202
Pocillopora_acuta_HIv2___TS.g13146.t1,8,1,4,19,5,7
Pocillopora_acuta_HIv2___RNAseq.g1993.t1,28,17,13,17,17,38
Pocillopora_acuta_HIv2___RNAseq.g7764.t1,0,0,0,3,3,1
Pocillopora_acuta_HIv2___RNAseq.g6371.t1,0,1,0,2,6,4
Pocillopora_acuta_HIv2___RNAseq.g20241.t1,55,94,50,25,23,13
Pocillopora_acuta_HIv2___TS.g5695.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9662.t1,1,0,3,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g17142.t1,0,0,0,2,0,1
Pocillopora_acuta_HIv2___TS.g2550.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4353.t1,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g21439.t1,4,0,0,0,0,6
Pocillopora_acuta_HIv2___RNAseq.g6064.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___TS.g1561.t1,1,0,0,13,2,11
Pocillopora_acuta_HIv2___RNAseq.g29076.t1,14,22,24,25,37,39
Pocillopora_acuta_HIv2___TS.g83.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g6390.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16635.t1,0,0,0,0,4,2
Pocillopora_acuta_HIv2___TS.g26318.t1,111,182,99,43,136,83
Pocillopora_acuta_HIv2___RNAseq.g15682.t1,0,0,0,1,8,2
Pocillopora_acuta_HIv2___RNAseq.g14513.t1,28,31,18,18,19,11
Pocillopora_acuta_HIv2___RNAseq.9527_t,52,137,59,35,100,55
Pocillopora_acuta_HIv2___RNAseq.g17140.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5616.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19518.t1,95,50,124,122,43,97
Pocillopora_acuta_HIv2___RNAseq.g26355.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g546.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g28688.t1b,26,0,5,23,7,9
Pocillopora_acuta_HIv2___TS.g13215.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6373.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24660.t1,201,140,140,164,83,132
Pocillopora_acuta_HIv2___RNAseq.g9702.t1,102,97,112,140,123,142
Pocillopora_acuta_HIv2___RNAseq.g28199.t1,4,26,21,0,6,0
Pocillopora_acuta_HIv2___RNAseq.g2179.t1,4,111,10,0,85,0
Pocillopora_acuta_HIv2___RNAseq.g1818.t1,49,72,93,57,65,113
Pocillopora_acuta_HIv2___RNAseq.g693.t1,37,31,21,15,24,11
Pocillopora_acuta_HIv2___TS.g29262.t1b,49,27,31,29,25,24
Pocillopora_acuta_HIv2___RNAseq.g6245.t1,0,0,9,7,6,10
Pocillopora_acuta_HIv2___TS.g29262.t1a,0,16,30,5,8,16
Pocillopora_acuta_HIv2___RNAseq.g30222.t1,190,168,195,45,50,46
Pocillopora_acuta_HIv2___RNAseq.g21012.t1b,0,0,2,1,9,0
Pocillopora_acuta_HIv2___RNAseq.g20415.t1,245,246,309,166,267,219
Pocillopora_acuta_HIv2___RNAseq.g21012.t1a,147,210,189,40,110,76
Pocillopora_acuta_HIv2___TS.g29496.t1,34,75,55,25,42,38
Pocillopora_acuta_HIv2___RNAseq.g23898.t1,618,206,214,886,402,323
Pocillopora_acuta_HIv2___TS.g4055.t1,0,0,0,4,3,0
Pocillopora_acuta_HIv2___RNAseq.g12072.t1,31,81,35,78,88,134
Pocillopora_acuta_HIv2___TS.g19748.t1,18,2,7,14,13,11
Pocillopora_acuta_HIv2___RNAseq.g24618.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4710.t1,33,20,16,27,23,32
Pocillopora_acuta_HIv2___TS.g15313.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13017.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g23926.t1,15,18,24,7,12,11
Pocillopora_acuta_HIv2___RNAseq.g5391.t1,170,171,312,183,147,203
Pocillopora_acuta_HIv2___RNAseq.g54.t1,361,363,365,338,481,514
Pocillopora_acuta_HIv2___RNAseq.g4159.t1,109,124,118,33,63,63
Pocillopora_acuta_HIv2___RNAseq.g12109.t1,0,5,0,6,5,1
Pocillopora_acuta_HIv2___TS.g28496.t1,3,0,4,0,7,0
Pocillopora_acuta_HIv2___RNAseq.g11629.t1,100,77,95,35,65,61
Pocillopora_acuta_HIv2___RNAseq.g15066.t1,0,0,0,3,6,1
Pocillopora_acuta_HIv2___RNAseq.g10688.t2,918,544,773,507,515,534
Pocillopora_acuta_HIv2___RNAseq.g25786.t1,0,0,0,4,0,0
Pocillopora_acuta_HIv2___RNAseq.g14879.t1,0,6,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27093.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___TS.g22923.t1,4,13,7,17,15,8
Pocillopora_acuta_HIv2___TS.g5406.t1,2,0,0,4,3,0
Pocillopora_acuta_HIv2___RNAseq.g26890.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2911.t1,54,65,113,40,31,53
Pocillopora_acuta_HIv2___TS.g24548.t1,0,0,0,2,2,0
Pocillopora_acuta_HIv2___TS.g18283.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6407.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25814.t1,0,0,11,6,9,4
Pocillopora_acuta_HIv2___RNAseq.g1018.t1,162,153,185,131,146,120
Pocillopora_acuta_HIv2___RNAseq.g13581.t1,149,104,105,67,141,141
Pocillopora_acuta_HIv2___TS.g27183.t1,16,37,18,10,30,17
Pocillopora_acuta_HIv2___TS.g5132.t1,7,7,6,0,10,0
Pocillopora_acuta_HIv2___TS.g5718.t2,88,92,67,29,21,28
Pocillopora_acuta_HIv2___TS.g29687.t1,66,34,108,62,36,65
Pocillopora_acuta_HIv2___RNAseq.g6405.t1,0,0,0,0,6,0
Pocillopora_acuta_HIv2___RNAseq.g25816.t1,75,74,69,71,100,94
Pocillopora_acuta_HIv2___RNAseq.g26892.t1,0,0,0,0,1,3
Pocillopora_acuta_HIv2___TS.g14502.t1,66,0,44,18,0,27
Pocillopora_acuta_HIv2___RNAseq.g24365.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv2___TS.g26029.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g23924.t1,19,14,20,31,20,28
Pocillopora_acuta_HIv2___RNAseq.g19170.t1,0,13,11,5,13,10
Pocillopora_acuta_HIv2___RNAseq.g12146.t1,0,0,6,5,5,23
Pocillopora_acuta_HIv2___RNAseq.g8041.t1,64,25,53,54,22,35
Pocillopora_acuta_HIv2___RNAseq.g7729.t1,17,0,8,43,0,28
Pocillopora_acuta_HIv2___RNAseq.g11093.t1,458,416,399,56,83,94
Pocillopora_acuta_HIv2___TS.g30479.t1b,58,86,64,37,45,63
Pocillopora_acuta_HIv2___TS.g30479.t1a,256,181,230,87,125,181
Pocillopora_acuta_HIv2___RNAseq.g12909.t1,61,59,71,80,126,122
Pocillopora_acuta_HIv2___RNAseq.g22282.t1,381,280,245,296,220,342
Pocillopora_acuta_HIv2___RNAseq.g18802.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g375.t1,297,234,222,124,99,128
Pocillopora_acuta_HIv2___TS.g17175.t1,17,0,0,9,3,8
Pocillopora_acuta_HIv2___RNAseq.g14679.t1,0,0,0,1,4,0
Pocillopora_acuta_HIv2___RNAseq.g4852.t1,38,19,43,30,7,28
Pocillopora_acuta_HIv2___RNAseq.g18553.t1,4,6,9,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g8472.t1,0,0,0,3,6,2
Pocillopora_acuta_HIv2___RNAseq.g12620.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17424.t1,420,256,321,218,146,283
Pocillopora_acuta_HIv2___RNAseq.g23373.t1,2,3,5,4,6,3
Pocillopora_acuta_HIv2___RNAseq.g19697.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11237.t1,134,85,112,52,40,36
Pocillopora_acuta_HIv2___RNAseq.g30387.t1,0,15,11,3,4,4
Pocillopora_acuta_HIv2___TS.g25399.t1,67,25,37,60,59,71
Pocillopora_acuta_HIv2___RNAseq.g5196.t1,61,106,49,66,94,59
Pocillopora_acuta_HIv2___RNAseq.g9876.t1c,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g9876.t1b,0,0,0,1,0,2
Pocillopora_acuta_HIv2___RNAseq.g9876.t1a,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.20324_t,8,21,8,9,12,13
Pocillopora_acuta_HIv2___RNAseq.g6912.t1,261,243,220,269,566,509
Pocillopora_acuta_HIv2___RNAseq.g12596.t1,33,68,41,33,73,55
Pocillopora_acuta_HIv2___RNAseq.g11703.t1,27,27,33,10,22,11
Pocillopora_acuta_HIv2___RNAseq.g22964.t1,152,296,247,132,174,142
Pocillopora_acuta_HIv2___TS.g21921.t1,12,6,12,0,11,9
Pocillopora_acuta_HIv2___RNAseq.g29685.t1,62,90,109,23,14,32
Pocillopora_acuta_HIv2___RNAseq.g9928.t1b,31,53,71,13,7,17
Pocillopora_acuta_HIv2___RNAseq.g30385.t1,55,30,39,25,20,27
Pocillopora_acuta_HIv2___RNAseq.g7766.t1,35,41,24,29,16,30
Pocillopora_acuta_HIv2___RNAseq.g12911.t1,69,89,53,54,88,84
Pocillopora_acuta_HIv2___TS.g21787.t1,32,40,32,19,37,21
Pocillopora_acuta_HIv2___TS.g15015.t1,0,0,0,0,8,0
Pocillopora_acuta_HIv2___RNAseq.g22246.t1,0,0,0,7,0,0
Pocillopora_acuta_HIv2___RNAseq.g18006.t1,210,86,90,60,37,61
Pocillopora_acuta_HIv2___TS.g19319.t1,282,223,210,42,69,59
Pocillopora_acuta_HIv2___RNAseq.g20604.t1,272,251,238,300,365,357
Pocillopora_acuta_HIv2___RNAseq.g4790.t1,0,22,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11701.t1,125,235,126,54,137,79
Pocillopora_acuta_HIv2___RNAseq.g25047.t1,178,260,155,68,113,76
Pocillopora_acuta_HIv2___RNAseq.g29687.t1,1100,1232,981,631,763,805
Pocillopora_acuta_HIv2___RNAseq.g19801.t1a,0,0,10,3,6,0
Pocillopora_acuta_HIv2___RNAseq.g19801.t1b,0,0,0,0,1,0
Pocillopora_acuta_HIv2___RNAseq.g17902.t1,489,342,408,370,519,575
Pocillopora_acuta_HIv2___RNAseq.g23371.t1,199,139,151,104,83,86
Pocillopora_acuta_HIv2___RNAseq.g17325.t1,0,0,0,0,4,0
Pocillopora_acuta_HIv2___RNAseq.g11972.t1,13,5,9,9,10,12
Pocillopora_acuta_HIv2___RNAseq.g18499.t1,107,149,117,80,42,106
Pocillopora_acuta_HIv2___RNAseq.g8535.t1,82,23,73,14,15,15
Pocillopora_acuta_HIv2___RNAseq.g8453.t1,19,6,8,8,5,0
Pocillopora_acuta_HIv2___RNAseq.g24194.t1,48,34,36,23,26,17
Pocillopora_acuta_HIv2___RNAseq.g2969.t1,38,55,89,26,27,39
Pocillopora_acuta_HIv2___RNAseq.g17583.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g27458.t1,45,30,50,36,46,33
Pocillopora_acuta_HIv2___RNAseq.g8875.t1,581,456,463,1192,1186,1223
Pocillopora_acuta_HIv2___RNAseq.g31363.t1,15,8,22,45,39,55
Pocillopora_acuta_HIv2___RNAseq.g12594.t1,7,10,3,0,5,3
Pocillopora_acuta_HIv2___TS.g8338.t1a,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g30736.t1,464,524,576,281,447,498
Pocillopora_acuta_HIv2___RNAseq.g6460.t1,0,20,17,5,8,23
Pocillopora_acuta_HIv2___RNAseq.g4466.t1,0,0,15,4,4,5
Pocillopora_acuta_HIv2___TS.g18761.t1,333,309,304,197,191,132
Pocillopora_acuta_HIv2___TS.g15148.t2,8,26,28,0,9,0
Pocillopora_acuta_HIv2___RNAseq.g29558.t1,60,59,79,32,42,55
Pocillopora_acuta_HIv2___TS.g8338.t1b,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16845.t1,33,15,15,28,21,23
Pocillopora_acuta_HIv2___RNAseq.g27319.t1,431,304,319,260,213,206
Pocillopora_acuta_HIv2___RNAseq.g28445.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.17885_t,959,537,625,995,975,1065
Pocillopora_acuta_HIv2___RNAseq.g571.t1,0,0,5,24,52,37
Pocillopora_acuta_HIv2___RNAseq.g5708.t1,366,408,400,435,384,501
Pocillopora_acuta_HIv2___RNAseq.g6093.t1,1073,697,908,240,189,339
Pocillopora_acuta_HIv2___RNAseq.g11013.t1,1,2,0,4,11,4
Pocillopora_acuta_HIv2___RNAseq.g23910.t1,0,2,0,0,5,0
Pocillopora_acuta_HIv2___RNAseq.g3393.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26848.t1,0,8,0,0,6,3
Pocillopora_acuta_HIv2___TS.g1609.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12785.t1,35,39,26,26,30,11
Pocillopora_acuta_HIv2___RNAseq.g21433.t1,131,194,194,74,135,142
Pocillopora_acuta_HIv2___RNAseq.g14023.t1,0,0,0,12,12,6
Pocillopora_acuta_HIv2___RNAseq.g16618.t2,150,187,179,217,178,271
Pocillopora_acuta_HIv2___RNAseq.g17865.t1,0,6,0,8,1,3
Pocillopora_acuta_HIv2___RNAseq.g6462.t1,4,6,0,7,8,9
Pocillopora_acuta_HIv2___RNAseq.g21299.t1,0,9,4,3,9,7
Pocillopora_acuta_HIv2___RNAseq.g4464.t1,187,122,107,104,61,84
Pocillopora_acuta_HIv2___RNAseq.g14229.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g28505.t1,6,33,14,0,20,11
Pocillopora_acuta_HIv2___RNAseq.g18367.t1,34,34,34,10,0,7
Pocillopora_acuta_HIv2___RNAseq.g29597.t1,183,126,149,170,152,157
Pocillopora_acuta_HIv2___RNAseq.g5207.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g15644.t1,0,0,0,5,0,3
Pocillopora_acuta_HIv2___RNAseq.g20232.t1,85,126,79,35,31,26
Pocillopora_acuta_HIv2___RNAseq.g21431.t2,115,34,119,100,120,113
Pocillopora_acuta_HIv2___RNAseq.g7752.t1a,133,68,148,46,71,63
Pocillopora_acuta_HIv2___RNAseq.g7752.t1b,224,234,154,157,194,216
Pocillopora_acuta_HIv2___RNAseq.g24235.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g14397.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g28447.t1,8,23,9,8,8,6
Pocillopora_acuta_HIv2___RNAseq.g9660.t1,0,0,0,1,1,1
Pocillopora_acuta_HIv2___RNAseq.g27078.t1,102,100,64,52,79,70
Pocillopora_acuta_HIv2___RNAseq.g18804.t1,0,0,0,0,6,0
Pocillopora_acuta_HIv2___TS.g7393.t1,3,0,1,3,5,3
Pocillopora_acuta_HIv2___RNAseq.g18038.t3a,2,5,2,4,8,5
Pocillopora_acuta_HIv2___RNAseq.g18038.t3b,452,430,434,400,514,472
Pocillopora_acuta_HIv2___RNAseq.g8127.t1,0,0,0,7,6,0
Pocillopora_acuta_HIv2___RNAseq.g19402.t1,0,0,0,0,3,3
Pocillopora_acuta_HIv2___TS.g27636.t1,89,73,81,29,32,30
Pocillopora_acuta_HIv2___RNAseq.g10476.t1,493,325,291,463,489,441
Pocillopora_acuta_HIv2___RNAseq.g18800.t1,0,0,9,11,3,19
Pocillopora_acuta_HIv2___TS.g14395.t1,2,6,5,12,7,6
Pocillopora_acuta_HIv2___RNAseq.g19209.t1,119,23,28,51,44,43
Pocillopora_acuta_HIv2___TS.g26549.t1b,0,0,0,0,1,1
Pocillopora_acuta_HIv2___RNAseq.g28193.t1,232,313,277,64,47,70
Pocillopora_acuta_HIv2___RNAseq.g22031.t1,1,1,0,6,10,4
Pocillopora_acuta_HIv2___RNAseq.g7910.t1,213,434,282,109,137,108
Pocillopora_acuta_HIv2___RNAseq.4822_t,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g17867.t1,5,2,0,4,0,0
Pocillopora_acuta_HIv2___TS.g28079.t1,24,0,19,47,42,88
Pocillopora_acuta_HIv2___TS.g29246.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g22505.t1,3,0,0,5,4,5
Pocillopora_acuta_HIv2___RNAseq.g26608.t1,1755,1250,1231,925,913,868
Pocillopora_acuta_HIv2___RNAseq.g1186.t1,25,10,36,13,0,12
Pocillopora_acuta_HIv2___RNAseq.g2171.t1,175,122,136,97,110,98
Pocillopora_acuta_HIv2___RNAseq.g31105.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv2___RNAseq.g12138.t1,68,55,52,35,36,34
Pocillopora_acuta_HIv2___RNAseq.g14395.t1,0,0,0,1,2,0
Pocillopora_acuta_HIv2___RNAseq.g2411.t1,2577,2564,2375,520,488,549
Pocillopora_acuta_HIv2___RNAseq.g11464.t1,26,13,7,19,43,42
Pocillopora_acuta_HIv2___RNAseq.g22147.t1,22,0,0,13,0,13
Pocillopora_acuta_HIv2___RNAseq.g6943.t1,109,91,98,27,70,37
Pocillopora_acuta_HIv2___RNAseq.g30233.t1,42,33,0,8,16,4
Pocillopora_acuta_HIv2___RNAseq.g14854.t1,478,313,362,344,253,293
Pocillopora_acuta_HIv2___RNAseq.g5124.t1,3,0,9,2,0,2
Pocillopora_acuta_HIv2___TS.g22610.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g10474.t1,13,6,0,4,5,7
Pocillopora_acuta_HIv2___RNAseq.g9509.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g7216.t1,20,14,10,10,65,10
Pocillopora_acuta_HIv2___RNAseq.g1221.t1,7,21,30,9,9,7
Pocillopora_acuta_HIv2___TS.g19929.t1,93,31,36,22,9,25
Pocillopora_acuta_HIv2___RNAseq.g5374.t1,371,143,193,305,230,231
Pocillopora_acuta_HIv2___RNAseq.g6941.t1,1198,1581,1001,2550,5783,3691
Pocillopora_acuta_HIv2___RNAseq.g10612.t1,0,0,0,4,0,0
Pocillopora_acuta_HIv2___RNAseq.g25002.t1,0,0,0,9,1,67
Pocillopora_acuta_HIv2___RNAseq.g24774.t1,143,87,50,238,198,130
Pocillopora_acuta_HIv2___RNAseq.g27715.t1a,0,0,0,2,2,1
Pocillopora_acuta_HIv2___TS.g19948.t1,2,0,0,0,8,0
Pocillopora_acuta_HIv2___RNAseq.g11666.t1,342,755,1482,350,879,1674
Pocillopora_acuta_HIv2___TS.g25286.t1,46,19,30,42,31,43
Pocillopora_acuta_HIv2___RNAseq.g6477.t1,92,110,65,57,198,84
Pocillopora_acuta_HIv2___RNAseq.g16888.t1a,63,110,55,21,51,25
Pocillopora_acuta_HIv2___RNAseq.g16888.t1b,380,294,304,110,112,92
Pocillopora_acuta_HIv2___RNAseq.g12929.t1a,219,84,174,157,155,189
Pocillopora_acuta_HIv2___RNAseq.g23691.t1,341,314,208,132,139,141
Pocillopora_acuta_HIv2___RNAseq.g6342.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18280.t1,0,0,0,5,4,0
Pocillopora_acuta_HIv2___RNAseq.g23606.t1,23,0,14,13,0,7
Pocillopora_acuta_HIv2___RNAseq.g10795.t1,744,667,730,268,271,253
Pocillopora_acuta_HIv2___RNAseq.g28151.t1,9,14,8,4,9,8
Pocillopora_acuta_HIv2___RNAseq.g7323.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17074.t1,19,0,20,27,11,25
Pocillopora_acuta_HIv2___TS.g11842.t1,0,19,38,8,12,18
Pocillopora_acuta_HIv2___RNAseq.g692.t1,6,38,3,8,27,8
Pocillopora_acuta_HIv2___RNAseq.g30231.t1,42,32,30,9,13,19
Pocillopora_acuta_HIv2___RNAseq.g23604.t1,123,68,63,78,41,66
Pocillopora_acuta_HIv2___RNAseq.g10906.t1,71,64,53,69,63,96
Pocillopora_acuta_HIv2___RNAseq.g4171.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25000.t1,504,316,770,533,341,949
Pocillopora_acuta_HIv2___RNAseq.g11734.t1,975,993,943,1241,1295,1422
Pocillopora_acuta_HIv2___RNAseq.g5376.t1,1583,1489,1482,1709,1394,1654
Pocillopora_acuta_HIv2___RNAseq.g12501.t1,7,6,3,5,2,5
Pocillopora_acuta_HIv2___RNAseq.g19239.t1,101,161,98,108,84,90
Pocillopora_acuta_HIv2___RNAseq.g19813.t1,48,45,42,42,46,40
Pocillopora_acuta_HIv2___RNAseq.g14263.t1,463,411,322,185,107,150
Pocillopora_acuta_HIv2___RNAseq.g690.t1,0,0,0,0,3,5
Pocillopora_acuta_HIv2___RNAseq.g8463.t2,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g19811.t1,17,23,0,4,7,0
Pocillopora_acuta_HIv2___RNAseq.g25979.t1b,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13477.t1,129,84,103,63,45,114
Pocillopora_acuta_HIv2___RNAseq.g3250.t2,0,0,0,8,4,0
Pocillopora_acuta_HIv2___RNAseq.g18365.t1,88,44,41,80,55,50
Pocillopora_acuta_HIv2___RNAseq.g16051.t1,14,8,3,9,6,1
Pocillopora_acuta_HIv2___RNAseq.g6002.t1,0,0,0,6,0,1
Pocillopora_acuta_HIv2___RNAseq.g28819.t2b,2170,2524,2043,2787,4295,3640
Pocillopora_acuta_HIv2___RNAseq.g28819.t2a,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4169.t1,45,40,51,24,14,24
Pocillopora_acuta_HIv2___TS.g9574.t1a,0,0,0,11,7,3
Pocillopora_acuta_HIv2___RNAseq.g23270.t1,0,0,0,0,5,2
Pocillopora_acuta_HIv2___RNAseq.g10904.t1,89,116,96,140,185,169
Pocillopora_acuta_HIv2___RNAseq.g1999.t1,98,192,46,92,125,50
Pocillopora_acuta_HIv2___TS.g22690.t1,227,236,274,167,178,129
Pocillopora_acuta_HIv2___TS.g14100.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17362.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g13822.t1,18,44,23,17,18,15
Pocillopora_acuta_HIv2___RNAseq.g6000.t1,3,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g17199.t1,99,166,99,695,1285,1247
Pocillopora_acuta_HIv2___TS.g9585.t2,42,37,44,62,119,118
Pocillopora_acuta_HIv2___TS.g23907.t1,10,0,10,0,5,0
Pocillopora_acuta_HIv2___TS.g5758.t1,0,0,0,3,1,1
Pocillopora_acuta_HIv2___RNAseq.g3872.t1,142,113,130,62,98,93
Pocillopora_acuta_HIv2___RNAseq.g885.t1,42,7,24,24,20,18
Pocillopora_acuta_HIv2___RNAseq.g19652.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17360.t1,0,0,0,1,0,0
