transcript_id,1041.gtf,1471.gtf,1637.gtf,Sample1.gtf,Sample2.gtf,Sample3.gtf
Pocillopora_acuta_HIv1_PredGene_g29171.t1,43,30,31,19,22,16
Pocillopora_acuta_HIv1_PredGene_g9585.t1,277,260,381,439,575,681
Pocillopora_acuta_HIv1_PredGene_g10486.t1,0,0,0,0,8,0
Pocillopora_acuta_HIv1_PredGene_g26802.t1,12,19,11,10,25,25
Pocillopora_acuta_HIv1_PredGene_g16185.t1,14,11,23,0,10,12
Pocillopora_acuta_HIv1_PredGene_g6561.t1,127,128,82,42,54,42
Pocillopora_acuta_HIv1_PredGene_g16983.t1,339,285,270,156,138,144
Pocillopora_acuta_HIv1_PredGene_g27635.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_936_t,170,241,101,48,144,121
Pocillopora_acuta_HIv1_PredGene_g7239.t1,32,25,36,38,67,48
Pocillopora_acuta_HIv1_PredGene_g19325.t2,6,8,5,0,7,0
Pocillopora_acuta_HIv1_PredGene_g19325.t1,7,0,5,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15566.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31081.t1,70,79,34,37,23,18
Pocillopora_acuta_HIv1_PredGene_g14533.t1,0,0,0,7,4,3
Pocillopora_acuta_HIv1_PredGene_g23965.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30169.t1,0,27,0,0,21,0
Pocillopora_acuta_HIv1_PredGene_g14531.t1,47,33,28,32,31,45
Pocillopora_acuta_HIv1_PredGene_g9764.t1,37,20,34,20,23,42
Pocillopora_acuta_HIv1_PredGene_g16187.t1,82,82,71,68,186,144
Pocillopora_acuta_HIv1_PredGene_g9729.t1,253,390,280,100,110,119
Pocillopora_acuta_HIv1_PredGene_g7814.t1,172,224,160,164,279,282
Pocillopora_acuta_HIv1_PredGene_15858_t,1352,1018,726,593,591,575
Pocillopora_acuta_HIv1_PredGene_g4487.t1,2916,3687,2200,2179,3802,2699
Pocillopora_acuta_HIv1_PredGene_g10484.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28057.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7538.t1,129,67,82,73,52,45
Pocillopora_acuta_HIv1_PredGene_g29228.t1,0,0,0,2,1,0
Pocillopora_acuta_HIv1_PredGene_g31521.t1,265,67,238,85,30,137
Pocillopora_acuta_HIv1_PredGene_g21923.t1,0,3,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28719.t1,178,146,130,94,81,92
Pocillopora_acuta_HIv1_PredGene_g27962.t1,89,91,102,82,57,62
Pocillopora_acuta_HIv1_PredGene_g2342.t1,0,0,0,5,4,0
Pocillopora_acuta_HIv1_PredGene_g9559.t1,615,34,85,307,73,140
Pocillopora_acuta_HIv1_PredGene_15476_t,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10890.t1,234,172,204,90,54,66
Pocillopora_acuta_HIv1_PredGene_g9653.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21695.t1,0,0,0,4,8,5
Pocillopora_acuta_HIv1_PredGene_g31523.t1,256,190,269,131,345,240
Pocillopora_acuta_HIv1_PredGene_24188_t,23,15,10,49,17,22
Pocillopora_acuta_HIv1_PredGene_9150_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18451.t1,124,91,83,70,78,64
Pocillopora_acuta_HIv1_PredGene_g17462.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12026.t1,96,49,27,354,203,257
Pocillopora_acuta_HIv1_PredGene_g2353.t1,102,75,66,35,19,26
Pocillopora_acuta_HIv1_PredGene_g1843.t1,2,0,1,6,8,11
Pocillopora_acuta_HIv1_PredGene_g4209.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9275.t1,188,155,92,106,133,132
Pocillopora_acuta_HIv1_PredGene_14328_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24399.t1,70,118,85,175,243,264
Pocillopora_acuta_HIv1_PredGene_g2860.t1,29,13,17,29,47,45
Pocillopora_acuta_HIv1_PredGene_g31459.t1,0,0,0,4,0,0
Pocillopora_acuta_HIv1_PredGene_g9912.t1,312,218,233,116,93,149
Pocillopora_acuta_HIv1_PredGene_g17739.t1,27,31,17,13,27,27
Pocillopora_acuta_HIv1_PredGene_20308_t,0,3,0,1,0,1
Pocillopora_acuta_HIv1_PredGene_g27901.t1,5,9,9,7,4,4
Pocillopora_acuta_HIv1_PredGene_22005_t,29,40,26,6,33,12
Pocillopora_acuta_HIv1_PredGene_g22079.t1,12,14,5,4,0,0
Pocillopora_acuta_HIv1_PredGene_g16348.t2,214,106,323,95,550,153
Pocillopora_acuta_HIv1_PredGene_g1583.t1,0,0,0,0,2,1
Pocillopora_acuta_HIv1_PredGene_g19581.t1,92,35,64,60,49,56
Pocillopora_acuta_HIv1_PredGene_g27025.t1,116,62,82,80,85,98
Pocillopora_acuta_HIv1_PredGene_g21784.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7220.t1,8,7,0,0,4,0
Pocillopora_acuta_HIv1_PredGene_g28756.t1,9,20,29,7,0,4
Pocillopora_acuta_HIv1_PredGene_g21942.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25317.t2,516,612,531,213,242,261
Pocillopora_acuta_HIv1_PredGene_g16868.t2,14,15,7,1,1,23
Pocillopora_acuta_HIv1_PredGene_g16868.t1,16,17,15,53,84,54
Pocillopora_acuta_HIv1_PredGene_g25317.t1,69,182,0,7,0,0
Pocillopora_acuta_HIv1_PredGene_g27960.t1,0,53,0,15,30,21
Pocillopora_acuta_HIv1_PredGene_g15156.t1,4,0,13,6,0,3
Pocillopora_acuta_HIv1_PredGene_g14144.t1,130,107,83,71,103,80
Pocillopora_acuta_HIv1_PredGene_g14109.t1,18,0,0,18,13,6
Pocillopora_acuta_HIv1_PredGene_g19583.t1,113,76,110,75,56,54
Pocillopora_acuta_HIv1_PredGene_25062_t,62,61,49,78,144,73
Pocillopora_acuta_HIv1_PredGene_g12808.t1,16,34,20,6,8,3
Pocillopora_acuta_HIv1_PredGene_26999_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29511.t1,152,86,101,51,38,62
Pocillopora_acuta_HIv1_PredGene_g7201.t1,0,39,26,5,13,9
Pocillopora_acuta_HIv1_PredGene_g29965.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g1110.t1,220,190,178,211,219,239
Pocillopora_acuta_HIv1_PredGene_g12024.t1,35,56,19,120,110,53
Pocillopora_acuta_HIv1_PredGene_g8008.t1,93,41,43,19,10,11
Pocillopora_acuta_HIv1_PredGene_g9277.t1,89,56,32,19,12,11
Pocillopora_acuta_HIv1_PredGene_g15052.t1,7,14,10,5,2,6
Pocillopora_acuta_HIv1_PredGene_g9612.t1,108,33,56,118,104,200
Pocillopora_acuta_HIv1_PredGene_g10344.t1,930,49,324,535,50,462
Pocillopora_acuta_HIv1_PredGene_g17776.t1,53,47,37,29,43,52
Pocillopora_acuta_HIv1_PredGene_g21487.t1,0,0,0,4,2,0
Pocillopora_acuta_HIv1_PredGene_g24111.t1,19,25,21,9,21,21
Pocillopora_acuta_HIv1_PredGene_g29188.t1,0,4,3,10,14,10
Pocillopora_acuta_HIv1_PredGene_g6976.t1,130,75,85,73,49,56
Pocillopora_acuta_HIv1_PredGene_g1581.t1,67,74,67,49,52,52
Pocillopora_acuta_HIv1_PredGene_g28528.t1,72,122,60,34,41,22
Pocillopora_acuta_HIv1_PredGene_g28386.t1,11,20,24,7,9,0
Pocillopora_acuta_HIv1_PredGene_g14809.t1,161,160,111,171,190,243
Pocillopora_acuta_HIv1_PredGene_g2610.t1,116,136,104,37,32,45
Pocillopora_acuta_HIv1_PredGene_g29216.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31043.t1,126,0,32,86,36,23
Pocillopora_acuta_HIv1_PredGene_g1754.t2,1486,1139,1119,1177,1702,1761
Pocillopora_acuta_HIv1_PredGene_g25315.t1,39,108,21,18,44,8
Pocillopora_acuta_HIv1_PredGene_26325_t,0,0,263,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4883.t1,0,0,0,16,5,6
Pocillopora_acuta_HIv1_PredGene_g24926.t1,17,16,0,28,47,37
Pocillopora_acuta_HIv1_PredGene_g27273.t1,11,6,13,7,12,12
Pocillopora_acuta_HIv1_PredGene_g15745.t1,5,14,14,0,10,3
Pocillopora_acuta_HIv1_PredGene_998_t,0,0,0,3,7,0
Pocillopora_acuta_HIv1_PredGene_g17396.t1,0,0,0,4,0,0
Pocillopora_acuta_HIv1_PredGene_g23035.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15062.t1,57,29,61,29,22,32
Pocillopora_acuta_HIv1_PredGene_g21784.t3,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32964.t1,219,60,79,67,48,67
Pocillopora_acuta_HIv1_PredGene_g20752.t1,79,58,67,42,77,69
Pocillopora_acuta_HIv1_PredGene_g18619.t1,139,160,169,86,125,119
Pocillopora_acuta_HIv1_PredGene_g27981.t1,8,18,2,12,12,16
Pocillopora_acuta_HIv1_PredGene_4204_t,25,23,6,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24924.t1,340,285,210,378,269,312
Pocillopora_acuta_HIv1_PredGene_g31041.t1,259,354,250,784,1360,1113
Pocillopora_acuta_HIv1_PredGene_g26800.t1,0,0,2,2,4,0
Pocillopora_acuta_HIv1_PredGene_g12198.t1,31,17,33,30,27,31
Pocillopora_acuta_HIv1_PredGene_g14954.t1,29,21,39,20,17,37
Pocillopora_acuta_HIv1_PredGene_g32966.t1,632,597,603,283,319,359
Pocillopora_acuta_HIv1_PredGene_g28597.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13288.t1,0,7,0,0,11,0
Pocillopora_acuta_HIv1_PredGene_g5978.t1,232,174,222,329,286,334
Pocillopora_acuta_HIv1_PredGene_g21165.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28384.t1,257,295,206,163,302,167
Pocillopora_acuta_HIv1_PredGene_g13868.t1,8,12,11,33,32,26
Pocillopora_acuta_HIv1_PredGene_g9144.t1,23,46,32,17,10,28
Pocillopora_acuta_HIv1_PredGene_g4056.t1,694,586,576,303,288,321
Pocillopora_acuta_HIv1_PredGene_g20385.t1,0,6,7,9,4,9
Pocillopora_acuta_HIv1_PredGene_20987_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_23926_t,0,10,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29214.t1,39,38,24,55,85,66
Pocillopora_acuta_HIv1_PredGene_g8585.t1,7,7,15,5,6,4
Pocillopora_acuta_HIv1_PredGene_g18203.t1,0,0,1,0,1,0
Pocillopora_acuta_HIv1_PredGene_g16117.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14155.t1,91,99,83,39,18,22
Pocillopora_acuta_HIv1_PredGene_g1668.t1,399,441,51,235,337,253
Pocillopora_acuta_HIv1_PredGene_g29482.t1,12,10,31,16,29,19
Pocillopora_acuta_HIv1_PredGene_g15291.t1,24,6,20,26,21,11
Pocillopora_acuta_HIv1_PredGene_g18216.t2,130,134,333,146,50,8
Pocillopora_acuta_HIv1_PredGene_g15560.t1,398,383,256,144,155,120
Pocillopora_acuta_HIv1_PredGene_g6511.t1,0,0,0,1,3,3
Pocillopora_acuta_HIv1_PredGene_g8587.t1,0,0,8,5,6,0
Pocillopora_acuta_HIv1_PredGene_g30262.t1,44,90,61,24,30,20
Pocillopora_acuta_HIv1_PredGene_g18634.t1,8,0,0,6,5,6
Pocillopora_acuta_HIv1_PredGene_g24550.t1,237,160,164,0,0,63
Pocillopora_acuta_HIv1_PredGene_g24550.t2,72,16,34,42,40,2
Pocillopora_acuta_HIv1_PredGene_g1112.t1,0,0,29,0,0,15
Pocillopora_acuta_HIv1_PredGene_g27983.t1,0,0,0,1,5,5
Pocillopora_acuta_HIv1_PredGene_g13790.t1,9,37,17,2,0,0
Pocillopora_acuta_HIv1_PredGene_g28960.t1,465,394,424,352,759,569
Pocillopora_acuta_HIv1_PredGene_g2931.t1,56,183,129,65,158,97
Pocillopora_acuta_HIv1_PredGene_g24898.t1,3,15,5,8,0,0
Pocillopora_acuta_HIv1_PredGene_g9969.t1,54,74,65,24,7,14
Pocillopora_acuta_HIv1_PredGene_g28595.t1,27,61,44,36,50,27
Pocillopora_acuta_HIv1_PredGene_g14312.t1,152,107,43,81,51,33
Pocillopora_acuta_HIv1_PredGene_g4054.t1,97,69,57,43,63,43
Pocillopora_acuta_HIv1_PredGene_g19522.t1,0,0,0,6,8,0
Pocillopora_acuta_HIv1_PredGene_g17037.t1,847,674,743,286,262,421
Pocillopora_acuta_HIv1_PredGene_g28074.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g10892.t1,924,876,677,178,196,171
Pocillopora_acuta_HIv1_PredGene_g28898.t1,45,0,25,39,6,35
Pocillopora_acuta_HIv1_PredGene_g30493.t1,343,211,273,162,163,162
Pocillopora_acuta_HIv1_PredGene_g25920.t1,0,0,0,2,14,1
Pocillopora_acuta_HIv1_PredGene_g10045.t1,104,103,126,126,103,99
Pocillopora_acuta_HIv1_PredGene_g24286.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_g2282.t1,25,15,12,6,10,4
Pocillopora_acuta_HIv1_PredGene_g28576.t1,0,6,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g16115.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g3364.t1,225,231,83,154,233,200
Pocillopora_acuta_HIv1_PredGene_g14157.t1,16,3,15,8,4,6
Pocillopora_acuta_HIv1_PredGene_g29480.t1,0,8,5,4,9,7
Pocillopora_acuta_HIv1_PredGene_g6047.t1,6,21,15,12,29,11
Pocillopora_acuta_HIv1_PredGene_g225.t1,7,6,6,9,15,8
Pocillopora_acuta_HIv1_PredGene_g20126.t1,0,4,0,0,4,3
Pocillopora_acuta_HIv1_PredGene_g18636.t1,0,0,0,0,3,3
Pocillopora_acuta_HIv1_PredGene_g4893.t1,0,0,0,7,4,6
Pocillopora_acuta_HIv1_PredGene_g3011.t1,0,0,0,7,1,2
Pocillopora_acuta_HIv1_PredGene_g31188.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20819.t1,161,135,96,193,159,192
Pocillopora_acuta_HIv1_PredGene_g23583.t1,46,0,9,36,64,27
Pocillopora_acuta_HIv1_PredGene_g9926.t1,89,98,67,54,78,71
Pocillopora_acuta_HIv1_PredGene_g2325.t1,24,15,24,28,37,49
Pocillopora_acuta_HIv1_PredGene_g24079.t1,7,26,33,7,12,14
Pocillopora_acuta_HIv1_PredGene_g17996.t1,571,395,459,771,843,775
Pocillopora_acuta_HIv1_PredGene_g14310.t1,426,153,205,105,50,66
Pocillopora_acuta_HIv1_PredGene_g21208.t1,527,464,500,214,326,315
Pocillopora_acuta_HIv1_PredGene_g22873.t1,0,0,0,8,0,7
Pocillopora_acuta_HIv1_PredGene_g19288.t1,0,0,0,20,2,17
Pocillopora_acuta_HIv1_PredGene_16429_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32227.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g17191.t1,331,319,386,234,290,312
Pocillopora_acuta_HIv1_PredGene_g20124.t1,55,54,43,25,38,41
Pocillopora_acuta_HIv1_PredGene_g30299.t1,169,22,93,18,0,24
Pocillopora_acuta_HIv1_PredGene_g2094.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12712.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21505.t1,262,228,220,116,168,211
Pocillopora_acuta_HIv1_PredGene_g29099.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3165.t1,84,139,86,101,145,182
Pocillopora_acuta_HIv1_PredGene_g15135.t1,215,186,284,126,224,258
Pocillopora_acuta_HIv1_PredGene_g8660.t1,0,0,0,0,6,2
Pocillopora_acuta_HIv1_PredGene_g1152.t1,382,392,410,212,343,397
Pocillopora_acuta_HIv1_PredGene_g22871.t1,0,0,5,0,0,2
Pocillopora_acuta_HIv1_PredGene_g26579.t1,67,23,42,39,54,68
Pocillopora_acuta_HIv1_PredGene_10813_t,0,23,7,3,0,1
Pocillopora_acuta_HIv1_PredGene_g31079.t1,20,24,59,25,33,46
Pocillopora_acuta_HIv1_PredGene_g12940.t1,320,276,350,190,304,327
Pocillopora_acuta_HIv1_PredGene_g20552.t1,564,388,476,209,308,208
Pocillopora_acuta_HIv1_PredGene_2831_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6572.t1,2499,2527,2175,1651,3554,3085
Pocillopora_acuta_HIv1_PredGene_g8662.t1,0,0,0,6,6,0
Pocillopora_acuta_HIv1_PredGene_g27198.t1,7,15,11,2,5,2
Pocillopora_acuta_HIv1_PredGene_g2323.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7131.t1,55,50,55,13,29,15
Pocillopora_acuta_HIv1_PredGene_g32378.t1,0,0,0,0,7,6
Pocillopora_acuta_HIv1_PredGene_23843_t,40,29,62,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14098.t1,0,17,0,0,5,0
Pocillopora_acuta_HIv1_PredGene_g1572.t1,58,30,23,14,26,29
Pocillopora_acuta_HIv1_PredGene_g4546.t1,269,264,207,139,157,137
Pocillopora_acuta_HIv1_PredGene_g16508.t1,42,31,8,25,28,43
Pocillopora_acuta_HIv1_PredGene_g21330.t1,203,95,166,55,48,54
Pocillopora_acuta_HIv1_PredGene_g1243.t1,9,5,9,4,7,4
Pocillopora_acuta_HIv1_PredGene_g17193.t1,68,93,87,45,49,56
Pocillopora_acuta_HIv1_PredGene_6965_t,5,0,11,0,2,0
Pocillopora_acuta_HIv1_PredGene_12226_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33405.t1,110,54,37,186,99,118
Pocillopora_acuta_HIv1_PredGene_g18769.t1,311,215,211,158,151,165
Pocillopora_acuta_HIv1_PredGene_g12490.t1,55,10,33,7,5,10
Pocillopora_acuta_HIv1_PredGene_25741_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2776.t1,1089,767,760,575,602,587
Pocillopora_acuta_HIv1_PredGene_g24321.t1,407,444,280,250,439,406
Pocillopora_acuta_HIv1_PredGene_g2300.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28372.t1,7,8,13,8,7,7
Pocillopora_acuta_HIv1_PredGene_g21311.t1,4,4,7,5,3,3
Pocillopora_acuta_HIv1_PredGene_g19279.t1,0,0,0,0,14,0
Pocillopora_acuta_HIv1_PredGene_g15089.t1,416,237,260,87,62,66
Pocillopora_acuta_HIv1_PredGene_g29725.t1,10,18,8,4,22,12
Pocillopora_acuta_HIv1_PredGene_g23178.t2,16,0,0,9,5,8
Pocillopora_acuta_HIv1_PredGene_g8.t1,0,0,9,28,50,37
Pocillopora_acuta_HIv1_PredGene_g7133.t1,40,41,58,11,17,24
Pocillopora_acuta_HIv1_PredGene_g24787.t1,0,0,0,0,1,1
Pocillopora_acuta_HIv1_PredGene_g11676.t1,29,0,21,10,0,9
Pocillopora_acuta_HIv1_PredGene_g9758.t1,35,29,39,13,54,23
Pocillopora_acuta_HIv1_PredGene_g20466.t1,0,0,0,2,0,10
Pocillopora_acuta_HIv1_PredGene_g28728.t1,159,167,99,46,60,58
Pocillopora_acuta_HIv1_PredGene_g14101.t1,41,133,45,6,12,6
Pocillopora_acuta_HIv1_PredGene_g22938.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_g28311.t1,36,34,14,11,9,11
Pocillopora_acuta_HIv1_PredGene_g21332.t1,281,98,208,95,31,61
Pocillopora_acuta_HIv1_PredGene_g29865.t1,56,75,49,18,21,27
Pocillopora_acuta_HIv1_PredGene_g17172.t2,10,19,121,0,10,8
Pocillopora_acuta_HIv1_PredGene_g1169.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g1169.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17172.t1,276,387,226,335,522,518
Pocillopora_acuta_HIv1_PredGene_g13576.t1,51,12,0,0,3,4
Pocillopora_acuta_HIv1_PredGene_g11490.t1,2,16,56,0,0,15
Pocillopora_acuta_HIv1_PredGene_g29939.t1,0,0,0,4,6,6
Pocillopora_acuta_HIv1_PredGene_g28370.t1,209,14,63,86,10,28
Pocillopora_acuta_HIv1_PredGene_g22150.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_29014_t,3265,3721,3136,136,174,165
Pocillopora_acuta_HIv1_PredGene_29342_t,2,5,2,1,13,3
Pocillopora_acuta_HIv1_PredGene_g29604.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g17708.t1,270,247,213,137,175,183
Pocillopora_acuta_HIv1_PredGene_g1589.t1,62,48,76,39,65,48
Pocillopora_acuta_HIv1_PredGene_g18845.t1,1954,1200,1801,1055,702,1166
Pocillopora_acuta_HIv1_PredGene_g18273.t1,707,805,803,291,493,510
Pocillopora_acuta_HIv1_PredGene_g1217.t1,59,70,0,27,52,8
Pocillopora_acuta_HIv1_PredGene_g6648.t1,58,69,59,20,21,26
Pocillopora_acuta_HIv1_PredGene_g20695.t1,5,4,4,0,1,0
Pocillopora_acuta_HIv1_PredGene_g3321.t1,156,185,147,64,127,104
Pocillopora_acuta_HIv1_PredGene_g7233.t1,52,56,64,29,28,53
Pocillopora_acuta_HIv1_PredGene_g24583.t1,0,0,14,10,0,9
Pocillopora_acuta_HIv1_PredGene_g14853.t1,67,88,103,35,25,31
Pocillopora_acuta_HIv1_PredGene_g7768.t1,66,62,71,44,111,74
Pocillopora_acuta_HIv1_PredGene_g11939.t1,69,64,76,53,73,60
Pocillopora_acuta_HIv1_PredGene_g4357.t1,0,0,0,0,5,1
Pocillopora_acuta_HIv1_PredGene_g26766.t1,1585,1583,1286,2182,2958,2921
Pocillopora_acuta_HIv1_PredGene_g27350.t1,1078,1001,815,836,899,981
Pocillopora_acuta_HIv1_PredGene_g13060.t2,146,209,112,83,64,84
Pocillopora_acuta_HIv1_PredGene_g19004.t1,10226,9763,8595,2723,2826,2876
Pocillopora_acuta_HIv1_PredGene_g25587.t1,113,325,84,82,90,46
Pocillopora_acuta_HIv1_PredGene_g20697.t1,0,0,0,0,2,2
Pocillopora_acuta_HIv1_PredGene_g5915.t1,2,3,3,3,7,5
Pocillopora_acuta_HIv1_PredGene_g1126.t1,27,0,23,14,27,28
Pocillopora_acuta_HIv1_PredGene_g27271.t1,4,0,4,18,5,12
Pocillopora_acuta_HIv1_PredGene_g26046.t1,22,13,9,17,10,4
Pocillopora_acuta_HIv1_PredGene_2177_t,6251,5039,5478,2809,7355,5362
Pocillopora_acuta_HIv1_PredGene_g983.t1,0,5,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32611.t1,833,717,665,843,1662,1288
Pocillopora_acuta_HIv1_PredGene_g31937.t1,0,0,2,0,3,0
Pocillopora_acuta_HIv1_PredGene_g25585.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23107.t1,0,0,0,1,1,1
Pocillopora_acuta_HIv1_PredGene_g27352.t1,2490,2426,2107,2484,2748,2889
Pocillopora_acuta_HIv1_PredGene_g3814.t1,0,0,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_g3859.t1,0,0,0,1,4,0
Pocillopora_acuta_HIv1_PredGene_g6338.t1,19,32,0,14,28,12
Pocillopora_acuta_HIv1_PredGene_g3690.t1,23,4,18,9,6,9
Pocillopora_acuta_HIv1_PredGene_g11377.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28391.t1,96,187,113,173,209,162
Pocillopora_acuta_HIv1_PredGene_16879_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33097.t1,0,2,0,9,13,3
Pocillopora_acuta_HIv1_PredGene_g5478.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32225.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32268.t1,0,0,0,3,3,0
Pocillopora_acuta_HIv1_PredGene_g26764.t1,95,155,104,61,123,72
Pocillopora_acuta_HIv1_PredGene_g9655.t2,386,0,0,135,62,94
Pocillopora_acuta_HIv1_PredGene_g7231.t1,380,254,266,350,568,517
Pocillopora_acuta_HIv1_PredGene_g2138.t1,31,78,25,39,28,17
Pocillopora_acuta_HIv1_PredGene_1312_t,18,0,39,7,4,8
Pocillopora_acuta_HIv1_PredGene_g24804.t1,60,70,37,27,40,31
Pocillopora_acuta_HIv1_PredGene_25285_t,449,0,422,77,0,65
Pocillopora_acuta_HIv1_PredGene_14222_t,38,23,16,3,9,6
Pocillopora_acuta_HIv1_PredGene_g10437.t1,722,170,212,114,62,67
Pocillopora_acuta_HIv1_PredGene_g23185.t1,0,0,0,0,6,0
Pocillopora_acuta_HIv1_PredGene_g18337.t1,0,0,0,7,4,0
Pocillopora_acuta_HIv1_PredGene_g12819.t1,279,141,195,219,228,238
Pocillopora_acuta_HIv1_PredGene_g20763.t1,255,200,156,50,51,54
Pocillopora_acuta_HIv1_PredGene_g33387.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g12942.t1,436,298,372,134,143,101
Pocillopora_acuta_HIv1_PredGene_g643.t1,3,0,10,0,0,0
Pocillopora_acuta_HIv1_PredGene_9366_t,542,226,148,338,315,393
Pocillopora_acuta_HIv1_PredGene_156_t,2325,2098,774,1120,767,1131
Pocillopora_acuta_HIv1_PredGene_g29773.t1,54,130,35,59,128,67
Pocillopora_acuta_HIv1_PredGene_g24268.t1,175,214,133,46,61,61
Pocillopora_acuta_HIv1_PredGene_g8315.t1,209,99,195,97,100,111
Pocillopora_acuta_HIv1_PredGene_g15562.t1,14,10,15,11,0,0
Pocillopora_acuta_HIv1_PredGene_5518_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16395.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16395.t1,120,104,86,79,64,89
Pocillopora_acuta_HIv1_PredGene_g18210.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g4962.t1,133,141,120,112,102,88
Pocillopora_acuta_HIv1_PredGene_g10435.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g550.t1,359,132,271,141,125,149
Pocillopora_acuta_HIv1_PredGene_g15049.t1,49,18,38,14,15,16
Pocillopora_acuta_HIv1_PredGene_g257.t1,0,0,9,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18138.t1,0,4,3,2,2,2
Pocillopora_acuta_HIv1_PredGene_g31529.t1,282,119,144,151,179,208
Pocillopora_acuta_HIv1_PredGene_g32301.t1,446,463,397,184,227,234
Pocillopora_acuta_HIv1_PredGene_g28393.t1,4,0,0,4,1,9
Pocillopora_acuta_HIv1_PredGene_g11124.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29488.t1,251,847,1050,276,868,480
Pocillopora_acuta_HIv1_PredGene_g33055.t1,63,46,31,23,42,33
Pocillopora_acuta_HIv1_PredGene_g4987.t1,0,0,0,0,0,6
Pocillopora_acuta_HIv1_PredGene_g13740.t1,88,60,68,40,34,51
Pocillopora_acuta_HIv1_PredGene_g27373.t1,9,32,11,22,40,21
