"","X1101.2.gtf","X1548.2.gtf","X1628.2.gtf","Sample4.2.gtf","Sample5.2.gtf","Sample6.2.gtf"
"MSTRG.47449",33,11,29,8,3,4
"MSTRG.40499",253,284,202,15,13,19
"MSTRG.40498",332,541,604,360,258,263
"MSTRG.40496",19,1138,113,23,22,23
"MSTRG.40493",1154,1220,539,34,33,38
"MSTRG.47446",220,268,249,16,8,7
"MSTRG.14698",24,0,0,44,20,17
"MSTRG.14694",0,0,2,52,22,30
"MSTRG.14696",0,0,0,42,22,21
"MSTRG.14697",0,0,0,19,15,16
"MSTRG.14691",10,0,3,25,12,15
"MSTRG.14692",2,2,7,39,35,28
"MSTRG.53023",5,4,13,4,13,18
"MSTRG.13519",2,0,1,13,15,12
"MSTRG.13512",69,21,42,14,29,20
"MSTRG.13511",24,0,18,18,12,14
"MSTRG.13516",749,402,228,78,74,86
"MSTRG.13514",8,10,7,34,32,15
"MSTRG.13515",99,78,28,8,5,9
"MSTRG.39379",151,119,62,9,9,0
"MSTRG.39372",483,671,75,8,12,4
"MSTRG.39370",21,27,19,34,33,22
"MSTRG.39371",830,829,179,23,17,27
"MSTRG.39376",0,0,3,11,18,11
"MSTRG.39374",0,20,3,53,38,10
"MSTRG.39375",0,0,1,14,20,19
"MSTRG.41728",375,189,210,74,77,78
"MSTRG.41729",431,885,343,23,0,17
"MSTRG.41726",534,450,449,21,14,27
"MSTRG.41727",12,0,0,15,16,9
"MSTRG.41724",213,266,173,0,7,6
"MSTRG.41725",217,244,167,2,9,6
"MSTRG.41723",980,822,538,77,89,78
"MSTRG.41720",180,120,128,50,64,37
"MSTRG.41721",273,356,302,28,29,24
"MSTRG.43375",33,59,30,45,39,46
"MSTRG.43378",0,0,0,15,12,17
"MSTRG.48496",668,561,333,123,109,119
"MSTRG.48494",36,120,76,0,13,20
"MSTRG.48492",2,11,16,30,28,18
"MSTRG.48490",2,6,1,30,30,27
"MSTRG.48499",0,0,0,46,20,35
"MSTRG.52379",0,9,5,26,32,27
"MSTRG.8943",0,0,0,26,18,21
"MSTRG.2085",0,0,0,11,14,11
"MSTRG.52374",87,88,109,9,27,31
"MSTRG.52376",5,12,20,42,33,44
"MSTRG.19616",104,75,0,52,21,23
"MSTRG.19615",51,27,0,20,5,5
"MSTRG.9799",16,21,7,89,88,112
"MSTRG.12380",24,7,10,15,16,17
"MSTRG.6758",1817,1359,1528,64,31,55
"MSTRG.12392",14,22,47,4,5,10
"MSTRG.16871",136,45,72,9,0,7
"MSTRG.16876",209,105,62,12,15,8
"MSTRG.12384",3,4,4,23,19,35
"MSTRG.47740",132,276,56,13,0,17
"MSTRG.16802",263,220,142,12,9,13
"MSTRG.2627",4,1,1,17,26,25
"MSTRG.24142",34,0,51,38,5,9
"MSTRG.6751",113,140,93,22,26,31
"MSTRG.33581",18,22,52,43,28,10
"MSTRG.33585",93,69,203,8,14,12
"MSTRG.33584",3,11,10,14,14,5
"MSTRG.1067",0,0,11,11,44,48
"MSTRG.44806",24,21,16,4,3,5
"MSTRG.44801",54,8,45,10,4,13
"MSTRG.1065",147,218,212,31,51,79
"MSTRG.40136",0,5,3,22,19,24
"MSTRG.40137",0,0,1,74,41,37
"MSTRG.40130",0,0,0,19,25,26
"MSTRG.48720",121,59,50,6,4,5
"MSTRG.48723",14,13,0,14,11,12
"MSTRG.6756",103,137,61,1,3,11
"MSTRG.48724",97,104,129,25,27,36
"MSTRG.38852",15357,19858,13907,63,28,94
"MSTRG.1069",227,191,360,28,32,101
"MSTRG.42408",0,0,0,23,31,21
"MSTRG.49450",248,249,134,35,26,32
"MSTRG.49453",548,392,454,10,0,13
"MSTRG.49454",141,131,165,3,8,12
"MSTRG.42403",0,0,0,25,28,14
"MSTRG.49456",0,5,35,16,60,33
"MSTRG.42401",49,147,108,29,15,28
"MSTRG.6857",269,371,241,7,14,0
"MSTRG.32189",4036,3188,5418,11,9,14
"MSTRG.32183",79,48,79,11,8,13
"MSTRG.32184",176,145,89,7,12,12
"MSTRG.32186",3453,1969,1560,54,30,41
"MSTRG.1629",0,0,0,15,27,28
"MSTRG.54023",175,128,144,18,16,16
"MSTRG.54022",789,571,544,21,24,21
"MSTRG.54021",0,18,3,14,12,8
"MSTRG.54020",2057,1582,1234,84,76,64
"MSTRG.54024",418,192,92,27,20,7
"MSTRG.51055",237,152,159,9,10,8
"MSTRG.51054",11,11,13,14,15,23
"MSTRG.54029",1265,495,1238,27,20,28
"MSTRG.51051",10671,4336,2561,76,33,64
"MSTRG.51050",16203,13940,11194,60,21,78
"MSTRG.51053",23,16,0,32,33,19
"MSTRG.51052",33,38,24,12,0,7
"MSTRG.560",14,0,41,25,24,19
"MSTRG.8746",103,71,51,20,21,8
"MSTRG.8742",171,82,275,17,27,34
"MSTRG.32232",360,202,195,16,20,17
"MSTRG.32230",1500,1347,951,39,30,37
"MSTRG.32231",125,42,85,13,12,14
"MSTRG.32236",93,24,16,74,67,38
"MSTRG.32237",360,363,417,61,39,37
"MSTRG.33591",7,26,0,15,13,20
"MSTRG.32239",36,42,66,0,0,0
"MSTRG.4663",341,389,893,19,28,14
"MSTRG.4662",13,19,393,0,13,11
"MSTRG.41269",0,0,0,14,11,22
"MSTRG.41268",0,0,0,12,12,15
"MSTRG.4667",293,289,372,11,18,14
"MSTRG.4665",23,45,20,5,9,7
"MSTRG.4664",16,95,40,14,10,5
"MSTRG.41260",5,4,3,27,24,43
"MSTRG.26947",1,4,4,69,25,53
"MSTRG.20667",397,597,53,55,36,37
"MSTRG.20664",202,160,128,42,22,34
"MSTRG.20665",34,45,25,16,18,15
"MSTRG.20662",632,369,369,19,11,24
"MSTRG.20663",408,317,330,20,12,15
"MSTRG.31529",0,0,1,23,33,21
"MSTRG.31525",4,4,0,37,28,32
"MSTRG.3432",0,0,0,26,13,21
"MSTRG.20669",180,308,141,8,23,0
"MSTRG.35639",605,376,365,24,30,25
"MSTRG.35638",70,151,138,20,0,25
"MSTRG.35637",8,19,15,26,21,26
"MSTRG.35635",2,2,2,25,43,15
"MSTRG.35634",55,67,171,6,18,13
"MSTRG.35633",52,87,97,15,30,32
"MSTRG.35632",48,26,43,7,33,15
"MSTRG.35631",104,103,101,35,42,36
"MSTRG.35630",389,273,223,14,3,18
"MSTRG.28520",144,2,208,54,0,35
"MSTRG.35181",0,0,0,19,20,18
"MSTRG.5048",73,61,51,23,22,36
"MSTRG.46924",1215,1967,1841,47,29,32
"MSTRG.40102",667,211,204,44,29,36
"MSTRG.21134",14,9,6,62,74,80
"MSTRG.30695",0,0,0,29,11,18
"MSTRG.34589",111,83,19,1,2,1
"MSTRG.34580",8,44,5,10,14,14
"MSTRG.40577",3,26,15,12,3,6
"MSTRG.6537",14,9,5,15,16,18
"MSTRG.6539",2062,2160,1130,43,34,36
"MSTRG.28718",1,0,2,11,23,12
"MSTRG.28719",6,5,0,25,58,44
"MSTRG.38924",507,455,715,53,43,53
"MSTRG.38927",15,8,0,23,9,19
"MSTRG.38920",364,294,338,11,15,19
"MSTRG.38921",5775,4679,7252,12,4,9
"MSTRG.38922",1119,785,398,21,21,12
"MSTRG.38928",41,30,30,16,5,7
"MSTRG.33914",86,98,44,18,23,19
"MSTRG.33915",166,102,116,25,7,33
"MSTRG.33916",87,67,57,17,18,17
"MSTRG.33917",146,85,87,26,18,19
"MSTRG.33912",119,87,99,6,9,14
"MSTRG.33913",123,73,68,11,13,0
"MSTRG.33919",8,26,14,11,9,12
"MSTRG.1625",23,26,32,27,23,18
"MSTRG.39395",8,0,9,24,20,22
"MSTRG.35013",0,0,0,25,20,33
"MSTRG.29045",148,144,178,8,8,6
"MSTRG.29044",745,774,751,22,10,17
"MSTRG.29047",794,667,624,14,17,24
"MSTRG.29046",185,211,121,13,11,8
"MSTRG.29041",647,794,693,28,22,28
"MSTRG.29040",106,57,64,13,9,9
"MSTRG.29043",4889,3942,7319,7,5,11
"MSTRG.29042",2,3,3,19,18,20
"MSTRG.29049",399,468,604,16,13,23
"MSTRG.29048",310,234,178,17,13,22
"MSTRG.31232",0,0,0,25,29,48
"MSTRG.7378",308,162,93,45,25,40
"MSTRG.7379",425,362,294,19,12,20
"MSTRG.7371",62,42,48,26,20,28
"MSTRG.7372",5044,3495,1944,140,97,109
"MSTRG.7373",31,21,30,3,3,7
"MSTRG.7374",21,17,27,0,5,0
"MSTRG.7375",436,237,132,41,18,44
"MSTRG.17844",86,25,31,9,17,15
"MSTRG.6972",252,189,189,13,0,9
"MSTRG.24353",2,26,7,13,21,11
"MSTRG.47609",21,15,10,24,31,20
"MSTRG.47608",18,10,7,27,15,28
"MSTRG.47607",353,279,299,7,8,14
"MSTRG.47606",17,4,23,29,27,36
"MSTRG.47605",48,30,11,11,12,12
"MSTRG.47603",162,70,203,11,22,25
"MSTRG.47602",300,178,189,7,4,3
"MSTRG.47601",281,227,179,38,30,35
"MSTRG.47600",166,110,177,4,9,21
"MSTRG.39397",8,6,5,19,21,23
"MSTRG.31681",69,79,117,2,4,0
"MSTRG.53229",0,0,4,34,37,13
"MSTRG.54031",131,148,146,10,5,6
"MSTRG.53225",0,0,0,21,23,12
"MSTRG.51040",392,306,254,104,87,106
"MSTRG.53223",344,406,73,3,4,0
"MSTRG.51041",432,723,625,25,23,32
"MSTRG.51046",74,29,30,0,12,16
"MSTRG.54036",439,383,324,22,19,24
"MSTRG.54037",1407,568,578,20,16,29
"MSTRG.15904",2,0,0,48,41,44
"MSTRG.15902",205,192,141,18,7,12
"MSTRG.15901",1000,643,820,47,53,40
"MSTRG.15900",0,0,0,21,11,22
"MSTRG.53592",71,70,86,0,0,0
"MSTRG.53593",49,32,24,21,12,13
"MSTRG.53591",132,54,91,7,10,12
"MSTRG.53598",20,17,0,28,6,0
"MSTRG.20304",18,40,13,22,0,19
"MSTRG.20306",146,193,168,22,29,32
"MSTRG.20300",21,28,0,11,7,7
"MSTRG.23963",11,9,0,51,25,18
"MSTRG.23969",0,0,0,48,33,25
"MSTRG.8751",54,28,34,24,28,31
"MSTRG.8757",4,0,3,39,21,20
"MSTRG.40982",170,749,97,21,38,39
"MSTRG.8756",45,14,32,27,21,20
"MSTRG.19529",2973,3147,1131,212,207,269
"MSTRG.8755",54,19,39,15,13,14
"MSTRG.46089",42,81,0,15,22,6
"MSTRG.52171",189,207,70,3,2,4
"MSTRG.52176",254,165,28,11,13,12
"MSTRG.52175",948,896,220,24,18,27
"MSTRG.52179",238,139,77,8,0,23
"MSTRG.52178",1467,450,34,22,38,22
"MSTRG.23409",40,79,135,17,11,18
"MSTRG.19864",337,284,112,33,21,32
"MSTRG.579",5,13,22,11,16,16
"MSTRG.19520",1576,1104,821,63,57,60
"MSTRG.35950",53,53,34,11,9,10
"MSTRG.31688",285,249,279,0,14,14
"MSTRG.35951",228,141,90,38,51,47
"MSTRG.19524",361,305,364,10,13,5
"MSTRG.19527",4798,3534,2517,103,39,131
"MSTRG.4590",85,40,30,26,15,31
"MSTRG.26463",0,0,0,36,37,59
"MSTRG.26460",0,0,0,26,25,17
"MSTRG.26466",0,0,0,25,25,26
"MSTRG.26467",0,0,4,15,24,19
"MSTRG.26464",0,0,0,15,21,25
"MSTRG.19868",27,22,497,15,11,92
"MSTRG.38539",1,3,2,14,17,14
"MSTRG.15155",0,0,0,31,34,27
"MSTRG.12157",0,0,0,20,15,33
"MSTRG.12156",2,2,0,27,23,31
"MSTRG.6921",1297,978,913,13,18,0
"MSTRG.17676",99,86,102,5,9,10
"MSTRG.17675",1588,1385,816,27,26,28
"MSTRG.17674",303,185,179,30,24,31
"MSTRG.17673",2016,1258,2091,2,7,9
"MSTRG.17672",1327,944,1158,28,15,21
"MSTRG.17671",303,289,232,20,11,14
"MSTRG.17670",521,554,332,35,36,39
"MSTRG.17679",4528,3937,2344,63,60,77
"MSTRG.17678",397,485,894,0,0,19
"MSTRG.3113",0,0,0,38,19,34
"MSTRG.3118",0,2,18,58,40,67
"MSTRG.3119",0,0,0,28,19,25
"MSTRG.37327",22,99,38,34,27,22
"MSTRG.28058",0,0,6,16,13,32
"MSTRG.48129",377,185,993,6,11,11
"MSTRG.48128",1503,972,1482,7,11,9
"MSTRG.28055",66,130,104,48,51,53
"MSTRG.48126",21,13,66,23,35,45
"MSTRG.28057",41,96,31,11,10,6
"MSTRG.28051",14,15,21,10,9,4
"MSTRG.48122",98,158,120,25,16,7
"MSTRG.28053",118,123,150,0,3,11
"MSTRG.48120",120,94,54,9,12,9
"MSTRG.10503",5,19,0,20,15,6
"MSTRG.49291",22,38,0,23,15,20
"MSTRG.7038",91,92,65,37,36,38
"MSTRG.25505",198,147,152,15,9,20
"MSTRG.25508",685,499,444,104,27,92
"MSTRG.42172",107,72,128,13,4,33
"MSTRG.42170",1258,1011,748,39,32,38
"MSTRG.42178",20,0,0,24,18,84
"MSTRG.42179",52,61,68,8,3,18
"MSTRG.7034",24,31,36,10,16,3
"MSTRG.12840",0,0,0,20,15,26
"MSTRG.11639",357,252,193,9,13,9
"MSTRG.4460",228,193,57,19,20,16
"MSTRG.4463",893,604,647,95,62,66
"MSTRG.4462",809,462,552,34,34,36
"MSTRG.4465",2383,2002,1271,72,49,96
"MSTRG.4464",509,369,302,16,19,21
"MSTRG.4467",4,6,0,19,12,20
"MSTRG.4466",7,0,0,40,28,27
"MSTRG.25472",84,73,39,18,9,4
"MSTRG.25474",300,231,161,20,20,12
"MSTRG.11637",130,43,131,17,12,16
"MSTRG.11636",10,162,203,22,27,21
"MSTRG.51527",0,10,3,18,20,13
"MSTRG.23143",114,82,159,59,40,42
"MSTRG.23147",0,0,0,23,23,11
"MSTRG.23148",10,0,0,38,45,19
"MSTRG.23149",66,0,97,34,12,17
"MSTRG.46215",0,0,0,23,25,36
"MSTRG.46212",157,108,137,13,13,9
"MSTRG.46211",110,212,71,3,5,4
"MSTRG.46210",141,198,108,9,9,5
"MSTRG.26549",0,0,0,29,27,26
"MSTRG.18371",67,10,51,25,27,29
"MSTRG.18370",0,0,0,27,32,30
"MSTRG.18377",0,14,13,26,14,34
"MSTRG.18375",3,4,1,46,31,50
"MSTRG.53967",1559,1364,1139,114,74,60
"MSTRG.53966",134,1264,813,29,20,17
"MSTRG.18379",7,2,4,24,21,15
"MSTRG.53964",616,518,386,8,11,20
"MSTRG.53963",259,224,172,9,7,11
"MSTRG.53962",2912,6956,6588,28,20,65
"MSTRG.53961",186,116,113,11,15,14
"MSTRG.53960",400,372,329,10,12,0
"MSTRG.10145",2,12,83,3,13,8
"MSTRG.10147",7,2,28,14,9,11
"MSTRG.10149",0,0,0,38,51,84
"MSTRG.13497",512,816,335,2,2,2
"MSTRG.13496",44,34,23,7,3,3
"MSTRG.13495",66,80,60,21,14,17
"MSTRG.13494",60,24,16,0,8,7
"MSTRG.13493",184,126,80,12,9,9
"MSTRG.13492",409,200,200,30,27,37
"MSTRG.13491",1,1,31,13,12,13
"MSTRG.13490",231,206,279,0,0,0
"MSTRG.14710",0,0,0,32,14,15
"MSTRG.14713",14,10,5,120,67,64
"MSTRG.14715",5,0,3,12,17,16
"MSTRG.39501",0,0,0,22,14,18
"MSTRG.1238",512,48,46,62,28,15
"MSTRG.1232",0,0,0,40,28,29
"MSTRG.1231",653,2233,1941,14,8,15
"MSTRG.1230",1,0,0,11,17,12
"MSTRG.1235",42,55,23,12,4,7
"MSTRG.921",8,2,3,23,17,14
"MSTRG.44105",545,426,463,12,11,11
"MSTRG.44104",143,179,81,35,26,17
"MSTRG.44107",137,117,92,5,5,0
"MSTRG.44101",532,716,408,38,50,48
"MSTRG.44103",23,34,29,6,21,8
"MSTRG.44102",154,264,93,62,60,80
"MSTRG.44109",209,102,56,62,48,45
"MSTRG.44108",33,0,11,29,15,13
"MSTRG.920",9,6,5,22,19,18
"MSTRG.41889",247,248,74,20,21,31
"MSTRG.41883",429,486,652,27,20,24
"MSTRG.41882",194,199,201,36,13,13
"MSTRG.41881",149,166,114,18,8,22
"MSTRG.41880",171,99,138,0,0,5
"MSTRG.41887",280,16,29,10,5,15
"MSTRG.41886",5978,3399,3509,17,4,12
"MSTRG.41885",1297,760,678,38,49,41
"MSTRG.41884",53,44,46,36,41,45
"MSTRG.13728",1,0,0,23,23,21
"MSTRG.14705",0,0,0,43,32,23
"MSTRG.13721",9,66,50,18,5,0
"MSTRG.13720",0,7,0,62,59,52
"MSTRG.13727",0,0,0,40,36,27
"MSTRG.32889",8,18,0,14,11,19
"MSTRG.12459",14,50,4,4,14,5
"MSTRG.19408",550,376,408,30,44,26
"MSTRG.19409",12,25,42,1,8,1
"MSTRG.32881",362,198,296,23,16,13
"MSTRG.19407",0,0,4,27,18,17
"MSTRG.19404",0,46,192,22,44,30
"MSTRG.32882",7,18,26,12,5,8
"MSTRG.32884",0,0,2,24,20,32
"MSTRG.12457",584,573,358,19,17,17
"MSTRG.32827",3,7,33,14,12,12
"MSTRG.38670",462,297,323,12,12,9
"MSTRG.38671",0,0,0,25,15,16
"MSTRG.38672",169,112,150,0,6,11
"MSTRG.38674",1250,1049,909,47,33,47
"MSTRG.38675",116,67,109,17,9,19
"MSTRG.38676",27,8,20,10,3,12
"MSTRG.7178",1216,1118,2068,15,8,8
"MSTRG.7176",22,26,35,23,13,15
"MSTRG.7177",324,2286,1499,11,14,18
"MSTRG.7174",48,106,70,22,22,26
"MSTRG.7175",36,83,109,19,25,18
"MSTRG.7172",36,76,52,11,13,18
"MSTRG.7170",1068,1046,778,76,53,75
"MSTRG.7171",299,212,220,14,0,9
"MSTRG.33288",1209,6130,3446,12,9,21
"MSTRG.33284",119,416,33,8,0,14
"MSTRG.5053",9,3,0,22,20,22
"MSTRG.33286",160,249,218,26,32,31
"MSTRG.33287",195,616,336,28,13,37
"MSTRG.33280",177,98,0,13,13,0
"MSTRG.33281",5,8,0,24,25,16
"MSTRG.33282",4,9,11,27,40,26
"MSTRG.33283",217,331,114,29,19,13
"MSTRG.32825",0,0,0,14,22,12
"MSTRG.43658",218,82,91,7,7,7
"MSTRG.31847",198,218,250,30,36,42
"MSTRG.45768",787,738,746,6,4,9
"MSTRG.45769",5,25,9,10,21,23
"MSTRG.45766",5345,4270,6744,10,7,0
"MSTRG.45767",0,0,0,63,45,65
"MSTRG.45764",178,222,326,14,17,16
"MSTRG.45765",1748,2222,1160,27,22,30
"MSTRG.45762",378,303,367,3,9,11
"MSTRG.45763",714,854,755,7,10,12
"MSTRG.45760",818,723,647,15,0,19
"MSTRG.45761",436,322,325,16,32,20
"MSTRG.33428",11,13,0,14,11,17
"MSTRG.33429",25,31,17,68,62,54
"MSTRG.19490",430,423,235,11,10,23
"MSTRG.33420",512,377,434,46,24,36
"MSTRG.33422",210,65,36,15,31,23
"MSTRG.33426",0,0,0,12,15,20
"MSTRG.33427",4,3,4,33,34,22
"MSTRG.34811",1053,764,824,32,32,25
"MSTRG.34812",532,474,348,56,67,74
"MSTRG.34813",0,2,3,19,13,18
"MSTRG.34815",6,1,5,50,35,39
"MSTRG.34817",0,3,0,41,35,33
"MSTRG.34818",5,0,6,14,13,20
"MSTRG.7827",0,0,0,29,30,32
"MSTRG.154",371,239,167,12,10,9
"MSTRG.155",0,0,0,15,12,12
"MSTRG.156",125,146,143,2,2,1
"MSTRG.157",28,8,7,18,29,13
"MSTRG.150",13,0,11,33,35,45
"MSTRG.40303",0,9,0,16,21,11
"MSTRG.40302",60,127,124,3,5,2
"MSTRG.40301",26,66,42,3,0,0
"MSTRG.40300",38,91,81,0,3,3
"MSTRG.40307",44,165,114,2,4,1
"MSTRG.159",244,4,7,69,89,12
"MSTRG.9466",17,9,21,20,16,24
"MSTRG.9464",18,38,55,43,22,32
"MSTRG.9465",0,0,0,13,18,23
"MSTRG.9462",438,507,1407,6,11,17
"MSTRG.9468",171,93,73,38,58,47
"MSTRG.42238",201,182,134,7,12,10
"MSTRG.36558",107,66,30,12,12,10
"MSTRG.36557",1,3,5,17,17,21
"MSTRG.36556",17,11,51,15,15,17
"MSTRG.42237",4,0,0,15,31,13
"MSTRG.42236",0,0,0,24,28,14
"MSTRG.42231",31,10,0,21,25,8
"MSTRG.42230",12,100,19,0,15,4
"MSTRG.34266",0,0,0,25,36,40
"MSTRG.52019",168,122,141,6,6,6
"MSTRG.20143",0,0,0,31,19,24
"MSTRG.20142",0,1,1,17,12,12
"MSTRG.41129",313,356,363,74,66,76
"MSTRG.21446",0,0,0,48,12,29
"MSTRG.21817",376,307,330,19,13,27
"MSTRG.21815",561,366,245,19,14,19
"MSTRG.21813",114,79,102,13,4,11
"MSTRG.21810",0,0,0,19,13,15
"MSTRG.21811",0,0,0,15,13,26
"MSTRG.45840",611,381,148,23,27,32
"MSTRG.20495",46,74,36,20,29,23
"MSTRG.20497",706,306,422,32,20,37
"MSTRG.20496",16,17,16,8,15,17
"MSTRG.20491",3174,2397,1681,108,95,135
"MSTRG.20490",181,153,137,23,10,14
"MSTRG.20493",262,342,362,8,9,8
"MSTRG.20492",144,107,109,20,17,16
"MSTRG.20498",77,112,68,13,6,8
"MSTRG.39993",2,2,2,15,15,16
"MSTRG.39997",0,0,0,16,13,21
"MSTRG.30246",0,0,0,12,13,20
"MSTRG.30249",25,8,6,15,22,18
"MSTRG.23215",366,364,188,22,23,16
"MSTRG.37730",310,153,184,30,30,16
"MSTRG.37731",119,181,75,13,18,32
"MSTRG.37732",119,84,83,11,8,10
"MSTRG.37733",38,24,49,2,3,2
"MSTRG.37734",1099,1016,859,18,21,20
"MSTRG.37735",100,350,125,19,13,12
"MSTRG.37736",353,301,198,12,11,0
"MSTRG.37737",6190,3794,2608,59,55,77
"MSTRG.37738",1581,1263,1041,52,47,56
"MSTRG.42649",142,88,32,24,17,20
"MSTRG.35393",0,4,0,77,46,30
"MSTRG.35394",0,0,0,30,18,11
"MSTRG.16631",184,172,143,8,14,8
"MSTRG.29206",48,44,84,19,13,9
"MSTRG.21365",0,0,0,26,12,17
"MSTRG.21367",13,6,11,18,10,14
"MSTRG.21360",179,147,178,29,26,12
"MSTRG.21361",17,7,8,21,17,20
"MSTRG.21363",0,0,0,15,11,13
"MSTRG.4011",47,38,45,7,0,0
"MSTRG.24561",1019,532,520,12,0,13
"MSTRG.34047",8,3,0,28,31,39
"MSTRG.34046",5,13,3,16,11,10
"MSTRG.6703",237,216,148,19,9,11
"MSTRG.6701",1074,1214,908,30,16,25
"MSTRG.6709",26,19,14,13,12,9
"MSTRG.44310",46,28,39,3,12,0
"MSTRG.47561",5989,4779,2256,92,32,157
"MSTRG.36365",2,2,0,25,22,27
"MSTRG.33310",294,320,339,12,12,13
"MSTRG.9214",0,0,2,22,14,13
"MSTRG.29209",1206,830,506,48,0,21
"MSTRG.44278",7287,8691,12628,15,22,28
"MSTRG.11439",0,3,0,14,20,13
"MSTRG.11438",0,0,0,11,20,44
"MSTRG.11437",0,22,20,5,13,20
"MSTRG.11435",0,19,10,9,17,31
"MSTRG.14639",0,0,0,13,18,21
"MSTRG.33318",180,127,125,0,7,6
"MSTRG.44270",80,90,44,6,5,3
"MSTRG.11381",2,3,0,11,25,20
"MSTRG.11382",2,0,0,20,35,26
"MSTRG.11384",0,0,0,14,13,14
"MSTRG.11387",4,8,8,69,52,38
"MSTRG.11389",0,0,0,36,37,15
"MSTRG.11388",0,0,0,28,14,12
"MSTRG.19494",1956,1278,1015,96,55,82
"MSTRG.23438",17,37,6,39,24,23
"MSTRG.23439",125,77,93,64,34,44
"MSTRG.23432",373,525,296,0,5,7
"MSTRG.23433",518,553,666,13,15,26
"MSTRG.23430",938,825,894,13,16,21
"MSTRG.23431",8931,7516,7063,18,13,20
"MSTRG.23436",189,161,150,19,16,19
"MSTRG.23437",424,450,405,20,15,24
"MSTRG.23434",229,215,310,11,15,5
"MSTRG.27328",17,20,5,14,0,8
"MSTRG.46050",664,671,432,46,30,34
"MSTRG.35805",512,367,220,46,34,39
"MSTRG.35807",119,121,128,0,10,11
"MSTRG.24971",15,41,34,18,12,20
"MSTRG.48359",0,5,0,44,31,34
"MSTRG.50949",0,0,0,17,12,19
"MSTRG.50945",0,2,2,11,17,24
"MSTRG.50940",844,801,632,50,29,39
"MSTRG.50942",445,365,240,81,97,104
"MSTRG.50943",1116,831,751,22,15,11
"MSTRG.48356",13,7,18,11,11,15
"MSTRG.20808",399,230,386,15,7,4
"MSTRG.20809",924,749,848,39,22,16
"MSTRG.20806",0,0,0,17,46,28
"MSTRG.20804",2,60,37,4,23,12
"MSTRG.25877",0,0,0,24,11,13
"MSTRG.20802",191,425,2194,0,1,2
"MSTRG.20803",0,50,19,7,18,10
"MSTRG.49002",566,343,473,38,40,33
"MSTRG.38915",236,125,11,29,9,10
"MSTRG.42053",3175,2604,915,133,153,139
"MSTRG.49000",319,81,125,29,31,52
"MSTRG.47018",406,278,232,26,25,17
"MSTRG.47019",47,37,10,2,14,6
"MSTRG.47016",16,19,42,13,18,33
"MSTRG.47012",207,233,229,0,6,13
"MSTRG.47013",16,32,12,8,12,18
"MSTRG.14260",100,90,67,12,20,19
"MSTRG.14262",50,12,88,10,9,14
"MSTRG.14265",0,3,0,12,13,12
"MSTRG.42057",894,627,1413,15,0,24
"MSTRG.14266",359,272,237,36,38,29
"MSTRG.25609",314,286,152,14,10,20
"MSTRG.53413",29,30,27,50,26,22
"MSTRG.53411",0,1,2,26,27,18
"MSTRG.19496",539,409,448,16,9,24
"MSTRG.13129",701,292,364,22,21,8
"MSTRG.13127",763,887,647,6,10,0
"MSTRG.13125",234,185,169,16,23,16
"MSTRG.13124",301,384,209,29,17,18
"MSTRG.13123",44,85,91,4,8,9
"MSTRG.13122",448,482,228,25,21,34
"MSTRG.12297",17,29,28,13,29,19
"MSTRG.14849",8,0,8,15,19,14
"MSTRG.14845",97,207,199,25,17,12
"MSTRG.14847",0,0,0,12,24,12
"MSTRG.14840",0,0,0,39,22,24
"MSTRG.14842",69,751,31,0,55,0
"MSTRG.40502",667,1142,826,12,14,15
"MSTRG.19174",0,0,0,35,41,27
"MSTRG.32719",357,243,135,20,18,10
"MSTRG.43718",7664,5896,3985,108,69,125
"MSTRG.2470",2132,1871,1916,30,36,48
"MSTRG.2471",548,397,320,41,27,31
"MSTRG.2472",0,2,3,14,13,16
"MSTRG.2473",4,0,0,19,16,22
"MSTRG.2476",0,0,0,32,27,26
"MSTRG.2477",3,0,11,17,11,19
"MSTRG.2478",0,178,27,124,125,106
"MSTRG.19499",1546,1542,1084,43,42,38
"MSTRG.45568",0,43,9,12,17,0
"MSTRG.45564",6,13,13,18,16,11
"MSTRG.45565",0,2,0,17,14,11
"MSTRG.45567",251,164,156,15,8,7
"MSTRG.45561",856,1150,629,13,21,22
"MSTRG.45562",184,237,108,10,3,0
"MSTRG.45563",253,313,132,10,9,0
"MSTRG.41419",19,19,25,24,10,15
"MSTRG.41414",6,3,0,22,21,29
"MSTRG.41410",0,0,0,11,17,11
"MSTRG.52454",138,198,120,14,0,0
"MSTRG.49640",0,0,0,22,16,14
"MSTRG.52456",531,269,263,16,17,11
"MSTRG.52457",185,122,461,10,4,4
"MSTRG.52450",713,374,371,37,51,41
"MSTRG.52451",143,72,38,12,0,5
"MSTRG.52453",773,708,513,38,57,28
"MSTRG.52458",234,138,157,14,22,25
"MSTRG.52459",2436,1933,1617,116,76,105
"MSTRG.49997",0,0,0,18,15,36
"MSTRG.51226",640,1069,82,32,38,22
"MSTRG.51227",29,61,73,24,14,25
"MSTRG.51224",167,184,13,12,11,11
"MSTRG.51222",9,23,7,18,19,13
"MSTRG.51221",11,85,25,11,25,18
"MSTRG.3701",0,0,0,23,27,12
"MSTRG.8136",4,23,95,17,29,33
"MSTRG.8135",100,122,62,16,22,18
"MSTRG.3702",437,373,172,11,10,31
"MSTRG.3706",4,0,20,31,14,12
"MSTRG.24913",4,0,15,25,28,21
