"","X1041.gtf","X1471.gtf","X1637.gtf","Sample1.gtf","Sample2.gtf","Sample3.gtf"
"STRG.221",965,712,840,188,137,188
"STRG.8611",1020,1072,670,1191,1175,1057
"STRG.21177",238,172,202,38,57,52
"STRG.10303",111,208,137,45,43,61
"STRG.10306",95,89,100,34,31,35
"STRG.10307",642,499,510,468,524,628
"STRG.10304",5080,5987,5054,467,468,564
"STRG.10305",1250,878,855,1106,1023,1263
"STRG.16958",438,383,348,403,440,510
"STRG.15346",20,23,16,25,31,49
"STRG.24279",37,35,25,7,4,4
"STRG.24278",289,370,284,75,72,90
"STRG.24277",69,74,75,14,14,21
"STRG.24273",57,75,54,78,83,81
"STRG.7305",168,123,64,146,175,134
"STRG.7304",10,8,15,34,49,57
"STRG.7301",18,11,8,20,39,38
"STRG.15223",490,353,421,119,91,131
"STRG.23723",550,367,375,119,85,97
"STRG.23720",106,94,127,120,132,153
"STRG.23728",2043,1815,2029,380,306,473
"STRG.22893",426,387,368,150,182,214
"STRG.22892",1083,1103,1120,982,1181,1229
"STRG.22894",1900,882,874,2265,1315,1739
"STRG.10561",107,101,122,87,148,161
"STRG.17547",124,126,115,104,221,141
"STRG.21818",390,179,221,328,257,396
"STRG.21812",131,91,82,85,165,135
"STRG.19314",48,82,65,48,174,149
"STRG.15872",147,65,56,110,209,164
"STRG.13510",330,236,260,206,290,295
"STRG.17581",359,388,195,62,40,39
"STRG.16829",230,402,287,316,383,405
"STRG.16828",285,244,222,216,343,329
"STRG.17582",150,156,195,22,55,56
"STRG.16820",43,27,24,125,89,89
"STRG.9023",115,103,111,23,15,45
"STRG.9020",163,157,145,57,37,24
"STRG.9027",720,441,432,224,227,212
"STRG.19194",88,106,80,18,32,36
"STRG.21690",757,471,557,142,174,155
"STRG.6807",4462,5257,3692,7425,7321,8797
"STRG.7545",187,184,160,141,295,262
"STRG.7544",179,151,169,59,65,58
"STRG.7541",52,56,65,55,170,188
"STRG.3657",29,21,31,167,185,222
"STRG.3656",129,70,108,122,127,141
"STRG.3655",24,9,16,191,174,246
"STRG.3654",22,21,29,165,188,226
"STRG.3652",157,135,114,24,40,32
"STRG.3658",30,9,24,162,158,212
"STRG.8844",269,209,303,343,306,456
"STRG.16003",253,137,187,63,60,66
"STRG.16000",548,706,611,907,959,902
"STRG.12988",3,4,3,19,21,33
"STRG.17750",148,141,98,38,47,40
"STRG.1499",583,385,450,364,565,597
"STRG.19803",200,248,182,37,55,65
"STRG.19801",485,243,360,125,89,117
"Pocillopora_acuta_HIv1_PredGene_g16605.t1",0,5,2,18,54,17
"STRG.19805",129,242,271,54,35,47
"STRG.10407",115,120,97,140,147,186
"STRG.18170",74,79,57,97,81,92
"STRG.18176",173,89,175,5,26,0
"STRG.529",15,46,41,3,0,4
"STRG.528",244,128,176,59,32,51
"STRG.524",312,463,248,65,133,70
"STRG.521",663,692,551,681,676,771
"STRG.523",1399,870,896,242,149,215
"STRG.16582",107,88,94,82,147,115
"STRG.16580",313,153,251,52,60,83
"STRG.16586",6,8,6,14,21,20
"STRG.11750",2400,6052,2524,760,1522,878
"STRG.11751",245,350,283,297,452,358
"STRG.11757",109,147,72,132,156,130
"STRG.11754",2389,4733,2301,629,886,631
"STRG.22616",194,229,191,168,308,223
"STRG.20617",380,340,349,105,83,81
"STRG.20615",198,199,114,58,52,29
"STRG.3543",126,106,100,93,248,188
"STRG.6304",215,153,158,22,36,42
"STRG.17874",41,233,33,899,1816,954
"STRG.23570",100,107,99,28,25,39
"STRG.23575",1004,1095,1085,743,1635,1441
"STRG.18253",366,1436,297,42,168,58
"STRG.18999",3285,2847,2587,885,1474,1230
"STRG.1658",48,52,26,55,79,51
"STRG.18818",581,796,576,791,1052,1014
"STRG.18819",318,307,226,97,91,70
"STRG.8094",863,881,725,280,334,300
"Pocillopora_acuta_HIv1_PredGene_g7516.t1",0,0,0,110,114,14
"STRG.5392",239,125,127,123,261,222
"STRG.16894",468,390,371,621,524,657
"STRG.69",77,59,57,14,23,15
"STRG.65",106,48,72,26,14,15
"STRG.11024",315,321,289,300,696,569
"STRG.14017",51,31,9,91,70,72
"STRG.14011",407,314,265,118,115,99
"STRG.8543",228,252,172,70,94,88
"STRG.21720",3265,3721,3136,136,174,165
"STRG.17344",452,349,382,62,71,66
"STRG.17343",123,122,109,19,29,23
"STRG.17340",12,23,57,94,61,80
"STRG.4538",662,585,480,524,648,687
"STRG.4533",164,164,97,31,48,22
"STRG.4532",248,186,261,46,13,56
"STRG.4534",849,819,685,328,412,382
"STRG.20450",8167,9488,7824,7609,8145,8397
"STRG.20456",26,37,51,179,200,364
"STRG.20189",111,164,93,157,672,305
"STRG.7875",23,34,40,49,90,65
"STRG.11958",7073,6495,5534,9736,14813,13316
"STRG.201",567,450,481,223,196,209
"STRG.23372",37,29,46,0,5,10
"STRG.23376",181,92,164,160,295,288
"STRG.6269",260,145,164,44,47,51
"STRG.6264",190,184,76,27,50,29
"STRG.6266",472,509,255,52,59,55
"STRG.16639",463,446,364,133,130,156
"STRG.3375",181,97,99,24,18,38
"STRG.16636",8771,10846,8411,936,939,944
"STRG.16631",168,143,109,57,33,41
"STRG.12709",355,1138,224,60,210,84
"STRG.9302",335,365,296,465,594,514
"STRG.12700",108,241,159,153,299,259
"STRG.12701",543,519,465,516,616,628
"STRG.12703",971,994,778,929,1200,971
"STRG.1283",91,89,45,92,179,110
"STRG.1280",711,673,585,180,237,256
"STRG.1287",52,64,48,129,325,276
"STRG.6489",837,634,586,71,75,88
"STRG.19717",210,248,249,87,79,113
"STRG.6485",754,415,553,677,844,894
"STRG.2393",197,198,127,176,289,210
"STRG.22131",99,167,119,33,50,41
"STRG.22133",202,201,150,53,37,45
"STRG.2023",169,212,166,29,57,32
"STRG.2021",1110,1057,1088,417,355,453
"STRG.19611",357,253,276,202,533,406
"STRG.19615",239,286,262,237,532,510
"STRG.19614",661,341,366,540,568,525
"Pocillopora_acuta_HIv1_PredGene_g4402.t1",0,0,0,15,12,11
"STRG.21441",148,131,170,200,205,232
"STRG.11543",719,819,587,677,913,758
"STRG.11545",460,616,418,403,689,542
"STRG.11548",60,62,55,10,12,17
"STRG.24160",166,161,104,183,168,184
"STRG.24162",80,115,78,191,354,363
"STRG.17632",334,278,272,98,143,134
"STRG.4687",21,29,14,62,82,42
"STRG.17962",348,262,301,271,305,366
"STRG.17960",185,93,99,132,137,188
"STRG.10538",1218,1173,1000,319,323,357
"STRG.4731",626,552,649,170,143,185
"STRG.4733",924,636,639,911,1006,995
"STRG.9271",521,413,416,199,150,179
"STRG.9278",94,126,70,24,33,17
"Pocillopora_acuta_HIv1_PredGene_g5348.t1",0,4,0,19,43,13
"STRG.4081",132,153,139,36,58,57
"STRG.4087",26,33,27,117,130,156
"STRG.4086",30,41,32,125,57,84
"STRG.4085",91,68,60,178,162,171
"STRG.4089",66,37,20,50,94,103
"STRG.4088",55,37,42,138,144,195
"STRG.4358",1448,1447,1249,1229,1249,1340
"STRG.15014",30,32,22,54,85,77
"STRG.15013",3,0,4,42,67,41
"STRG.17527",241,208,208,68,94,89
"STRG.17525",94,38,45,94,112,103
"Pocillopora_acuta_HIv1_PredGene_g3034.t1",0,12,0,40,381,348
"STRG.1553",3209,3650,2850,6745,11334,9731
"STRG.12547",174,165,123,125,175,348
"STRG.18723",219,94,149,36,38,51
"STRG.18725",208,112,148,271,253,425
"STRG.18727",61,50,49,10,15,15
"STRG.18728",147,195,144,51,60,57
"STRG.1048",384,388,418,134,173,148
"STRG.14874",194,146,124,32,67,46
"STRG.14875",254,136,245,216,230,311
"STRG.14877",116,22,54,10,6,5
"STRG.10247",229,243,212,79,109,83
"STRG.12094",147,162,92,136,188,187
"STRG.12097",389,427,424,456,433,598
"STRG.12091",89,18,25,149,61,111
"STRG.7360",189,143,169,23,40,32
"STRG.12098",173,127,130,146,166,152
"STRG.22338",441,315,316,88,113,171
"STRG.22334",2003,2147,1890,213,413,289
"STRG.22331",226,191,89,216,251,237
"STRG.16735",965,910,839,379,461,500
"STRG.16734",160,135,141,43,43,48
"STRG.16736",695,585,501,207,233,272
"STRG.16732",5779,6055,4754,9710,10278,10893
"STRG.22481",67,57,48,6,10,9
"STRG.22483",1148,651,713,692,1643,1496
"STRG.19451",76,68,59,17,13,12
"STRG.19454",575,710,633,183,250,263
"STRG.12202",703,633,726,197,255,290
"STRG.19182",256,315,251,219,357,362
"STRG.19184",319,128,157,48,46,55
"STRG.6814",379,336,282,76,76,121
"STRG.21684",524,400,318,154,146,143
"STRG.21683",5903,6911,6117,2409,3142,3314
"STRG.17062",8,0,7,19,20,27
"STRG.17064",2116,2252,1957,1522,3055,2674
"STRG.17065",1135,899,1080,803,969,982
"STRG.2788",284,465,232,342,1196,594
"Pocillopora_acuta_HIv1_PredGene_g449.t3",0,0,0,38,86,823
"STRG.3559",293,343,247,348,421,517
"STRG.3557",28,9,16,64,52,59
"STRG.7076",259,218,223,218,224,341
"STRG.10921",690,551,567,191,233,234
"STRG.10929",523,474,440,109,136,132
"STRG.11039",53,46,60,12,14,17
"STRG.20223",277,390,246,120,86,66
"STRG.20220",74,78,49,13,24,19
"STRG.11031",773,1102,890,713,1221,1080
"STRG.1899",89,60,47,11,17,14
"STRG.2609",228,100,91,49,22,26
"STRG.2607",207,84,74,32,22,37
"STRG.2606",18,7,3,19,40,27
"STRG.20408",509,376,349,488,557,484
"STRG.8579",296,249,232,94,94,125
"STRG.7389",488,292,332,94,128,95
"STRG.7380",112,141,114,31,27,38
"STRG.6037",158,146,85,146,146,153
"STRG.6030",120,122,63,9,23,6
"STRG.22818",92,80,67,23,13,14
"STRG.938",1593,1183,1152,2480,4696,3708
"STRG.939",51,30,24,39,83,47
"STRG.22810",6995,10483,7356,1177,1058,1299
"STRG.7925",128,139,82,18,18,35
"STRG.3237",200,121,144,164,183,202
"STRG.18447",37,44,42,9,9,11
"STRG.18446",170,131,130,31,25,33
"STRG.13592",31,20,27,0,3,2
"STRG.13597",772,488,445,184,249,272
"STRG.2825",510,157,393,711,205,919
"STRG.10023",140,140,72,19,16,23
"STRG.10026",1647,1367,1226,427,237,299
"STRG.2820",49,41,79,12,14,9
"STRG.12290",49,56,74,10,19,19
"STRG.12296",97,169,138,19,13,21
"STRG.6440",146,103,112,30,43,42
"STRG.5658",487,349,491,376,509,421
"STRG.5655",1475,1197,926,1122,1381,1234
"STRG.5654",59,105,59,76,151,116
"STRG.5656",201,134,107,36,32,32
"STRG.5650",211,156,134,324,263,298
"STRG.10481",160,169,100,21,24,23
"STRG.2350",459,555,406,414,606,556
"Pocillopora_acuta_HIv1_PredGene_g10307.t1",0,2,2,21,26,12
"STRG.4294",71,111,101,9,8,16
"STRG.4295",175,120,144,123,225,191
"STRG.4298",415,261,328,107,159,157
"STRG.16084",311,134,223,332,353,275
"STRG.17326",671,979,636,815,833,867
"STRG.15198",768,516,437,505,673,532
"STRG.8779",619,589,445,203,221,231
"STRG.15191",311,417,303,111,117,136
"STRG.8772",323,451,262,367,942,664
"STRG.6636",323,236,194,88,64,77
"STRG.6635",2463,3228,2195,122,70,57
"STRG.6632",392,421,389,441,1247,741
"STRG.6631",6531,5665,4024,5250,7900,5484
"STRG.2520",186,146,277,19,21,19
"STRG.2521",354,193,980,74,30,168
"STRG.12351",127,195,174,19,14,18
"STRG.12359",161,201,172,167,472,355
"STRG.12358",360,372,359,121,170,158
"STRG.2296",674,128,204,749,1125,1396
"STRG.1366",209,230,174,43,53,39
"STRG.18685",101,64,81,11,0,17
"STRG.18684",805,486,742,552,707,924
"STRG.839",356,341,338,116,142,120
"STRG.836",1823,1257,1148,333,293,343
"STRG.834",2285,2437,1725,4074,3694,4128
"STRG.833",54,40,86,96,110,96
"STRG.13750",140,121,98,40,51,41
"STRG.20922",10226,9763,8595,2723,2826,2876
"STRG.19226",55,43,48,10,8,13
"STRG.6990",443,314,363,120,78,140
"STRG.303",599,361,393,154,198,173
"STRG.306",786,523,607,259,145,284
"STRG.308",1835,1683,1388,3059,3092,3095
"STRG.10228",159,191,130,27,41,35
"STRG.21344",202,156,142,35,76,69
"STRG.21342",3,7,0,16,32,11
"STRG.3451",338,356,310,724,871,1001
"STRG.3454",526,614,505,546,752,701
"STRG.20696",101,138,106,27,28,43
"STRG.20695",688,631,618,159,269,204
"STRG.20694",11392,12909,10198,799,980,667
"STRG.8973",794,523,499,187,142,138
"STRG.9537",366,330,439,89,52,111
"STRG.7227",175,199,167,158,215,237
"STRG.7222",225,146,160,36,47,71
"STRG.7229",917,556,706,163,124,127
"STRG.16394",164,132,90,184,167,129
"STRG.23641",64,98,110,16,24,18
"STRG.23649",1,4,4,13,12,22
"STRG.22995",200,144,171,57,72,75
"STRG.6252",28,36,33,49,96,106
"STRG.22998",26,16,8,46,18,40
"STRG.6170",260,124,275,32,7,37
"STRG.18899",160,83,98,110,149,156
"STRG.22072",13,12,7,30,32,38
"STRG.13253",23,18,23,51,98,92
"STRG.20165",453,381,381,161,175,169
"STRG.12772",203,223,181,73,88,91
"STRG.20166",511,355,457,168,157,186
"STRG.14142",66,34,72,16,9,12
"STRG.14143",7524,8796,6820,579,592,736
"STRG.2894",372,280,253,403,383,419
"STRG.19384",689,447,479,689,526,664
"STRG.13983",1841,1375,1496,2046,2207,3010
"STRG.11056",438,377,488,127,190,151
"STRG.9961",467,330,391,523,1183,895
"STRG.9969",51,64,55,71,96,97
"STRG.5196",134,50,120,273,363,400
"STRG.5199",834,783,847,257,291,270
"STRG.5448",331,450,233,510,826,426
"STRG.5446",7795,10478,7253,0,2,0
"STRG.2874",7552,7344,6886,957,705,811
"STRG.2870",187,133,153,151,174,223
"STRG.2871",416,237,260,87,62,66
"STRG.2872",703,688,598,597,588,738
"STRG.2873",1606,1544,1324,1310,1498,1368
"STRG.2878",748,929,562,740,1233,914
"STRG.2879",555,429,659,127,109,178
"STRG.17929",198,174,157,47,62,65
"STRG.17927",68,75,86,72,85,145
"STRG.294",12,15,15,53,55,51
"STRG.4315",719,425,616,162,117,194
"STRG.5162",1169,1005,982,1915,3053,2858
"STRG.15788",219,417,358,351,632,362
"STRG.7756",54,45,47,210,339,461
"STRG.7757",413,251,406,351,651,623
"STRG.16323",1172,870,798,236,242,336
"STRG.16320",264,407,196,78,101,61
"STRG.16326",417,391,359,628,1007,968
"STRG.12832",436,349,273,383,582,483
"STRG.12833",237,265,217,67,116,101
"STRG.12835",227,132,193,57,56,77
"STRG.12839",913,623,699,822,1051,1150
"STRG.14782",137,118,87,20,14,27
"STRG.14781",24,19,11,37,62,53
"STRG.14786",60,42,49,116,239,190
"STRG.14784",123,158,93,190,259,271
"STRG.14785",49,27,28,93,203,111
"STRG.14789",731,674,569,918,977,854
"STRG.15436",149,131,103,141,184,184
"STRG.15434",1578,1330,1159,1257,1714,1620
"STRG.15438",321,200,260,86,109,110
"STRG.12786",406,391,307,81,116,103
"STRG.2054",669,789,719,940,1773,1582
"STRG.2055",192,218,187,267,524,429
"STRG.6402",595,836,842,670,1536,1116
"STRG.6407",44,77,68,72,106,125
"STRG.6406",123,245,166,190,368,309
"STRG.2310",4736,3679,4842,2813,8127,7368
"STRG.2314",1077,744,821,980,1072,1238
"STRG.2319",305,300,295,61,63,83
"STRG.1756",204,200,134,68,36,29
"STRG.1757",2137,1719,1484,1686,2031,1789
"STRG.1750",116,31,33,9,5,9
"STRG.9561",197,151,150,220,407,338
"STRG.1758",134,70,44,198,221,187
"STRG.1759",411,328,318,427,440,483
"STRG.19928",86,177,110,20,39,36
"Pocillopora_acuta_HIv1_PredGene_g29950.t1",0,0,5,438,126,594
"STRG.17148",15,33,15,46,104,52
"STRG.21997",67,57,48,15,13,21
"STRG.21996",641,475,462,36,25,24
"STRG.21992",229,307,216,22,48,35
"STRG.18345",182,176,189,49,37,74
"STRG.18342",47,43,33,67,112,90
"STRG.18343",7014,7142,6693,945,751,902
"STRG.18348",92,132,90,220,202,225
"STRG.19692",182,152,134,30,19,46
"STRG.13495",66,93,108,13,22,38
"STRG.19697",134,103,91,33,40,29
"STRG.3865",749,415,451,411,669,630
"STRG.23432",30,5,16,63,22,72
"STRG.7411",234,392,283,111,108,120
"STRG.7412",310,348,301,495,971,870
"STRG.7416",2019,2889,2250,271,305,290
"STRG.6864",1090,1029,986,860,978,938
"STRG.7182",90,108,86,94,187,158
"STRG.4288",1203,891,924,349,156,308
"STRG.16517",31,20,26,63,71,60
"STRG.18505",735,552,563,549,1219,761
"STRG.5560",73,90,61,82,104,85
"STRG.16957",8,17,9,20,42,22
"STRG.16956",3288,4256,2667,2817,7463,4935
"STRG.20556",186,110,227,15,22,33
"STRG.20559",205,97,128,54,33,38
"STRG.5761",276,310,156,54,64,99
"STRG.5762",187,77,138,13,23,21
"STRG.11511",189,263,211,78,49,65
"STRG.2930",172,212,111,27,64,44
"STRG.2937",239,227,150,84,57,66
"STRG.2936",15,22,20,24,33,41
"STRG.14085",105,69,74,23,24,29
"STRG.9166",13,14,7,31,40,19
"STRG.2689",264,220,186,82,75,88
"STRG.8069",17,10,8,11,35,38
"STRG.8060",92,44,92,146,207,183
"STRG.14621",5015,4872,6199,1650,1063,2276
"STRG.14620",31,0,14,71,35,105
"STRG.14625",1476,1718,1269,186,265,308
"STRG.14626",104,208,109,16,17,14
"STRG.8689",10,0,13,25,30,36
"STRG.8688",12,5,0,22,33,19
"STRG.8681",268,389,307,310,356,354
"STRG.8683",16,14,4,22,47,26
"STRG.8684",25,19,11,25,38,29
"STRG.6305",479,711,605,976,1299,1332
"STRG.1650",6,6,0,13,19,19
"STRG.18994",472,254,242,520,337,376
"STRG.16172",182,110,138,198,203,267
"STRG.16176",195,326,246,216,463,389
"STRG.16175",127,121,103,117,229,162
"STRG.16174",18,0,29,55,54,84
"STRG.16179",1116,827,612,356,254,276
"STRG.16178",363,272,265,85,128,105
"STRG.12660",272,191,148,264,320,351
"STRG.12666",2768,2754,2710,2671,6829,5503
"STRG.23148",336,279,257,120,120,118
"STRG.23140",419,358,396,105,138,141
"Pocillopora_acuta_HIv1_PredGene_g25739.t1",0,0,0,21,49,68
"STRG.13046",552,412,422,195,127,198
"STRG.13047",259,250,235,40,22,37
"STRG.2103",412,341,419,104,158,111
"STRG.2105",9,16,22,24,27,48
"STRG.2107",630,638,467,808,1273,1085
"STRG.19714",128,85,91,106,124,119
"STRG.19712",234,271,194,90,102,76
"STRG.19718",145,135,83,130,163,182
"STRG.10536",407,375,372,403,471,513
"STRG.419",142,182,100,39,50,33
"STRG.11379",23,4,4,65,26,26
"STRG.11373",16,10,7,19,27,27
"STRG.24281",60,65,95,19,23,14
"STRG.24283",210,275,230,41,49,70
"STRG.9675",8553,10236,7913,1214,1568,1483
"STRG.5353",207,282,267,469,655,656
"STRG.10657",822,844,528,1633,2633,1794
"STRG.9530",223,288,238,261,277,351
"STRG.9531",189,162,132,221,291,297
"STRG.9533",458,556,417,101,202,153
"STRG.4164",461,441,477,339,513,474
"STRG.4169",58,32,45,60,58,77
"STRG.17330",422,410,330,98,137,140
"STRG.12461",12,9,6,17,17,24
"STRG.12460",53,55,65,8,19,15
"STRG.12463",267,260,209,66,78,99
"STRG.12465",2894,1298,1699,2987,2527,3143
"STRG.18604",621,602,489,1068,3727,1843
"STRG.1392",3909,6289,4632,814,1295,1375
"STRG.22567",546,401,372,521,661,601
"STRG.22566",287,255,239,258,251,275
"STRG.19554",464,389,373,116,145,178
"STRG.19550",17,22,26,34,68,95
"STRG.9679",1125,1304,997,157,185,230
"STRG.9674",1022,407,446,1085,757,825
"STRG.21036",550,481,479,399,541,600
"STRG.659",115,140,79,85,348,186
"STRG.4409",143,93,140,148,159,138
"STRG.4401",56,336,132,7,47,31
"STRG.385",619,432,377,384,638,562
"STRG.384",154,156,162,124,191,204
"STRG.383",127,118,171,138,202,182
"STRG.8186",657,346,563,1127,623,958
"STRG.8187",247,333,259,87,117,107
"STRG.8183",995,849,681,1117,1166,1026
"STRG.8188",104,116,20,9,3,15
"STRG.11171",767,873,660,274,385,302
"STRG.20078",8977,10551,7776,587,380,514
"STRG.20077",472,466,336,544,1214,754
"STRG.2762",595,894,516,889,1582,1225
"STRG.2768",62,50,61,11,11,22
"STRG.8238",1304,1221,1176,931,1255,1313
"STRG.8239",179,222,195,155,274,242
"STRG.8236",23,105,60,87,336,133
"STRG.8230",185,79,97,230,285,277
"STRG.11824",7,2,5,11,13,17
"STRG.21648",157,168,202,57,51,55
"STRG.22918",14,0,19,28,103,70
"STRG.7842",23,34,23,33,75,43
"STRG.7843",456,256,361,108,113,132
"STRG.7847",1376,1047,794,1042,2946,1742
"STRG.22910",234,268,224,55,64,95
"STRG.1440",12,26,12,22,62,48
"STRG.1441",377,275,259,65,33,46
"STRG.1443",1034,1010,918,919,1427,1413
"STRG.1449",325,296,377,63,85,130
"STRG.22009",129,80,113,21,27,50
"STRG.22005",84,101,143,6,8,16
"STRG.22006",151,138,187,16,24,47
"STRG.10706",731,628,499,127,101,151
"STRG.22687",225,131,146,47,36,47
"STRG.9473",19,12,14,41,49,39
"Pocillopora_acuta_HIv1_PredGene_g20486.t2",0,0,0,1077,1419,1220
"Pocillopora_acuta_HIv1_PredGene_g28136.t1",0,0,0,27,47,44
"STRG.4647",83,28,66,7,5,0
"STRG.4646",1335,1029,914,326,360,458
"STRG.318",1337,1112,1111,1493,2563,2206
"STRG.20689",799,659,639,649,984,805
"STRG.4390",838,178,394,89,41,54
"STRG.14470",2456,2657,2067,3717,4547,4206
"STRG.14471",172,139,187,150,243,170
"STRG.14472",1860,2025,1653,2378,3256,3329
"STRG.14476",970,953,758,1390,1354,1671
"STRG.8436",10,3,8,23,21,21
"STRG.8432",10,6,0,13,20,27
"STRG.2148",865,629,441,635,702,639
"STRG.15709",87,120,118,125,178,208
"STRG.17419",490,361,310,390,465,492
"STRG.17418",1270,1696,1264,1173,1828,1693
"STRG.17414",3,7,4,15,15,13
"STRG.7747",1052,1122,946,2161,2935,2393
"STRG.7746",1857,1640,1509,2425,2907,2955
"STRG.11825",136,107,124,45,30,28
"STRG.1130",99,122,115,159,243,202
"STRG.1131",266,145,154,294,376,385
"STRG.1133",74,109,80,20,18,25
"STRG.1137",35,98,97,74,171,188
"STRG.18036",309,204,264,87,52,69
"STRG.18030",555,340,394,77,53,82
"STRG.12167",100,112,104,22,31,40
"STRG.22245",23,40,30,37,68,46
"STRG.16425",77,108,139,27,17,39
"STRG.21916",449,389,552,813,735,1314
"STRG.22794",279,203,300,549,587,715
"STRG.5258",970,731,795,309,282,322
"STRG.22792",419,359,325,89,115,126
"STRG.5250",207,95,155,34,41,38
"STRG.5252",43,12,37,0,6,4
"STRG.5255",184,143,200,48,54,54
"STRG.5257",1191,1246,872,1037,1138,984
"STRG.8573",119,184,114,280,481,404
"STRG.19076",62,42,50,80,100,108
"STRG.19070",56,77,60,13,23,14
"STRG.10143",22,25,35,198,138,255
"STRG.4794",923,1074,859,984,1703,1516
"STRG.21267",60,49,29,49,78,62
"STRG.21268",82,56,98,114,193,161
"STRG.20798",23,15,13,54,14,67
"STRG.20797",324,200,223,424,493,589
"STRG.8378",38,54,40,9,6,7
"STRG.8372",2320,2226,2142,3179,2834,3753
"STRG.8375",1593,1190,947,477,573,567
"STRG.1969",115,147,169,28,50,38
"STRG.1961",69,101,80,18,25,30
"STRG.20131",2557,2128,2810,254,122,169
"STRG.1965",47,53,47,60,111,106
"STRG.22916",49,16,28,39,76,74
"STRG.14136",29,30,48,4,7,5
"STRG.7494",618,357,498,188,216,208
"STRG.7496",972,1033,984,217,199,254
"STRG.22913",110,97,33,15,18,17
"STRG.7845",310,225,213,336,448,353
"STRG.6720",95,85,105,148,212,192
"STRG.6721",2,0,0,12,16,26
"STRG.6727",951,902,898,1004,1113,1447
"STRG.1442",105,92,106,16,43,29
"STRG.1233",162,175,169,36,35,31
"STRG.1232",951,1052,903,789,937,913
"STRG.13354",297,393,378,401,620,674
"STRG.14015",245,161,181,402,689,647
"Pocillopora_acuta_HIv1_PredGene_g19054.t1",0,0,3,114,110,150
"STRG.14307",594,526,543,150,109,121
"Pocillopora_acuta_HIv1_PredGene_g30770.t1",0,3,14,145,352,303
"STRG.5093",586,331,344,74,51,81
"STRG.16236",229,162,114,41,24,17
"STRG.9152",182,366,187,52,62,47
"STRG.8377",22,17,19,31,39,25
"STRG.9158",137,125,57,212,196,132
"STRG.7651",78,90,72,90,137,80
"STRG.8608",37,30,22,4,6,3
"STRG.16240",430,319,266,135,145,140
"STRG.3720",2973,2372,1940,5164,4356,4868
"STRG.3724",966,853,756,767,789,852
"STRG.6524",1,4,1,20,26,15
"STRG.17596",321,247,288,68,49,77
"STRG.2454",218,161,231,19,15,20
"STRG.2458",690,624,635,119,68,109
"STRG.18917",173,182,148,143,183,198
"STRG.18916",42,77,32,75,105,106
"STRG.18919",499,426,462,527,627,680
"STRG.18918",39,38,24,55,85,66
"STRG.17623",743,619,558,122,103,143
"STRG.9119",47,73,71,9,9,7
"STRG.22934",428,503,499,138,114,132
"STRG.18261",2139,1702,1584,595,546,745
"STRG.18262",78,81,63,90,85,106
"STRG.4934",44,39,28,52,50,53
"STRG.495",1565,853,903,972,1691,1445
"STRG.22456",59,79,68,8,26,17
"STRG.22455",688,834,593,248,247,276
"STRG.22454",816,630,561,205,229,237
"STRG.13624",1670,1029,1028,351,446,360
"STRG.13625",196,191,154,160,205,204
"STRG.13627",486,553,389,1449,1533,1565
"STRG.13620",487,438,380,64,26,40
"STRG.13628",171,87,118,34,32,44
"Pocillopora_acuta_HIv1_PredGene_125_t",0,0,0,12,16,58
"STRG.11667",900,755,775,964,912,1001
"STRG.11662",80,88,56,20,25,22
"STRG.11663",1119,978,1096,1296,2394,2283
"STRG.11661",262,312,180,488,739,574
