"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
"MSTRG.19849",68.4483907705851,2.55499014771108,0.456100770875786,5.60181063234139,2.12124228248674e-08,4.47054087045113e-07,"MSTRG.19849"
"MSTRG.19844",496.394656031116,1.43734572661141,0.554627153485875,2.59155311379469,0.00955437918494716,0.0378513747379452,"MSTRG.19844"
"MSTRG.10522",9.21200039893189,-6.85671591894471,1.53389082876475,-4.47014597803316,7.81662282658075e-06,8.72306875151237e-05,"MSTRG.10522"
"MSTRG.10520",91.301563628547,1.16243124713193,0.333085807328605,3.48988525345702,0.000483227986667741,0.00320877759098302,"MSTRG.10520"
"MSTRG.10521",543.661722734705,-1.54901798768054,0.241599772897122,-6.41150432016398,1.44090675298555e-10,4.68580967585137e-09,"MSTRG.10521"
"MSTRG.5662",11.8782782856923,6.83333174010652,1.47029894413715,4.64757984582292,3.3585210902383e-06,4.10249199343662e-05,"MSTRG.5662"
"MSTRG.5666",62.295745054843,-1.13676795287194,0.383379060662136,-2.96512790998189,0.00302557103125258,0.0150033492037019,"MSTRG.5666"
"MSTRG.3848",1073.68355400646,-0.972313750816111,0.172013846546044,-5.65253187658848,1.58101465797458e-08,3.44282593258722e-07,"MSTRG.3848"
"MSTRG.3849",345.593007861827,1.75110284974785,0.254204567414389,6.88855777675034,5.63608433969701e-12,2.29676283403171e-10,"MSTRG.3849"
"MSTRG.3844",200.766141952155,-1.60901817969324,0.324496117374401,-4.95851288672515,7.10348275417321e-07,1.03969156674717e-05,"MSTRG.3844"
"MSTRG.18719",48.0991623579412,1.79816185632707,0.420682946318513,4.27438733151217,1.91663594175237e-05,0.000191364503690726,"MSTRG.18719"
"MSTRG.18715",27.8548449943731,1.42753890106927,0.513495345597956,2.78004253262885,0.00543517791772809,0.0242465965614388,"MSTRG.18715"
"MSTRG.18713",227.313471541252,0.829196432209102,0.288411278210971,2.87504856728436,0.0040396535446221,0.0190236250313225,"MSTRG.18713"
"MSTRG.6314",982.778895554478,-0.900485797418245,0.173007759594703,-5.20488676073125,1.94114939461784e-07,3.26998768517013e-06,"MSTRG.6314"
"MSTRG.6319",158.037669436493,1.55488722492456,0.257730746203548,6.03299081630157,1.60952566049608e-09,4.2711252687465e-08,"MSTRG.6319"
"MSTRG.16180",1117.03523022652,-1.5716223058389,0.251119110519968,-6.25847352909418,3.88763866837997e-10,1.16226786490593e-08,"MSTRG.16180"
"MSTRG.9990",24.7623691016701,-1.78245469051766,0.658869270539967,-2.70532375725593,0.00682378471907571,0.0290365640060843,"MSTRG.9990"
"MSTRG.9997",545.035136404936,-0.95786040500521,0.274673530939365,-3.48726869214297,0.000487980831949514,0.00323223264476298,"MSTRG.9997"
"MSTRG.9994",321.396758230479,-0.785416784116852,0.203107293734564,-3.86700432896956,0.000110180472834545,0.000891336428095608,"MSTRG.9994"
"MSTRG.15172",558.12246603907,-0.730027441394461,0.21540866771157,-3.38903466211471,0.000701391437726113,0.00442368590654995,"MSTRG.15172"
"MSTRG.20690",236.083785420537,1.36243999949014,0.259292085851913,5.25446040905492,1.4845907572027e-07,2.58056032327217e-06,"MSTRG.20690"
"MSTRG.20525",25.5770202466708,-2.23771675804245,0.587017252146888,-3.8120119125264,0.000137840231713036,0.00108298313252298,"MSTRG.20525"
"MSTRG.20521",102.723751284826,0.936009968018487,0.364642384391159,2.56692586513588,0.010260454625173,0.0401146197746115,"MSTRG.20521"
"MSTRG.17327",50.0233097533283,1.1729013699669,0.443328165662896,2.64567302691696,0.0081528579691365,0.0334667578327647,"MSTRG.17327"
"MSTRG.17328",119.352952237328,1.24572666011033,0.369837214109549,3.36831073938744,0.000756303026258025,0.00470669328572178,"MSTRG.17328"
"MSTRG.16053",195.226962730327,-0.977617563615604,0.340831287513096,-2.8683328069699,0.00412641226118246,0.0193439116071947,"MSTRG.16053"
