"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
"MSTRG.43175",53.6402116994792,1.71786376582738,0.512033798666093,3.35498119519182,0.000793703797189403,0.00178042635327169,"MSTRG.43175"
"MSTRG.43170",26.3231599910673,-4.97440499306916,0.627599847410283,-7.92607744185321,2.2617657471112e-15,2.37369240251205e-14,"MSTRG.43170"
"MSTRG.37307",50.2559450725994,-4.79878858430934,0.512465301362096,-9.36412391542315,7.66838048583159e-21,1.61054535258052e-19,"MSTRG.37307"
"MSTRG.37308",20.927697452121,-5.99204978852369,0.831534152797508,-7.20601765828235,5.76119352964425e-13,4.46126484246059e-12,"MSTRG.37308"
"MSTRG.20435",44.9184338790817,-1.64407373476178,0.456768055844,-3.59936233221021,0.000318998456972671,0.000769005440549386,"MSTRG.20435"
"MSTRG.38304",25.3431230055923,-5.26109104568299,0.700971132898242,-7.50543181989597,6.12264316824954e-14,5.35469230560555e-13,"MSTRG.38304"
"MSTRG.18716",207.905861792267,0.919912905416341,0.328993693983266,2.79614145267822,0.00517167596388851,0.00990154759885135,"MSTRG.18716"
"MSTRG.18711",106.992997280119,1.05375973079689,0.387899100131493,2.71658204527847,0.0065959844546549,0.0123948559983664,"MSTRG.18711"
"MSTRG.18710",47.3471129579032,-2.22479488592828,0.435326503921737,-5.11063504263055,3.21077706996519e-07,1.22265186828864e-06,"MSTRG.18710"
"MSTRG.33375",57.9678497904678,-2.30729146331081,0.451471452197787,-5.11060323322503,3.21131776333282e-07,1.22265186828864e-06,"MSTRG.33375"
"MSTRG.44259",102.977300965921,-5.71132603484045,0.474825750636585,-12.0282567387793,2.52434523293982e-33,1.97222245561725e-31,"MSTRG.44259"
"MSTRG.33371",184.443922875523,1.07475584958933,0.374344032472331,2.87103775233487,0.00409126660454121,0.00800058654067511,"MSTRG.33371"
"MSTRG.33372",225.393572727958,0.941391528527506,0.417671205559344,2.25390574211789,0.024202098373255,0.0402456913973255,"MSTRG.33372"
"MSTRG.44255",48.9596482264832,-1.781405122848,0.492656578597863,-3.61591664505529,0.000299286676747095,0.000724200374536124,"MSTRG.44255"
"MSTRG.44254",247.035770098461,1.07664975977728,0.379758973240579,2.83508708323586,0.00458131957508407,0.00886606570469474,"MSTRG.44254"
"MSTRG.9992",34.0199067217516,-2.355845759817,0.613797427524963,-3.83814863694779,0.00012396543906892,0.000318702739962711,"MSTRG.9992"
"MSTRG.9996",289.019963868549,2.44803836696113,0.328300791194592,7.4566934732427,8.87207814595687e-14,7.61735666421774e-13,"MSTRG.9996"
"MSTRG.9994",114.510293081695,-3.24004215701892,0.347191002881443,-9.33216048264162,1.03734459892535e-20,2.14240646120504e-19,"MSTRG.9994"
"MSTRG.9998",200.226149613164,0.881964608437285,0.35871511700124,2.45867700199051,0.0139450016281221,0.0244484438557438,"MSTRG.9998"
"MSTRG.9999",170.424592492913,1.2353090586447,0.388584398465993,3.17899808515552,0.00147785067458135,0.0031426038646919,"MSTRG.9999"
"MSTRG.34741",70.9465681579091,2.21338327430808,0.472631037086145,4.68311029244711,2.82554378561625e-06,9.40530280037727e-06,"MSTRG.34741"
"MSTRG.34746",29.5010143541379,-3.13289021599313,0.529754318996061,-5.91385497702081,3.34192157637076e-09,1.65514216880478e-08,"MSTRG.34746"
