"","X1041.2","X1471.2","X1637.2","Sample1.2","Sample2.2","Sample3.2"
"MSTRG.10958",364,338,328,456,557,671
"MSTRG.10952",274,206,204,256,416,317
"MSTRG.10957",2,2,3,17,24,18
"MSTRG.10956",127,147,132,68,49,64
"MSTRG.10955",270,226,140,310,278,303
"MSTRG.13609",100,132,116,119,183,160
"MSTRG.13605",55,51,26,85,57,83
"MSTRG.7236",87,61,55,22,26,22
"MSTRG.7231",107,44,65,26,13,16
"MSTRG.18897",11776,13359,11361,2530,3307,2546
"MSTRG.18895",912,973,795,401,391,398
"MSTRG.18899",49,66,39,20,16,12
"MSTRG.7900",37,39,56,14,11,8
"MSTRG.7904",55,58,20,82,137,148
"MSTRG.7909",23,27,32,8,8,8
"MSTRG.7908",89,91,55,36,32,24
"MSTRG.3266",210,177,260,72,82,109
"MSTRG.3265",513,850,497,161,228,135
"MSTRG.3263",513,536,465,669,716,635
"MSTRG.3260",2827,1748,2397,1096,782,1345
"MSTRG.9502",43,51,77,95,163,125
"MSTRG.9509",7805,9235,7395,1034,1235,1110
"MSTRG.949",7383,7124,5793,833,688,854
"MSTRG.948",133,151,101,17,15,24
"MSTRG.941",231,99,159,220,191,314
"MSTRG.944",324,56,71,650,137,237
"MSTRG.19482",537,572,417,657,734,695
"MSTRG.21000",1280,1230,1062,1744,2175,2123
"MSTRG.21007",149,172,161,174,190,215
"MSTRG.6623",108,81,101,33,53,35
"MSTRG.6629",204,363,185,78,115,77
"MSTRG.11266",2734,2477,2015,1048,685,812
"MSTRG.23578",30,26,35,5,6,8
"MSTRG.23577",82,47,67,18,15,13
"MSTRG.23575",588,200,481,160,84,165
"MSTRG.23573",199,68,524,52,22,98
"MSTRG.6174",18,25,8,26,52,25
"MSTRG.25934",99,186,117,136,326,186
"MSTRG.25939",51,48,37,107,156,132
"MSTRG.25938",145,145,143,33,32,32
"MSTRG.8853",410,313,177,438,474,314
"MSTRG.9100",70,135,202,16,21,28
"MSTRG.14343",30,23,20,44,35,65
"MSTRG.14340",561,617,519,264,303,275
"MSTRG.9106",6,7,4,13,13,18
"MSTRG.10288",182,290,201,39,86,83
"MSTRG.10285",43,74,71,11,17,18
"MSTRG.10283",27,23,14,34,55,50
"MSTRG.25065",873,926,882,238,195,249
"MSTRG.25062",56,21,58,9,9,19
"MSTRG.25069",128,140,114,35,41,56
"MSTRG.23895",261,111,317,54,35,78
"MSTRG.13373",1101,1001,861,1609,1884,1806
"MSTRG.23898",366,242,241,283,393,378
"MSTRG.12021",866,871,795,1150,1362,1359
"MSTRG.12023",189,294,191,340,552,526
"MSTRG.12028",158,113,151,59,53,42
"MSTRG.2336",260,191,216,86,116,122
"MSTRG.2335",102,78,71,71,268,130
"MSTRG.13952",842,779,795,1127,1109,1430
"MSTRG.13951",59,59,35,9,9,8
"MSTRG.17703",244,455,263,726,854,796
"MSTRG.17700",309,223,216,333,366,469
"MSTRG.17707",615,444,398,205,266,159
"MSTRG.17705",1126,1018,908,1071,1048,1225
"MSTRG.17704",347,290,211,95,99,110
"MSTRG.16258",140,76,31,190,183,138
"MSTRG.3063",124,105,115,48,37,59
"MSTRG.24811",335,177,383,603,342,851
"MSTRG.4594",43,20,78,13,15,12
"MSTRG.11707",21,22,16,32,43,36
"MSTRG.11706",320,331,370,136,99,86
"MSTRG.1511",1061,642,831,386,330,453
"MSTRG.22306",489,342,408,370,519,575
"MSTRG.9747",382,457,399,116,126,109
"MSTRG.15284",446,301,285,411,357,464
"MSTRG.15286",48,23,67,75,56,101
"MSTRG.4045",251,189,208,59,44,41
"MSTRG.19886",43,32,26,56,42,50
"MSTRG.19885",23,27,15,37,45,33
"MSTRG.15139",32,44,41,45,72,67
"MSTRG.15130",54,47,59,12,9,15
"MSTRG.18288",297,136,186,261,340,292
"MSTRG.3805",3830,3235,2724,1396,1458,1511
"MSTRG.14669",8,24,6,91,20,37
"MSTRG.10564",1148,513,659,165,80,186
"MSTRG.14661",123,130,112,284,354,325
"MSTRG.13032",9,3,5,14,18,16
"MSTRG.6356",437,519,365,464,591,569
"MSTRG.6351",122,117,122,260,205,356
"MSTRG.19572",108,101,67,12,30,39
"MSTRG.6978",178,138,243,61,74,80
"MSTRG.19576",1258,1195,1149,559,358,631
"MSTRG.6974",51,18,43,97,100,121
"MSTRG.7000",56,104,58,14,29,22
"MSTRG.7004",33,20,39,47,51,49
"MSTRG.2071",59,168,81,33,24,23
"MSTRG.2072",26,27,29,6,8,7
"MSTRG.20569",194,344,242,109,101,103
"MSTRG.8578",715,671,739,310,329,425
"MSTRG.5094",181,156,172,63,36,51
"MSTRG.754",251,324,253,240,562,429
"MSTRG.16639",95,59,74,8,10,17
"MSTRG.25302",270,118,144,59,46,53
"MSTRG.5547",483,336,332,574,619,663
"MSTRG.5546",41,20,48,95,83,75
"MSTRG.5541",469,176,206,86,47,56
"MSTRG.5548",280,231,264,241,388,351
"MSTRG.21210",283,207,238,92,103,135
"MSTRG.21214",1180,736,938,1713,1056,1367
"MSTRG.21215",681,422,602,1360,858,969
"MSTRG.16015",254,152,170,87,63,70
"MSTRG.16017",135,51,63,151,82,145
"MSTRG.11543",134,60,173,380,205,802
"MSTRG.11547",66,50,54,74,78,71
"MSTRG.11546",183,94,109,64,28,41
"MSTRG.11545",345,203,177,90,47,86
"MSTRG.22543",133,118,111,35,25,22
"MSTRG.11097",4,8,3,15,12,15
"MSTRG.11093",2151,723,1059,3914,2069,3236
"MSTRG.672",287,261,189,88,131,100
"MSTRG.16431",156,132,152,23,17,38
"MSTRG.15738",28,73,28,103,220,199
"MSTRG.15739",29,61,19,91,80,48
"MSTRG.15736",88,32,80,161,54,134
"MSTRG.15731",98,59,107,144,230,202
"MSTRG.15733",9,16,14,36,40,24
"MSTRG.24495",82,74,69,256,366,302
"MSTRG.24498",12,7,6,18,33,17
"MSTRG.20972",17,31,24,69,159,180
"MSTRG.10583",112,163,105,30,29,26
"MSTRG.9191",22,21,37,53,49,80
"MSTRG.14063",16708,21289,15529,3712,5102,4283
"MSTRG.14062",330,239,200,62,67,67
"MSTRG.14060",116,110,167,36,37,37
"MSTRG.10767",28710,42717,29280,7976,8223,7189
"MSTRG.10763",407,323,349,459,519,528
"MSTRG.13232",218,123,167,66,33,84
"MSTRG.13237",58,48,11,79,161,65
"MSTRG.12727",531,252,309,146,113,120
"MSTRG.12723",419,293,293,166,171,128
"MSTRG.12729",725,656,590,962,1661,1292
"MSTRG.17006",437,429,325,189,205,161
"MSTRG.17003",627,440,504,420,810,909
"MSTRG.17009",7877,8469,7584,3315,1967,2757
"MSTRG.1892",6160,6570,6010,710,529,792
"MSTRG.1890",171,118,72,27,13,31
"MSTRG.12183",52,71,45,15,23,23
"MSTRG.19373",157,138,132,71,49,57
"MSTRG.12189",92,249,134,25,64,42
"MSTRG.2276",117,136,136,215,257,297
"MSTRG.2275",402,401,404,208,181,173
"MSTRG.2279",45,39,21,10,10,7
"MSTRG.16359",257,126,118,74,47,39
"MSTRG.16352",72,55,83,88,115,102
"MSTRG.16356",64,110,74,98,217,129
"MSTRG.4949",144,219,119,52,72,72
"MSTRG.4946",1310,651,745,1617,1038,1324
"MSTRG.4947",143,92,111,49,28,43
"MSTRG.11168",1121,1048,943,270,223,314
"MSTRG.18131",281,493,342,496,676,628
"MSTRG.18135",144,139,116,35,35,31
"MSTRG.18134",102,102,50,20,41,23
"MSTRG.18137",242,178,109,269,215,271
"MSTRG.18136",755,795,628,851,762,847
"MSTRG.1706",11,59,46,63,106,89
"MSTRG.1705",737,602,496,245,232,241
"MSTRG.1704",610,732,527,289,243,274
"MSTRG.1700",28,45,31,4,13,13
"MSTRG.9283",148,219,163,310,610,397
"MSTRG.9286",333,441,186,733,1003,690
"MSTRG.9287",301,487,186,587,1216,625
"MSTRG.9284",93,72,106,103,183,189
"MSTRG.9285",88,57,101,124,190,183
"MSTRG.9289",183,90,148,208,310,307
"MSTRG.22043",1436,1467,1406,417,385,406
"MSTRG.22046",920,619,699,388,360,342
"MSTRG.22048",440,373,355,161,129,144
"MSTRG.17771",55,104,85,76,171,159
"MSTRG.12",645,642,546,209,237,256
"MSTRG.10",87,77,43,112,177,112
"MSTRG.17",51,59,46,167,340,298
"MSTRG.19",233,142,183,53,72,52
"MSTRG.15077",112,116,55,159,175,185
"MSTRG.10249",339,290,265,454,595,506
"MSTRG.10244",1017,1284,1017,527,532,583
"MSTRG.5709",1156,795,769,1533,1466,1472
"MSTRG.5701",143,99,116,178,161,205
"MSTRG.5707",199,116,108,34,34,45
"MSTRG.21929",280,303,276,380,474,525
"MSTRG.11592",374,335,353,185,127,193
"MSTRG.7708",440,229,217,575,336,379
"MSTRG.1281",54,42,39,64,111,73
"MSTRG.1286",10,27,16,32,56,63
"MSTRG.1287",33,16,17,47,59,48
"MSTRG.3191",70,220,111,148,559,191
"MSTRG.472",153,177,133,415,423,397
"MSTRG.475",677,646,731,948,1521,1277
"MSTRG.5442",20,11,14,80,35,54
"MSTRG.21535",411,524,506,550,1065,823
"MSTRG.21534",81,56,66,95,160,83
"MSTRG.17249",818,758,657,312,237,298
"MSTRG.16191",1002,372,457,259,114,139
"MSTRG.16195",2062,1692,1272,728,686,592
"MSTRG.13352",768,1386,824,5184,9439,6214
"MSTRG.25537",446,377,293,687,1007,853
"MSTRG.25536",234,172,204,57,50,44
"MSTRG.18655",195,69,85,689,596,371
"MSTRG.11350",191,282,227,64,61,61
"MSTRG.11355",137,100,102,32,50,43
"MSTRG.23269",114,62,135,47,31,34
"MSTRG.23267",635,494,497,793,1116,871
"MSTRG.23261",123,79,92,156,155,173
"MSTRG.24280",83,47,87,29,18,26
"MSTRG.24287",169,122,84,47,41,37
"MSTRG.14454",261,184,169,90,63,88
"MSTRG.14453",147,116,126,207,298,317
"MSTRG.14458",34,10,23,70,22,52
"MSTRG.23480",842,505,549,986,891,935
"MSTRG.23021",120,126,124,258,157,245
"MSTRG.10488",104,97,85,98,166,125
"MSTRG.10480",61,31,49,19,14,15
"MSTRG.10485",207,170,173,50,43,32
"MSTRG.25889",23,42,69,84,59,97
"MSTRG.25888",171,214,141,71,82,49
"MSTRG.25885",1023,919,773,1262,1671,1334
"MSTRG.15506",72,43,47,17,13,14
"MSTRG.16275",54,40,87,5,10,10
"MSTRG.16276",1168,978,1137,293,383,399
"MSTRG.1915",14,9,15,18,23,44
"MSTRG.484",344,296,291,337,489,434
"MSTRG.18818",775,898,600,952,1248,996
"MSTRG.18814",81,75,45,21,19,11
"MSTRG.8187",1364,1030,955,1639,2140,1794
"MSTRG.8184",108,134,75,39,18,22
"MSTRG.8183",509,242,249,110,143,138
"MSTRG.8181",598,566,474,588,716,606
"MSTRG.8188",113,33,44,158,106,104
"MSTRG.8189",277,271,143,253,561,301
"MSTRG.9858",105,58,121,262,147,321
"MSTRG.9853",1527,1675,1225,4074,3030,3422
"MSTRG.9856",26,37,48,88,66,108
"MSTRG.7983",315,289,241,335,514,459
"MSTRG.3401",16,18,9,34,35,33
"MSTRG.671",129,138,110,31,18,15
"MSTRG.8457",975,993,943,1241,1295,1422
"MSTRG.9583",129,194,141,54,78,71
"MSTRG.21736",67,103,54,156,139,124
"MSTRG.21731",23,64,31,8,11,8
"MSTRG.21730",23,19,12,43,32,41
"MSTRG.9321",1896,2017,1397,2568,3204,2863
"MSTRG.9320",1417,1863,1842,1900,2899,3151
"MSTRG.1131",173,226,162,43,76,52
"MSTRG.1132",1908,1980,1262,2925,3298,2322
"MSTRG.3044",237,271,172,89,108,87
"MSTRG.3045",18,19,18,36,51,42
"MSTRG.24832",54,59,50,10,18,12
"MSTRG.5938",188,199,153,224,330,329
"MSTRG.12612",241,210,149,49,50,55
"MSTRG.24835",466,208,288,407,454,574
"MSTRG.5932",59,86,41,16,22,20
"MSTRG.5936",88,103,100,147,143,184
"MSTRG.11729",650,452,526,877,1275,993
"MSTRG.11728",163,124,184,52,65,60
"MSTRG.18273",112,141,74,124,265,138
"MSTRG.11721",431,421,407,196,120,161
"MSTRG.11726",3271,2971,2160,989,830,636
"MSTRG.2386",446,317,585,104,47,94
"MSTRG.8847",816,738,706,1280,1019,1480
"MSTRG.24042",16,16,21,23,43,31
"MSTRG.24048",22,11,20,42,37,43
"MSTRG.3597",173,143,187,197,187,249
"MSTRG.23818",1353,1612,1082,1580,2120,1896
"MSTRG.23816",563,377,406,234,215,224
"MSTRG.23817",307,203,187,315,279,315
"MSTRG.23810",117,101,118,157,163,166
"MSTRG.1683",104,182,159,16,33,36
"MSTRG.8069",2432,2147,2028,2841,3254,3573
"MSTRG.22071",4644,5724,4433,595,590,603
"MSTRG.17788",2118,1966,1654,4507,4892,5021
"MSTRG.24894",23,35,29,61,76,44
"MSTRG.24890",967,1015,831,1122,2020,1416
"MSTRG.24892",491,369,373,59,70,93
"MSTRG.24899",155,171,182,246,514,377
"MSTRG.24898",34,76,46,13,12,8
"MSTRG.16789",802,821,721,1286,1122,1214
"MSTRG.3384",900,1050,1029,1925,2573,2191
"MSTRG.16780",538,223,386,176,70,154
"MSTRG.16786",80,101,146,467,439,720
"MSTRG.16787",738,601,460,797,951,866
"MSTRG.4518",106,140,165,232,267,231
"MSTRG.4515",128,80,138,32,48,44
"MSTRG.25766",1061,941,954,1628,2172,1975
"MSTRG.22388",52,94,64,78,137,116
"MSTRG.22387",304,226,182,341,336,320
"MSTRG.22386",347,229,176,640,662,684
"MSTRG.22381",41,63,43,101,107,81
"MSTRG.22380",35,34,39,88,62,73
"MSTRG.23030",11,15,19,37,25,37
"MSTRG.15205",526,598,606,156,148,201
"MSTRG.22923",104,129,90,159,282,195
"MSTRG.22922",53,46,49,85,133,91
"MSTRG.22920",37,79,21,71,119,65
"MSTRG.22927",503,471,466,157,126,144
"MSTRG.18204",650,462,492,643,921,881
"MSTRG.14550",285,239,213,63,100,85
"MSTRG.14556",223,244,198,77,115,102
"MSTRG.10072",21,43,37,6,5,6
"MSTRG.17217",58,44,59,14,11,22
"MSTRG.1039",563,540,406,228,224,231
"MSTRG.1038",357,323,412,140,146,147
"MSTRG.1036",2510,2636,2377,4143,6759,5758
"MSTRG.1032",175,238,123,67,92,58
"MSTRG.13522",56,40,35,73,52,61
"MSTRG.13529",636,574,527,737,802,826
"MSTRG.19659",53,64,64,58,124,96
"MSTRG.12349",102,97,112,140,123,142
"MSTRG.7448",55,72,49,20,22,12
"MSTRG.18993",125,58,114,28,6,13
"MSTRG.18999",249,217,267,88,83,121
"MSTRG.18998",328,333,432,127,100,196
"MSTRG.16843",163,244,185,205,361,345
"MSTRG.414",1701,1773,1425,2452,2948,2885
"MSTRG.3300",543,477,402,606,1007,602
"MSTRG.3520",68,62,102,28,14,18
"MSTRG.4408",86,36,27,204,70,82
"MSTRG.3524",409,357,337,172,129,161
"MSTRG.4653",128,150,91,41,50,44
"MSTRG.4657",13984,13230,12554,4228,5784,6136
"MSTRG.20654",57,52,44,59,148,54
"MSTRG.20652",194,158,157,247,223,243
"MSTRG.20650",136,114,102,154,198,175
"MSTRG.5013",1388,1400,1322,1700,1248,1744
"MSTRG.6097",83,62,106,134,154,126
"MSTRG.6094",64,57,52,289,436,281
"MSTRG.23636",41,46,34,10,3,15
"MSTRG.23630",185,234,176,44,61,68
"MSTRG.23632",187,179,137,235,261,275
"MSTRG.7321",270,349,272,78,83,80
"MSTRG.7327",282,308,420,56,36,46
"MSTRG.15951",179,189,151,211,453,333
"MSTRG.15954",152,181,143,38,85,62
"MSTRG.25107",39,42,17,43,150,65
"MSTRG.25102",179,167,235,343,519,579
"MSTRG.23990",141,160,141,42,45,38
"MSTRG.23993",33,68,46,20,14,14
"MSTRG.23992",23,16,22,49,41,61
"MSTRG.14648",177,234,211,71,53,65
"MSTRG.17084",985,640,512,1253,1014,1005
"MSTRG.17082",385,332,358,511,576,564
"MSTRG.2244",184,192,250,408,414,658
"MSTRG.12102",363,313,388,538,620,690
"MSTRG.17515",658,401,403,238,226,217
"MSTRG.17628",262,309,238,366,390,485
"MSTRG.17626",28,7,14,77,50,59
"MSTRG.11662",105,84,61,21,36,41
"MSTRG.22222",450,207,225,147,60,118
"MSTRG.8545",503,366,393,466,562,589
"MSTRG.22228",411,262,320,325,581,459
"MSTRG.1785",27,16,23,37,44,30
"MSTRG.1782",385,288,234,442,525,481
"MSTRG.1781",15,9,7,19,37,38
"MSTRG.12814",660,486,496,258,196,263
"MSTRG.12815",1805,1474,1519,2021,3220,2680
"MSTRG.4499",556,472,462,180,139,146
"MSTRG.4491",1241,1240,1228,1640,2500,2428
"MSTRG.4493",969,887,837,1224,1619,1443
"MSTRG.4496",931,892,690,1587,1785,1425
"MSTRG.23179",169,221,205,111,47,69
"MSTRG.23171",107,88,84,27,25,37
"MSTRG.23177",504,303,299,144,85,108
"MSTRG.23174",342,267,205,126,110,150
"MSTRG.3927",2834,3678,2908,3034,5009,4245
"MSTRG.18418",890,867,862,972,1071,1069
"MSTRG.3922",399,331,370,145,115,126
"MSTRG.3928",179,229,148,56,34,28
"MSTRG.14743",4364,4748,3982,10480,11266,12380
"MSTRG.14747",37,64,61,81,138,88
"MSTRG.14745",74,57,56,19,20,23
"MSTRG.14748",226,148,141,199,334,339
"MSTRG.14749",189,88,165,237,435,441
"MSTRG.13779",611,827,549,781,1765,1066
"MSTRG.6255",93,51,64,14,33,22
"MSTRG.2362",138,190,161,51,44,42
"MSTRG.19433",742,648,509,745,762,743
"MSTRG.19430",166,128,89,44,40,26
"MSTRG.19438",453,394,406,144,122,164
"MSTRG.7121",85,126,169,40,47,59
"MSTRG.1848",809,476,610,167,114,118
"MSTRG.165",62,69,51,15,26,28
"MSTRG.9430",96,172,158,168,407,266
"MSTRG.9435",26,16,11,46,39,53
"MSTRG.9434",752,715,407,1020,1391,937
"MSTRG.9436",44,22,15,54,88,95
"MSTRG.12946",112,132,123,29,23,20
"MSTRG.16644",15083,14921,14358,2510,2094,2607
"MSTRG.12944",131,217,133,182,290,297
"MSTRG.16643",285,277,187,45,26,36
"MSTRG.16642",895,603,431,874,795,745
"MSTRG.788",9,13,18,40,22,24
"MSTRG.20197",414,416,379,173,236,210
"MSTRG.783",87,93,75,88,118,127
"MSTRG.782",93,98,97,31,40,37
"MSTRG.21829",236,182,203,53,36,64
"MSTRG.21827",221,197,231,76,73,69
"MSTRG.21824",331,247,260,730,508,629
"MSTRG.20449",362,292,340,482,601,586
"MSTRG.10477",172,212,160,49,67,60
"MSTRG.5192",562,247,312,563,682,502
"MSTRG.5190",1604,1338,1215,609,678,571
"MSTRG.2053",13680,16907,12975,2642,2819,3080
"MSTRG.5220",71,48,58,18,24,21
"MSTRG.5221",136,100,95,156,290,159
"MSTRG.21317",537,441,465,258,186,256
"MSTRG.16113",580,589,406,957,1284,1106
"MSTRG.16115",338,293,322,118,125,100
"MSTRG.11462",4438,4381,5516,1897,1037,2329
"MSTRG.11464",62,64,41,9,16,14
"MSTRG.11466",125,120,117,44,48,63
"MSTRG.15531",298,305,277,803,864,992
"MSTRG.26048",4083,2433,3821,1298,874,1342
"MSTRG.26044",92,99,116,171,239,292
"MSTRG.26047",10538,3603,9114,2732,1266,2912
"MSTRG.26040",108,70,86,13,27,25
"MSTRG.24752",242,258,210,128,107,102
"MSTRG.24750",1426,1225,1318,1316,1939,1871
"MSTRG.24751",89,61,66,15,11,19
"MSTRG.25802",949,409,635,329,116,204
"MSTRG.10408",352,352,273,164,123,147
"MSTRG.13172",577,541,440,153,118,157
"MSTRG.13173",815,782,825,206,289,267
"MSTRG.13175",664,491,457,220,213,257
"MSTRG.14236",175,179,181,59,36,80
"MSTRG.14234",6226,6392,5930,1071,707,905
"MSTRG.2642",503,510,420,538,772,752
"MSTRG.19148",272,169,127,50,43,106
"MSTRG.19146",154,191,129,171,362,191
"MSTRG.19144",596,689,577,809,1520,1144
"MSTRG.2429",1764,1649,1385,724,701,831
"MSTRG.2428",290,302,296,426,310,332
"MSTRG.4869",23,9,6,25,27,44
"MSTRG.4867",17,15,15,41,36,36
"MSTRG.8107",39,38,32,9,12,10
"MSTRG.4285",201,209,165,229,214,231
"MSTRG.22418",301,507,456,1039,1128,1473
"MSTRG.22410",34,73,49,128,232,193
"MSTRG.3485",181,96,105,54,46,61
"MSTRG.3488",17,24,33,37,57,48
"MSTRG.4130",188,180,185,99,71,82
"MSTRG.4135",119,83,92,17,12,14
"MSTRG.2999",9,7,11,40,31,32
"MSTRG.19978",143,115,86,45,29,33
"MSTRG.19979",684,807,526,2083,1636,1850
"MSTRG.19975",771,798,515,1296,977,1230
"MSTRG.15622",14,32,7,44,53,57
"MSTRG.18591",11955,13128,11140,2455,2081,2144
"MSTRG.18621",773,1058,1030,1405,1514,1823
"MSTRG.6191",149,134,91,23,18,25
"MSTRG.24227",6,2,7,14,17,22
"MSTRG.18547",81,151,101,23,40,37
"MSTRG.14431",334,261,275,421,615,513
"MSTRG.14439",444,451,291,738,1184,915
"MSTRG.337",366,237,306,119,156,155
"MSTRG.333",1170,931,899,807,2431,1542
"MSTRG.20768",16418,19252,14994,1423,859,1125
"MSTRG.20767",996,753,644,1484,2231,1958
"MSTRG.17470",1001,941,699,317,439,325
"MSTRG.17473",14,10,27,37,30,41
"MSTRG.25271",97,65,57,20,20,25
"MSTRG.25277",1577,1794,1988,541,358,706
"MSTRG.25275",231,564,279,85,184,106
"MSTRG.23307",96,74,76,27,19,26
"MSTRG.23301",19,40,19,91,51,51
"MSTRG.23302",11,19,8,70,66,68
"MSTRG.11169",836,741,629,181,206,186
"MSTRG.24654",9,11,13,25,42,64
"MSTRG.11162",19,10,25,20,61,39
"MSTRG.11167",4096,4776,3359,8503,7433,8984
"MSTRG.15421",920,1059,941,891,1234,1225
"MSTRG.15424",914,562,576,170,103,123
"MSTRG.15428",219,202,156,80,76,92
"MSTRG.10614",53,20,21,58,91,78
"MSTRG.10615",205,99,179,60,23,32
"MSTRG.10618",164,107,115,39,41,46
"MSTRG.10619",269,199,233,63,65,93
"MSTRG.17861",1192,401,456,1913,788,907
"MSTRG.17865",124,162,115,49,71,43
"MSTRG.17893",48,38,35,12,14,14
"MSTRG.12616",352,245,246,86,61,56
"MSTRG.12614",143,136,141,128,249,210
"MSTRG.17138",64,94,41,129,114,119
"MSTRG.2387",61,20,83,23,7,6
"MSTRG.2384",56,85,93,12,22,25
"MSTRG.2385",76,62,67,73,131,136
"MSTRG.2382",1326,1084,998,3180,2127,3434
"MSTRG.2380",192,207,154,70,89,98
"MSTRG.2381",5887,3430,4651,1118,313,1033
"MSTRG.17131",61,82,59,120,118,124
"MSTRG.17132",507,409,420,528,517,490
"MSTRG.17137",160,262,211,386,454,439
"MSTRG.9803",1102,820,548,962,1235,871
"MSTRG.4836",63,69,63,14,11,17
"MSTRG.4835",383,201,147,92,44,71
"MSTRG.4838",800,629,618,889,787,818
"MSTRG.3387",364,364,239,767,717,843
"MSTRG.3381",47,37,56,112,94,101
"MSTRG.3380",182,102,84,438,293,294
"MSTRG.18919",729,798,847,1359,3632,2506
"MSTRG.7215",48,54,65,55,97,119
"MSTRG.2659",131,95,75,42,32,48
"MSTRG.2650",401,309,508,513,550,669
"MSTRG.2651",183,175,131,60,43,57
"MSTRG.2652",305,208,229,382,243,352
"MSTRG.2654",352,295,269,120,106,97
"MSTRG.2656",97,74,85,12,13,30
"MSTRG.2657",66,127,160,189,314,449
"MSTRG.536",549,557,496,557,887,657
"MSTRG.8710",88,92,67,29,21,28
"MSTRG.3436",350,268,281,128,70,63
"MSTRG.643",426,369,408,144,152,177
"MSTRG.18005",7434,9042,7091,8946,8738,8764
"MSTRG.18001",192,199,355,828,780,1196
"MSTRG.9049",41,42,25,7,9,6
"MSTRG.9045",174,131,118,41,50,50
"MSTRG.9041",572,502,602,210,144,185
"MSTRG.9042",847,575,589,1052,1005,1005
"MSTRG.14074",387,375,446,475,642,709
"MSTRG.1674",31,53,32,7,16,9
"MSTRG.1679",120,123,101,36,38,33
"MSTRG.21167",527,539,472,896,1011,1078
"MSTRG.21164",236,173,135,242,236,255
"MSTRG.21163",630,732,684,343,326,377
"MSTRG.21168",175,133,151,61,47,70
"MSTRG.25494",46,50,25,148,155,133
"MSTRG.6545",257,281,188,320,289,370
"MSTRG.19833",73,186,135,35,46,24
"MSTRG.19830",294,307,430,50,54,57
"MSTRG.19837",51,36,66,69,77,81
"MSTRG.7633",125,160,96,45,47,32
"MSTRG.7635",330,257,272,344,314,389
"MSTRG.7637",432,520,444,697,974,959
"MSTRG.12386",2954,2019,1827,3823,2878,3002
"MSTRG.13670",47,17,29,33,67,56
"MSTRG.9908",1672,1286,1365,2063,2779,2715
"MSTRG.20357",6,24,10,40,43,40
"MSTRG.20354",39,50,31,9,10,10
"MSTRG.25182",192,164,159,310,249,269
"MSTRG.21401",214,206,183,54,58,65
"MSTRG.1142",353,253,277,375,456,395
"MSTRG.12897",274,184,220,93,94,119
"MSTRG.4410",2906,5150,3270,7210,11467,10628
"MSTRG.4412",88,126,77,29,54,26
"MSTRG.25404",133,318,116,36,25,23
"MSTRG.8296",90,206,152,234,319,241
"MSTRG.3243",429,366,305,134,129,129
"MSTRG.22841",11,12,33,2,3,4
"MSTRG.26174",375,271,290,148,135,160
"MSTRG.10131",149,131,155,28,25,46
"MSTRG.18498",345,247,212,131,96,102
"MSTRG.13443",847,808,741,1012,1140,1105
"MSTRG.13445",8044,9817,7174,588,591,727
"MSTRG.13446",534,546,502,434,846,754
"MSTRG.12795",217,127,93,42,31,35
"MSTRG.12798",189,101,177,3783,699,3599
"MSTRG.10862",116,70,99,26,14,28
"MSTRG.12598",599,376,449,207,204,253
"MSTRG.1821",887,1222,1126,168,226,326
"MSTRG.1829",2005,1877,1842,463,326,351
"MSTRG.16960",184,131,151,70,41,69
"MSTRG.7874",939,882,770,973,1387,971
"MSTRG.7873",815,483,522,846,918,895
"MSTRG.8694",209,292,236,127,50,66
"MSTRG.4999",12133,13550,11081,2215,5132,3655
"MSTRG.4991",88,74,28,21,17,20
"MSTRG.4990",855,930,736,147,146,139
"MSTRG.4992",210,252,151,44,44,43
"MSTRG.4994",1682,1059,1519,1752,1497,2284
"MSTRG.4997",264,348,416,339,535,572
"MSTRG.4996",218587,244867,203630,41606,50584,48001
"MSTRG.20115",1844,2038,1674,3413,3454,3910
"MSTRG.20117",288,245,217,336,367,346
"MSTRG.20110",267,213,208,95,81,88
"MSTRG.20113",53,74,98,98,165,141
"MSTRG.8524",520,225,275,1295,310,646
"MSTRG.8527",126,126,123,46,68,54
"MSTRG.19921",59,36,41,94,55,78
"MSTRG.19922",84,75,39,101,113,100
"MSTRG.5117",80,52,80,103,141,131
"MSTRG.5115",36,26,49,61,124,104
"MSTRG.16578",6633,8331,6248,1710,1851,1960
"MSTRG.21642",406,358,515,961,733,1342
"MSTRG.4734",1694,1731,1639,1881,2992,2702
"MSTRG.4418",484,466,497,200,250,263
"MSTRG.4737",56,50,80,20,11,26
"MSTRG.21396",1029,1180,911,189,176,229
"MSTRG.21391",7673,9262,7261,1393,1560,1495
"MSTRG.2100",374,155,316,91,48,115
"MSTRG.7407",1481,1210,1156,1774,2502,2373
"MSTRG.7402",321,349,248,125,120,119
"MSTRG.7400",943,838,844,201,149,215
"MSTRG.15856",102,53,85,13,15,13
"MSTRG.24130",141,70,94,123,125,150
"MSTRG.15858",92,113,92,37,38,40
"MSTRG.20258",116,78,83,22,52,17
"MSTRG.20252",224,293,156,562,736,576
"MSTRG.20251",974,885,968,1515,2396,2303
"MSTRG.20250",72,78,54,20,25,21
"MSTRG.14814",3593,3783,3748,1790,2020,2134
"MSTRG.14815",184,85,180,48,30,36
"MSTRG.12224",166,214,206,67,99,89
"MSTRG.12222",27,27,40,5,5,14
"MSTRG.12221",618,490,481,764,927,885
"MSTRG.12220",944,794,1101,1153,1373,1646
