gene_id,1101,1548,1628,Sample4,Sample5,Sample6
g39109,13,0,0,3,6,10
g17645,0,0,0,23,55,28
g7184,423,245,355,30,56,44
g7185,107,0,133,24,35,25
g52170,13,0,0,28,56,46
g50806,0,0,0,3,13,8
adi2mcaRNA31432_R8,0,0,0,12,6,14
g52173,36,1,2,64,82,85
adi2mcaRNA2139_R0,523,522,334,38,66,45
adi2mcaRNA31432_R6,2,5,10,11,29,22
g7188,1021,495,433,29,69,41
g28967,0,0,0,44,53,41
g45962,0,0,0,16,32,18
g45961,0,0,0,6,19,14
g50805,0,0,0,3,4,9
g45967,1218,813,820,49,71,68
g45966,119,1,6,101,183,151
g45965,0,0,0,37,32,44
g45964,6,0,2,112,153,114
g23104,393,369,539,34,76,38
g45968,18,12,11,44,70,46
g1424,7,5,22,11,13,18
g30228,0,0,0,9,6,8
g30229,0,0,0,6,0,2
g3471,0,0,0,0,17,15
g40304,260,715,685,9,17,9
g40305,0,0,0,33,71,50
g40306,0,0,0,14,18,13
g30227,17,48,73,86,306,248
g40300,204,57,50,45,82,70
g30221,3,0,7,24,32,35
g40302,97,137,78,41,77,41
g30223,0,0,0,7,3,2
g9024,634,445,541,11,15,19
g45868,16,14,23,40,124,61
g29669,2,5,16,22,77,115
g38057,0,0,0,8,11,7
g38056,0,0,0,9,5,6
g38055,0,0,0,12,8,0
g38054,0,0,0,17,23,12
adi2mcaRNA3939_R0,313,270,191,116,152,122
adi2mcaRNA3939_R1,562,522,567,80,167,159
adi2mcaRNA3939_R2,99,103,119,37,65,65
adi2mcaRNA5717_R7,95,68,36,76,114,104
g26926,0,0,18,27,32,17
g19113,560,565,550,25,76,41
g19112,901,433,715,14,45,27
g19111,0,537,87,0,63,9
adi2mcaRNA5717_R3,0,0,0,61,72,41
g19119,0,0,0,51,56,53
g19118,0,0,0,36,41,28
g16329,0,0,0,38,21,26
g16328,0,0,0,13,11,15
g16321,0,0,0,0,15,0
g22051,0,0,0,0,39,15
g16323,1,0,0,1,11,0
g22053,0,1,0,10,27,31
g16325,0,0,1,8,11,8
g22055,3,2,0,20,56,36
g16327,0,0,0,11,16,13
g16326,3,2,6,11,13,11
g26927,0,0,0,18,25,33
g45866,231,201,183,69,134,110
adi2mcaRNA30800_R0,510,127,246,82,92,89
adi2mcaRNA30800_R1,227,231,189,48,130,95
g29752,627,555,541,25,44,34
g29753,0,0,0,6,1,4
g29750,197,199,230,38,81,64
g29757,0,0,0,9,9,8
g29754,107,76,22,83,122,119
g29755,150,90,21,73,92,78
g29758,0,0,0,0,12,12
g29759,0,0,0,0,0,0
adi2mcaRNA14099_R2,4,1,46,20,28,76
adi2mcaRNA33372_R8,0,0,0,11,36,27
adi2mcaRNA33372_R1,0,0,0,0,8,3
adi2mcaRNA33372_R2,0,0,0,18,62,41
g14006,0,0,0,5,10,8
g37629,0,0,0,26,21,30
g37628,0,0,0,7,12,6
g10451,3193,1935,1424,178,272,245
g11079,147,119,254,12,10,12
g37625,6,30,7,32,54,46
g37624,426,139,305,30,25,52
g37627,5,0,3,11,19,14
g37626,0,0,0,0,2,6
g37621,0,0,0,10,7,9
g37620,0,0,0,6,12,21
g37623,0,0,0,17,12,23
g37622,2,0,0,12,20,37
g33759,18,18,28,14,15,22
g33758,9,0,7,12,16,18
g33755,3202,2136,1421,284,332,324
g33757,508,234,341,34,38,41
g33756,843,666,449,163,145,193
g33751,59,17,2,14,46,32
g33750,42,12,11,22,37,31
g33753,286,193,216,19,25,32
g33752,504,368,443,58,71,53
g54428,249,165,254,24,35,43
g37995,56,24,12,16,22,9
g40879,2,0,0,42,45,49
g37993,0,0,0,0,0,1
g37992,10,2,3,11,6,7
g37991,188,86,47,18,44,10
adi2mcaRNA18450_R0,989,486,1207,10,24,20
g40872,0,1,0,0,15,0
g40873,0,0,0,8,15,21
g40870,0,0,0,0,22,0
g40871,1,1,3,8,13,7
g40876,15,129,45,8,43,32
g40877,0,0,0,4,21,14
g37999,0,0,0,27,36,19
g37998,447,205,157,28,68,54
g15676,161,112,125,18,34,26
g15677,269,320,115,10,31,22
g33285,786,604,318,49,85,64
g33284,0,7,0,18,45,22
g33283,0,0,0,26,44,18
g33282,1,0,0,16,38,7
g15670,2,0,3,10,17,11
g15671,18,5,14,20,35,31
g62929,3,2,0,11,34,22
g15678,27,14,18,8,17,11
g33288,491,292,452,37,62,46
g35857,1,2,0,8,25,28
g22423,986,533,152,49,62,49
g22422,118,79,78,30,59,36
g66977,61,0,0,62,32,24
adi2mcaRNA30394_R3,119,79,90,47,85,76
g66975,12,0,31,4,0,8
g66974,3,0,22,14,0,22
g66973,0,0,0,15,0,42
g66972,0,0,21,0,0,0
g66971,7,6,11,2,4,2
g66970,2,3,16,7,9,4
adi2mcaRNA4861_R2,37,19,18,78,132,133
g23013,26,25,5,85,156,128
adi2mcaRNA12344_R0,152,125,78,22,26,25
g23017,83,83,119,15,22,39
g23016,26,19,4,7,11,15
g23015,517,267,280,23,45,29
g23014,0,0,0,13,25,12
g45860,1,4,0,3,15,17
g18797,459,273,219,58,93,77
g18794,1066,668,995,16,27,23
g18795,181,152,91,9,15,15
g18792,56,65,46,8,29,0
g18793,34,31,4,33,43,25
g18790,0,12,0,15,26,11
g18791,74,249,28,32,64,34
g66472,0,0,0,1,1,2
g46098,0,0,0,6,26,17
g46099,0,0,0,5,11,16
g66326,6494,2880,3049,183,224,174
adi2mcaRNA14092_R2,0,0,4,50,76,36
g46092,0,0,0,7,16,15
g46093,0,0,0,9,18,27
g46090,327,320,245,21,58,48
g46091,0,0,0,6,15,18
g46097,0,0,0,7,42,25
g46094,20,15,23,33,62,71
g46095,0,0,0,4,15,18
g31666,0,0,0,8,24,12
g31665,0,3,1,21,41,35
adi2mcaRNA31729_R4,53,11,117,37,65,34
g31663,0,2,0,16,47,27
g31662,0,0,0,17,43,31
g31661,0,0,0,19,32,33
g32482,85,63,68,21,35,37
g32480,1173,861,1035,28,58,51
g32481,6761,3565,2212,566,944,782
g32486,3422,3776,6631,65,60,117
g31669,0,0,0,4,26,20
g31668,0,0,0,7,31,17
adi2mcaRNA29753_R5,0,0,0,19,33,19
adi2mcaRNA29753_R4,0,0,0,16,40,18
adi2mcaRNA29753_R6,0,0,0,28,9,42
adi2mcaRNA29753_R8,0,0,0,14,21,45
adi2mcaRNA3380_R0,333,262,443,51,92,69
g46325,4,57,3,0,0,0
g49514,357,529,311,32,68,79
g46327,0,0,2,4,4,12
g49512,179,89,94,11,19,14
g46321,759,471,511,45,84,58
g49510,0,0,24,0,31,17
g49511,0,3,0,4,19,16
g19005,0,0,0,72,72,68
g46328,0,0,0,6,3,12
g46329,1797,3236,2725,40,47,46
g49518,6455,4594,5621,17,18,18
g42434,577,534,877,25,68,54
g42435,487,249,321,41,58,47
g32156,111,67,136,7,31,23
g32157,1257,1857,1281,71,110,113
g42430,24,41,19,19,20,29
g32151,10334,5938,7266,52,44,76
g42432,702,857,705,50,118,111
g42433,5148,1677,2527,211,295,279
g32158,1058,846,696,95,125,131
g42439,2494,2424,2448,0,7,6
g31591,0,0,0,3,2,15
g31590,0,0,0,2,0,7
g31592,0,0,0,2,0,5
g31595,0,0,0,0,0,9
g31594,0,0,0,0,0,5
g31597,0,0,0,3,0,9
g31596,0,0,0,4,1,13
g60012,0,0,0,17,5,28
g7301,0,12,17,28,18,13
g43234,256,124,189,33,35,22
adi2mcaRNA14091_R6,0,0,0,47,0,0
adi2mcaRNA14091_R7,0,0,0,4,19,36
adi2mcaRNA14091_R2,0,0,0,28,25,16
g28839,3,8,5,23,66,39
adi2mcaRNA14091_R1,0,0,0,0,0,0
g28834,12,94,59,6,16,11
g28836,0,2,0,5,31,5
g28837,0,0,0,16,26,61
g28830,0,0,0,1,6,12
g28831,3,2,2,13,29,43
adi2mcaRNA14091_R8,0,0,0,34,41,30
g28833,4,0,0,60,30,36
g36420,0,0,0,22,38,6
adi2mcaRNA22990_R0,0,0,0,11,0,14
adi2mcaRNA16404_R0,0,0,0,127,152,175
g70042,96,15,8,88,160,115
adi2mcaRNA28701_R3,28,9,4,29,10,16
adi2mcaRNA28701_R2,30,9,4,31,10,18
adi2mcaRNA38904_R0,37,57,89,66,159,136
adi2mcaRNA10691_R9,518,280,23,76,112,10
g69735,4,0,0,18,13,9
g67124,2,0,0,28,121,71
g23101,8556,5598,5430,292,423,492
g69736,0,0,0,7,14,9
adi2mcaRNA12_R4,34,25,9,84,197,128
g69737,1,3,2,8,25,14
g7304,26,47,53,46,30,20
g39600,0,0,0,17,23,15
g3910,3,1,65,21,39,61
g47055,25,12,6,4,17,9
g19945,50,23,55,7,6,10
g19947,0,2,0,4,0,0
g47053,0,0,0,14,33,13
g3912,8,0,17,17,29,15
g47059,4,0,0,8,20,16
adi2mcaRNA14910_R0,155,135,207,26,51,55
g43745,1,0,0,37,37,20
g43744,0,0,0,8,22,12
g43747,0,0,0,26,30,22
g43746,0,0,0,31,30,20
g43741,797,860,882,85,113,76
g43743,0,0,0,10,11,11
g43742,998,686,972,27,47,37
g43749,0,0,0,25,31,35
g43748,0,1,0,20,38,23
g21560,9,6,0,91,87,84
g21563,0,0,0,18,24,14
g21562,0,3,5,23,22,32
g21565,17,30,59,24,29,26
g21564,38,35,106,52,87,79
adi2mcaRNA19262_R1,10,4,15,20,30,32
adi2mcaRNA3155_R9,0,0,0,21,57,6
g23931,0,0,3,13,28,27
adi2mcaRNA3155_R7,0,0,0,10,25,27
g69739,9,0,8,6,16,5
g25411,8770,5478,11889,19,46,17
g25410,1855,1387,2047,44,59,70
g25414,733,543,649,31,60,37
g25416,22,5,9,6,7,6
g25419,844,745,389,73,144,84
g36424,466,248,312,84,141,100
adi2mcaRNA6074_R1,3296,1930,1152,41,61,63
adi2mcaRNA15965_R0,203,224,251,22,34,36
adi2mcaRNA6074_R0,3272,1647,1160,40,61,64
g6392,507,594,681,12,18,18
g58742,4,0,0,22,1,0
g28168,0,0,0,24,46,45
g28169,6,0,0,28,0,31
g58158,1075,660,485,89,172,115
g58159,453,296,895,46,68,88
g58154,205,160,220,34,61,60
g58155,0,11,0,5,27,6
g58156,228,160,164,25,43,31
g58157,25,16,38,25,50,20
g28166,0,0,0,10,38,21
g58151,123,82,34,149,235,166
g58152,130,123,183,28,58,50
g28165,509,194,354,73,103,90
g6399,241,135,120,29,49,39
g43537,0,0,0,2,0,0
g23100,0,0,3,30,39,37
g64609,296,185,268,36,42,35
g64608,138,89,137,37,46,76
g64607,2571,1659,1702,34,67,69
g64606,0,0,0,12,5,4
g64605,690,139,65,164,69,51
g64604,1768,261,312,275,155,168
g64603,673,264,214,41,44,47
g64602,1402,122,59,70,54,55
g64600,474,101,98,76,37,48
g64834,2,6,8,30,42,15
g36427,323,246,718,17,29,26
g64836,0,0,0,61,132,18
g7723,1,0,0,5,26,16
g35647,0,0,0,30,27,50
adi2mcaRNA23879_R0,899,390,619,55,85,89
adi2mcaRNA32413_R4,0,0,22,19,46,43
adi2mcaRNA32413_R7,0,0,17,9,26,43
adi2mcaRNA32413_R0,100,21,43,57,87,76
adi2mcaRNA32413_R1,97,19,42,56,89,76
adi2mcaRNA32413_R2,71,15,38,50,70,71
g21434,3,4,7,8,10,9
g7227,5,0,14,34,84,14
g26038,6,3,1,7,17,5
g26039,0,4,11,2,10,5
g62601,1689,1271,1380,78,144,123
g62600,82,95,33,19,43,34
g62603,467,270,423,9,19,18
g62602,589,347,448,25,100,66
g26032,3,0,0,6,11,11
g62604,2209,2170,1501,94,147,179
g62607,1290,523,828,117,166,152
g62606,1610,853,1897,31,15,23
g41026,2,10,3,40,81,30
g33307,0,0,10,0,0,51
adi2mcaRNA19153_R7,0,0,0,0,0,0
g41024,0,4,0,0,51,0
g71520,0,0,0,8,13,10
g71521,0,0,0,16,21,14
g71522,1,1,1,24,42,30
g71523,29,8,8,38,105,57
g71525,369,293,351,25,40,27
g71526,1,3,0,29,52,66
g71527,116,88,74,20,44,17
g27923,148,82,118,31,120,57
g71529,13,0,8,27,61,23
g27921,430,189,416,47,38,46
g27920,725,709,737,19,48,54
g27927,1550,1303,1022,58,121,115
g27926,30,34,41,60,59,26
g27925,0,0,8,4,10,12
g27924,434,231,286,32,42,39
adi2mcaRNA22950_R3,98,74,0,18,18,0
g33301,147,53,68,32,69,53
adi2mcaRNA28709_R0,131,112,68,31,48,60
g7225,0,0,0,3,29,11
adi2mcaRNA9020_R8,0,0,8,5,21,17
g21438,0,0,0,10,21,11
adi2mcaRNA8867_R7,0,3,2,4,15,6
adi2mcaRNA8867_R6,10,3,8,20,11,13
adi2mcaRNA2591_R0,629,241,403,40,98,88
adi2mcaRNA12756_R0,68,88,94,50,84,73
g44353,0,0,0,5,0,8
adi2mcaRNA12756_R2,54,53,133,48,84,64
adi2mcaRNA10633_R8,27,5,12,30,88,51
adi2mcaRNA12756_R5,22,31,17,32,53,42
g25326,175,291,179,9,20,18
adi2mcaRNA15418_R1,5,0,0,19,43,25
g41326,40,69,36,64,70,54
adi2mcaRNA10633_R0,0,0,0,38,95,73
adi2mcaRNA10633_R1,7,5,5,53,101,91
g57655,3826,1848,1741,60,105,78
g7224,4,0,0,41,96,16
adi2mcaRNA29308_R1,0,0,3,7,17,75
g33308,0,0,8,0,0,20
g25323,502,350,353,49,120,68
g7543,54,62,86,26,43,39
g44356,0,0,0,15,5,16
g57397,8,0,0,17,55,36
g57396,0,0,0,8,22,11
g57395,5,0,0,48,127,84
g57394,1,0,14,30,30,32
g34275,0,0,0,9,12,12
g57391,0,0,0,13,20,21
g57390,0,0,0,0,7,15
g44354,0,0,0,12,3,17
g57398,0,0,3,21,18,33
g11368,0,0,0,5,7,2
g11369,396,249,409,4,6,0
g11360,145,40,68,6,11,7
g11362,173,137,82,13,20,19
g2129,0,0,0,26,28,26
adi2mcaRNA1239_R3,3266,1220,1121,142,214,165
adi2mcaRNA1239_R2,3459,2071,700,137,229,229
g11367,147,144,177,6,14,12
g34278,0,0,0,7,42,26
g64476,126,79,112,13,35,26
adi2mcaRNA36252_R1,49,98,40,42,49,45
g3406,51,0,29,20,19,31
g15168,40,116,58,37,74,25
g31912,0,0,0,26,32,29
adi2mcaRNA2761_R2,5,23,19,40,105,49
adi2mcaRNA32069_R0,120,92,75,17,44,35
g55239,0,5,0,11,22,19
g49136,95,52,154,11,27,27
g25162,0,0,0,4,0,7
g27079,515,356,354,43,33,36
g27078,81,21,15,73,78,74
g3408,9260,1238,6517,53,29,106
g8069,0,0,0,0,0,27
g31231,0,0,0,17,19,25
g8064,0,0,0,0,0,24
g8065,0,0,0,0,0,3
g27073,0,0,0,0,8,3
g27072,55,59,53,12,16,11
g8060,0,0,0,0,0,0
g27074,0,0,0,9,19,14
g8062,7,8,0,24,35,16
g8063,0,0,5,0,0,25
g23974,0,1,0,19,26,26
g47914,16,5,0,50,55,53
g23976,0,0,0,15,20,6
g23977,32,10,42,45,81,62
g23970,3,0,2,10,22,34
g23972,2,0,0,34,52,14
g47915,9,0,0,5,32,10
adi2mcaRNA41310_R0,127,107,154,10,28,20
g23978,19,24,39,78,94,55
g31235,0,4,0,39,45,41
g67729,1054,1000,1048,13,37,20
g67728,698,118,448,21,8,21
g55231,0,0,4,14,29,19
g27554,2,0,13,9,18,21
g67721,0,0,0,7,1,0
g67720,15,29,6,53,37,28
g67722,6,0,13,20,39,31
g67725,0,0,0,35,14,38
g67727,3,2,5,20,18,23
g67726,6,12,10,48,73,60
g56444,0,7,0,29,4,26
g56445,0,0,0,26,0,14
g56446,0,0,0,10,0,6
g56447,0,0,0,55,10,29
g56440,0,0,0,16,2,3
g47912,0,0,0,17,22,19
g56442,0,0,0,6,0,12
g56443,3,0,0,15,0,13
g15167,2,0,0,9,15,14
g25164,21282,9538,16274,49,64,69
g56448,0,0,0,20,3,12
g56449,0,0,0,14,10,15
g2151,99,74,137,35,71,56
g28007,32,3,12,21,15,26
g10098,15,11,4,73,154,110
g10090,3,0,0,29,37,8
g10094,44,22,8,20,31,14
g10097,16,14,6,77,154,114
g7545,517,477,145,20,54,0
g31313,0,0,0,24,7,20
g5765,0,0,0,0,0,9
adi2mcaRNA18100_R9,0,0,0,34,47,16
g31311,0,0,0,9,18,40
adi2mcaRNA37296_R3,0,0,0,19,4,0
adi2mcaRNA22967_R0,807,646,724,47,120,106
g31317,0,0,0,23,20,47
adi2mcaRNA4738_R0,288,199,83,12,15,15
g64477,138,83,120,42,29,33
g5761,5,10,0,88,175,115
g10543,0,0,0,0,0,12
g10542,0,0,0,4,18,35
g10541,0,1,0,3,11,31
g10540,4,1,8,10,19,16
g10547,0,0,4,32,32,54
g10546,74,14,27,21,33,36
g10549,66,0,58,0,16,21
g10548,31,24,113,18,28,34
adi2mcaRNA20460_R0,0,0,0,13,24,29
adi2mcaRNA35470_R1,169,95,75,32,34,21
adi2mcaRNA30394_R0,142,92,101,50,96,82
g60517,0,0,0,6,1,0
g60516,0,0,0,55,0,14
g60515,0,0,0,16,0,0
g60514,1,0,0,21,0,0
g60512,0,0,0,4,4,4
g60511,41,0,0,41,7,4
g60510,8,25,12,24,30,10
g68760,38,31,28,27,52,48
g68762,56,13,87,58,75,217
g68763,87,80,295,82,39,127
g68764,77,384,478,40,48,96
g68765,565,488,830,30,83,94
g68766,214,114,69,26,34,62
g60518,0,0,0,38,3,3
g799,0,0,5,12,18,28
g798,2,2,4,6,12,22
g69491,471,397,342,100,144,123
g69490,342,412,305,39,63,53
g69493,43,13,23,6,8,7
g69492,551,277,320,26,44,36
adi2mcaRNA2323_R8,0,0,0,0,33,10
g69494,12,6,7,21,36,29
g797,0,0,4,0,0,1
g796,0,0,16,0,0,21
g37427,308,36,32,58,53,45
g2646,0,5,0,19,31,28
g24413,4,3,2,5,7,6
g37425,29,17,91,17,26,29
g8180,9,0,1,10,16,10
g37423,45,28,35,11,23,18
g2609,0,0,0,0,16,18
g58045,55,91,25,18,61,56
g8186,1257,652,721,19,21,26
g1812,272,332,129,19,30,19
g1813,401,430,295,15,28,26
g1810,470,669,215,104,129,70
g1811,0,0,0,42,45,18
g1816,31,83,104,0,16,11
g1817,30,57,97,7,20,23
g26809,293,137,231,23,23,26
g1815,27,33,54,16,28,36
g52376,0,0,0,0,0,0
g52377,0,0,0,0,0,0
g52374,0,0,0,0,0,0
g52375,0,0,0,0,2,0
g26803,1,0,0,23,46,32
g52373,0,0,0,7,0,3
g26801,0,3,0,11,6,6
g26800,0,0,0,9,18,10
adi2mcaRNA40519_R8,4,0,0,11,26,10
g7112,0,0,0,18,49,36
g61398,5,5,1,11,9,5
g61399,40,20,8,43,48,35
g61396,0,2,0,8,25,14
g61397,17,10,6,30,34,24
g61394,0,0,2,7,20,26
g61395,4,0,0,23,37,45
adi2mcaRNA40519_R6,17,0,33,5,5,5
adi2mcaRNA40519_R7,0,0,0,11,22,17
adi2mcaRNA40519_R5,13,0,34,4,5,6
g59498,0,5,0,75,87,92
g9025,74,24,39,26,33,25
g38716,0,4,1,15,8,11
g59492,989,611,640,55,98,78
g20310,180,189,127,36,26,43
g7116,16,2,4,23,20,45
g20315,0,1,2,39,13,23
g59497,0,0,0,30,68,54
g59494,27,25,14,0,11,0
g59495,536,474,830,4,7,13
g17010,47,4,11,23,62,45
g17011,81,14,11,30,80,61
g17012,0,0,0,70,135,86
g17013,6682,5848,4367,70,67,97
g17014,164,100,74,30,38,25
g17015,229,176,333,40,58,55
g17016,80,36,28,53,88,48
g17017,197,187,143,17,42,32
g17018,32,25,299,3,10,10
g17019,0,0,0,1,0,18
adi2mcaRNA26330_R3,61,8,95,93,37,188
adi2mcaRNA26330_R7,2,14,12,58,112,103
g22935,0,0,0,12,28,29
g40363,0,0,0,13,15,11
g57478,0,0,2,11,18,11
g57475,0,0,0,1,2,7
g51139,8,0,8,14,36,26
g6899,0,0,0,55,68,73
g59727,373,218,151,63,73,59
g59721,537,286,181,43,51,46
g26219,0,13,14,21,40,40
g6893,13,0,14,52,24,23
g6892,0,7,0,74,72,60
g6891,4,0,0,16,6,9
g51132,1,0,2,15,22,9
g51134,0,0,0,30,23,72
g6895,0,0,0,12,29,28
adi2mcaRNA14456_R2,10,0,0,30,51,32
g2394,0,0,0,9,9,16
g50843,10,0,13,26,43,63
g50840,231,186,99,41,69,105
g50841,148,0,105,165,139,258
g2390,0,0,0,9,11,10
g50847,486,311,276,50,65,58
g2392,0,0,0,84,114,146
g2393,0,0,0,14,27,49
g50848,3735,2547,3467,20,28,27
g50849,1006,705,954,44,53,49
g2398,0,0,0,20,15,30
g2399,0,0,0,16,7,27
adi2mcaRNA4060_R1,505,117,162,27,29,28
adi2mcaRNA13068_R1,0,0,0,0,12,32
adi2mcaRNA26440_R1,220,193,148,11,9,9
adi2mcaRNA21634_R0,3,0,0,50,47,44
g16651,0,0,0,7,18,6
g16652,0,0,0,73,91,68
g16655,36,0,3,38,61,56
g14611,0,0,0,11,4,9
g16657,17,20,42,2,8,8
g16656,3,0,3,5,11,6
g16659,900,882,410,111,241,186
g2648,2,2,3,10,22,24
g21046,8,8,0,5,13,12
g21047,54,46,32,10,23,17
g21044,6,12,26,8,9,6
g21045,167,188,811,10,12,19
g21042,306,195,116,31,56,41
g21043,58,81,32,11,21,27
g1879,150,176,124,22,34,33
g21048,122,59,42,30,45,20
g21049,51,14,15,14,34,21
g549,1,0,14,15,32,17
g12798,0,16,4,15,26,15
g12799,11,15,22,14,45,44
adi2mcaRNA10795_R1,133,220,134,15,40,22
adi2mcaRNA10795_R0,74,14,24,17,11,23
g12796,0,26,8,3,21,4
g12797,4,26,9,6,56,17
g12790,0,3,0,5,27,26
g64588,0,0,6,28,13,44
g12792,0,0,0,1,8,8
g55389,4,0,1,27,34,20
g25044,14,6,28,9,22,19
g4949,0,0,0,14,4,6
adi2mcaRNA36092_R8,0,0,0,18,120,81
g23936,0,0,0,9,14,19
g27441,14,3,9,19,43,32
g4942,0,0,0,10,14,17
g4941,2,0,0,31,89,35
g4940,143,106,90,12,18,17
adi2mcaRNA7290_R0,996,768,590,58,114,78
adi2mcaRNA36092_R6,0,0,0,32,100,71
g50262,0,0,0,25,24,43
g56147,12,0,1,18,5,4
g50261,0,0,0,18,20,19
g61269,18,109,46,7,16,9
g53403,48,47,22,18,42,12
g58454,5,0,0,7,8,6
g44175,3728,1912,4315,12,27,29
g53400,3,16,8,31,36,19
g44173,261,249,187,24,76,45
g53406,0,0,0,11,54,20
g53405,0,0,0,31,108,44
g53404,0,0,0,0,23,3
g7762,0,0,4,0,9,15
g7760,0,0,0,0,16,22
g7761,0,0,1,3,5,15
g58458,51,13,8,31,38,54
g44179,176,73,131,29,43,55
g44178,459,95,336,40,42,49
g4491,1,0,0,56,100,90
g3446,5,8,11,91,128,140
g3445,56,71,34,29,56,45
g4492,1,0,4,43,67,53
g4495,2,0,0,5,13,16
g3442,61,287,24,25,59,17
g4497,0,0,14,6,12,14
g4496,3,0,0,19,18,27
g4499,1,0,2,12,17,17
g4498,0,13,27,7,6,8
g13016,0,0,0,1,3,4
g3449,0,0,0,11,13,3
g3448,76,33,35,7,13,12
g13017,0,0,0,3,7,3
adi2mcaRNA11091_R0,240,171,348,55,106,95
g5460,197,127,210,8,21,25
adi2mcaRNA189_R1,297,247,154,33,82,56
g16064,0,0,0,3,4,3
g18803,35,28,80,27,34,31
g16065,5,0,0,0,6,10
g35687,0,0,0,11,7,24
g18801,432,361,304,29,35,52
g15308,0,0,0,13,17,10
adi2mcaRNA31501_R0,43,68,120,47,92,65
g15306,0,6,37,15,31,29
g15307,2,0,0,23,17,29
g15304,0,0,0,8,3,3
g15305,0,0,0,6,15,11
g15302,0,0,0,3,2,11
g15303,8,12,7,53,60,99
g55728,0,0,0,4,11,7
adi2mcaRNA14447_R4,69,0,0,84,196,122
adi2mcaRNA14447_R6,174,50,125,82,184,171
g18804,44,24,72,32,30,19
g46683,0,23,6,0,14,25
g55720,396,123,427,84,139,115
g55721,244,141,177,126,210,144
g55722,339,234,239,21,26,22
g55723,13,8,31,71,92,83
adi2mcaRNA14447_R9,89,44,51,92,161,157
adi2mcaRNA14447_R8,13,6,6,28,92,71
adi2mcaRNA14313_R4,0,0,0,32,50,67
g14659,0,0,0,7,30,26
g14658,0,0,0,16,45,24
g23712,998,1695,2170,42,77,78
adi2mcaRNA14313_R3,0,0,0,41,66,80
g14653,0,0,0,11,21,14
g14651,4,0,0,29,36,18
adi2mcaRNA10621_R0,101,91,90,26,48,42
g14657,0,0,0,9,44,54
g14656,3,4,4,63,145,132
g14655,0,0,0,6,15,11
g14654,0,0,0,6,13,5
g10938,0,0,0,21,12,11
g10939,0,1,1,9,3,6
g12764,0,0,0,0,24,0
g10932,618,288,164,54,58,36
g10933,0,0,0,20,23,10
g10930,163,288,314,40,155,167
g10931,1216,1032,749,38,51,69
g10936,33,0,0,0,0,0
g12767,0,0,0,15,89,12
g4235,0,0,17,19,23,25
g4234,41,11,9,110,189,69
g4237,263,314,206,43,104,74
g12766,0,0,0,14,49,6
g4231,0,0,0,6,10,14
g4230,345,132,292,47,101,86
g4233,0,0,0,3,1,2
g4232,1,0,3,30,83,27
g4239,19,11,4,7,23,15
adi2mcaRNA4044_R1,98,87,87,11,11,8
g18304,2,0,8,6,19,12
g42632,2,0,0,4,9,19
g42633,2,6,0,6,15,13
g42631,50,0,76,22,8,27
g42636,17,23,1,2,62,18
g18307,2,1,0,2,5,8
g42634,0,6,16,9,22,0
g42635,157,249,8,0,0,0
adi2mcaRNA16897_R2,215,308,321,7,18,29
g9749,0,3,0,13,54,4
g42639,14,32,9,33,63,37
g66482,0,0,0,9,18,22
adi2mcaRNA12155_R7,0,0,1,4,32,40
g5721,498,461,692,31,62,54
g5722,297,241,210,35,38,57
g5723,0,0,0,3,7,8
g5724,704,363,338,66,96,110
g5725,135,99,203,15,42,27
g5726,46,42,44,62,107,87
adi2mcaRNA33577_R1,102,108,163,17,36,28
g5728,119,272,352,43,72,84
g5729,0,0,0,30,50,67
g63472,1400,510,768,13,26,44
adi2mcaRNA18171_R9,40,16,29,9,12,22
adi2mcaRNA18171_R8,9,9,15,14,13,30
g38760,27,34,0,6,0,0
g12769,0,0,0,9,58,5
adi2mcaRNA39233_R5,2,8,1,45,104,186
g16063,0,0,0,10,9,8
g7781,16,0,0,19,49,29
g42188,7,8,19,19,30,16
g42189,248,73,68,26,34,34
g5303,0,0,6,15,19,24
g42185,0,0,0,9,13,14
g42186,0,0,0,15,21,5
g42187,212,51,178,14,23,22
g42180,1,0,0,17,30,17
g42183,0,0,0,8,13,11
adi2mcaRNA9221_R7,3,0,6,31,44,20
adi2mcaRNA9221_R3,16,0,9,37,38,62
adi2mcaRNA9221_R1,0,0,0,9,25,42
g53084,0,46,5,2,4,0
adi2mcaRNA9221_R8,0,0,0,0,21,24
g39609,2576,1655,1150,242,279,349
g35389,0,14,4,13,35,18
g35380,2,2,1,32,22,26
g35381,3,0,2,42,27,43
g39603,7,6,6,13,14,20
g35383,223,31,294,25,17,39
g35384,0,0,0,22,5,15
g35385,79,44,41,22,39,53
g39607,0,0,0,9,38,22
g35387,30,21,0,26,25,2
g27725,312,194,305,14,22,14
adi2mcaRNA38803_R3,0,10,9,60,107,80
adi2mcaRNA38803_R0,0,0,0,58,85,64
g7783,696,320,362,33,39,35
adi2mcaRNA37249_R8,0,0,0,10,11,3
adi2mcaRNA37249_R9,0,0,0,39,53,45
g54835,0,0,0,21,52,25
adi2mcaRNA37249_R0,0,0,0,18,43,41
adi2mcaRNA37249_R1,4,0,0,27,42,33
adi2mcaRNA37249_R2,1,1,0,13,17,20
adi2mcaRNA37249_R5,3,0,0,14,26,24
g43583,344,322,349,44,104,88
adi2mcaRNA14164_R4,0,0,0,5,11,11
adi2mcaRNA29166_R9,0,5,14,27,85,61
