gene_id,1041,1471,1637,Sample1,Sample2,Sample3
XLOC_005218,17,1,17,14,14,21
XLOC_005219,80,57,47,71,73,76
XLOC_010289,350,249,229,330,108,185
XLOC_010288,8,19,4,15,11,15
XLOC_024189,62,73,44,237,252,171
XLOC_024188,143,105,125,457,399,418
XLOC_024185,0,0,0,9,3,0
XLOC_024184,7,0,0,36,20,27
XLOC_024187,0,0,0,0,0,0
XLOC_024186,11,7,2,7,6,6
XLOC_024181,3,9,18,1,6,3
XLOC_024180,0,0,0,14,13,5
XLOC_024183,40,4,26,34,6,14
XLOC_024182,123,63,74,36,35,50
XLOC_024457,145,33,67,7,0,15
XLOC_024456,0,0,0,1,3,1
XLOC_024455,61,29,19,80,23,35
XLOC_024454,9,6,2,9,2,6
XLOC_024453,2,2,10,23,15,14
XLOC_024452,3,0,0,9,6,4
XLOC_024451,13,7,3,6,3,4
XLOC_024450,0,4,0,10,8,7
XLOC_024459,6,0,0,53,69,44
XLOC_024458,227,73,101,273,72,136
XLOC_020567,782,742,451,952,825,682
XLOC_020566,39,51,19,448,518,513
XLOC_020565,67,20,24,35,15,33
XLOC_020564,0,0,0,16,10,5
XLOC_020563,2,6,0,7,4,3
XLOC_020562,169,174,103,28,33,33
XLOC_020561,0,0,0,6,0,0
XLOC_020560,2,0,0,4,0,0
XLOC_020569,374,117,148,454,237,340
XLOC_020568,76,54,59,108,52,62
XLOC_009299,1054,472,668,706,438,567
XLOC_026594,37,7,10,56,16,64
XLOC_003803,525,520,462,461,471,487
XLOC_008850,858,591,498,199,113,158
XLOC_019075,0,0,0,0,0,0
XLOC_003801,961,843,655,509,264,374
XLOC_019074,24,66,12,6,6,4
XLOC_003800,869,495,700,425,200,355
XLOC_003807,811,235,95,309,56,40
XLOC_005361,0,18,0,0,33,0
XLOC_003216,0,0,0,5,8,0
XLOC_003217,0,13,0,6,14,0
XLOC_003214,0,0,0,4,1,0
XLOC_003215,0,0,0,0,0,0
XLOC_003212,39,21,15,38,17,20
XLOC_003213,0,0,0,0,0,0
XLOC_003210,19,19,43,257,168,289
XLOC_003211,0,0,0,0,0,0
XLOC_003804,382,199,242,438,197,346
XLOC_003218,0,5,0,0,15,0
XLOC_003219,0,0,0,0,0,0
XLOC_013016,188,130,70,233,180,270
XLOC_015607,608,418,468,386,345,364
XLOC_022727,297,240,220,229,136,154
XLOC_007023,214,211,191,469,494,467
XLOC_027918,90,56,128,76,43,64
XLOC_003964,3264,2062,2039,4562,3716,3559
XLOC_003965,48,0,0,35,0,22
XLOC_003966,259,206,171,248,228,228
XLOC_003967,598,378,411,503,410,449
XLOC_003960,0,0,0,60,21,45
XLOC_003961,0,0,0,3,1,3
XLOC_003962,11,2,28,470,193,315
XLOC_003963,754,357,430,828,871,901
XLOC_005814,49,0,43,70,58,49
XLOC_003968,189,150,87,809,330,715
XLOC_003969,10,3,17,275,90,210
XLOC_007029,164,72,93,83,67,57
XLOC_027912,679,676,423,286,202,192
XLOC_005815,35,16,25,41,85,63
XLOC_022851,1534,968,1173,1076,890,930
XLOC_022850,1112,771,525,2023,1761,1504
XLOC_029801,0,0,0,3,0,0
XLOC_001184,331,180,109,243,168,112
XLOC_001185,26,0,11,16,7,30
XLOC_001186,495,172,91,336,130,90
XLOC_001187,385,266,299,326,197,252
XLOC_001180,301,167,183,250,148,202
XLOC_001181,9558,8228,7658,1549,1048,1308
XLOC_001182,640,482,320,604,589,656
XLOC_017115,0,0,0,1,2,0
XLOC_029807,0,0,0,2,2,0
XLOC_001188,731,488,418,475,560,531
XLOC_001189,2,0,1,14,0,9
XLOC_029806,77,32,61,46,7,24
XLOC_029805,1,0,0,0,0,0
XLOC_029804,0,0,0,0,0,0
XLOC_009409,85,74,56,5,3,2
XLOC_009408,866,318,412,378,168,269
XLOC_017112,583,530,291,392,386,322
XLOC_011935,0,0,0,2,2,0
XLOC_009401,0,5,0,2,3,2
XLOC_009400,0,0,0,1,2,0
XLOC_009403,8,10,4,12,6,16
XLOC_009402,0,0,4,4,2,3
XLOC_009405,98,145,54,186,231,119
XLOC_009404,4,0,11,40,22,45
XLOC_009407,0,3,0,6,4,5
XLOC_009406,43,21,30,22,57,32
XLOC_004608,110,56,45,88,76,82
XLOC_004609,197,195,111,163,154,78
XLOC_030928,84,61,93,203,71,87
XLOC_030929,53,68,19,57,62,33
XLOC_006492,0,0,0,21,18,7
XLOC_001238,0,0,0,2,2,0
XLOC_001239,0,1,0,18,6,73
XLOC_004600,65,43,56,98,52,62
XLOC_001237,0,0,0,0,0,0
XLOC_001234,0,0,0,1,1,0
XLOC_030921,484,293,216,482,526,405
XLOC_001232,0,0,0,12,3,0
XLOC_030927,547,573,485,226,190,167
XLOC_004606,199,296,280,141,311,232
XLOC_004607,156,72,100,83,54,94
XLOC_005811,413,292,415,112,56,120
XLOC_029303,55,27,12,81,49,45
XLOC_017118,48,28,70,28,11,19
XLOC_029189,29,53,0,105,56,93
XLOC_017119,19,15,23,33,32,41
XLOC_022530,23,0,16,69,23,105
XLOC_022531,4,0,0,12,8,13
XLOC_023724,67,63,79,46,67,53
XLOC_023725,60,37,41,155,57,63
XLOC_002769,384,143,273,290,183,277
XLOC_002768,123,103,99,70,153,104
XLOC_002765,68,0,0,93,52,82
XLOC_002764,172,47,88,47,14,69
XLOC_002767,401,168,241,220,110,160
XLOC_002766,146,80,100,95,50,69
XLOC_002761,0,0,0,6,7,13
XLOC_002760,0,0,2,9,8,2
XLOC_002763,6,0,0,17,11,17
XLOC_002762,110,48,97,186,155,129
XLOC_034131,47,81,59,14,26,22
XLOC_034130,223,154,190,80,98,79
XLOC_034133,39,65,40,13,67,18
XLOC_031320,18,34,37,65,66,52
XLOC_031327,1676,874,943,1117,619,792
XLOC_031326,522,311,328,327,219,222
XLOC_031325,104,52,60,218,106,165
XLOC_034136,8,6,4,5,12,3
XLOC_034139,140,42,110,82,47,80
XLOC_034138,0,0,0,0,2,5
XLOC_031329,369,238,230,284,109,154
XLOC_031328,1103,994,862,661,528,717
XLOC_033783,1616,886,979,423,159,204
XLOC_033782,44,25,30,279,108,169
XLOC_033781,880,483,442,1247,673,1014
XLOC_033780,0,0,0,0,13,0
XLOC_033787,23,19,21,51,41,56
XLOC_033786,39,0,29,13,13,25
XLOC_033785,26,15,48,36,38,71
XLOC_033784,39,8,20,27,26,27
XLOC_033789,22,17,42,42,14,29
XLOC_033788,0,25,15,21,36,25
XLOC_027705,3,2,0,0,4,0
XLOC_032788,3,7,14,107,85,92
XLOC_032789,78,47,81,477,266,296
XLOC_032780,0,19,0,0,8,0
XLOC_032781,0,1,0,0,4,0
XLOC_032782,426,135,273,669,263,464
XLOC_032783,0,0,9,33,18,21
XLOC_032784,645,280,504,139,70,156
XLOC_032785,5558,5360,4944,7522,4355,5749
XLOC_032786,0,0,0,3,0,0
XLOC_032787,811,841,177,439,419,304
XLOC_030492,889,573,497,797,509,557
XLOC_030493,0,0,0,3,0,0
XLOC_030490,255,108,160,183,141,237
XLOC_030491,208,126,99,553,334,462
XLOC_030496,55,32,35,151,126,189
XLOC_030497,268,152,153,185,145,188
XLOC_030494,333,224,316,113,74,84
XLOC_030495,211,123,142,127,108,104
XLOC_030498,1579,1097,1134,2453,1403,1988
XLOC_030499,1267,348,558,678,189,384
XLOC_022762,2,0,4,10,12,10
XLOC_032432,23,16,16,38,33,31
XLOC_032433,280,124,191,266,225,260
XLOC_032430,142,36,51,14,6,9
XLOC_032431,6,7,8,26,0,24
XLOC_032436,364,191,131,102,75,114
XLOC_032437,90,154,85,150,97,79
XLOC_032434,3516,1594,1654,1650,962,1000
XLOC_032435,393,250,344,360,543,366
XLOC_001953,0,0,0,0,0,0
XLOC_001952,0,0,0,0,0,0
XLOC_001951,156,29,125,88,48,79
XLOC_032439,0,0,0,8,0,11
XLOC_001957,514,490,413,373,235,250
XLOC_001956,0,0,2,6,0,2
XLOC_001955,0,0,0,2,3,1
XLOC_001954,10,0,0,68,65,56
XLOC_030144,10701,5261,6730,3297,2630,3705
XLOC_030145,0,0,0,23,0,17
XLOC_030146,1870,816,1009,1158,511,988
XLOC_030147,3451,1939,2069,1327,712,888
XLOC_030140,35,0,0,38,0,21
XLOC_030141,0,0,0,0,0,0
XLOC_030142,0,0,0,7,0,0
XLOC_030143,0,0,0,16,5,7
XLOC_030148,158,132,56,67,64,73
XLOC_030149,18,7,9,43,41,59
XLOC_008723,0,0,0,40,39,8
XLOC_008722,1144,650,710,504,361,427
XLOC_008721,440,246,353,121,119,198
XLOC_008720,585,477,377,900,758,824
XLOC_008727,1706,839,1000,577,345,484
XLOC_008726,1173,744,832,829,667,821
XLOC_008725,0,0,0,0,0,0
XLOC_008724,0,0,0,0,0,0
XLOC_008729,847,573,461,965,717,792
XLOC_008728,271,172,196,227,261,222
XLOC_026600,0,0,0,9,9,7
XLOC_023237,136,99,99,351,147,240
XLOC_023234,263,204,144,200,282,231
XLOC_023235,12,23,22,112,79,167
XLOC_023232,1081,597,692,350,226,279
XLOC_023233,1886,31,890,381,25,269
XLOC_023230,121,69,118,84,101,68
XLOC_026607,78,63,42,217,134,162
XLOC_026608,119,86,170,80,41,106
XLOC_026609,0,0,0,10,0,0
XLOC_023238,1,10,0,10,9,1
XLOC_023239,0,4,0,0,0,0
XLOC_034498,0,0,0,0,0,6
XLOC_034499,43,15,32,47,19,33
XLOC_034496,1204,739,824,593,354,476
XLOC_034497,433,189,400,264,316,220
XLOC_034494,13,40,5,24,51,23
XLOC_034495,2,1,0,4,2,0
XLOC_034492,25,10,6,29,24,24
XLOC_034493,3,7,9,55,30,26
XLOC_034490,235,77,137,232,65,143
XLOC_034491,18,14,15,46,16,61
XLOC_009892,386,201,271,546,281,401
XLOC_009893,451,370,319,339,271,319
XLOC_009890,9,3,0,28,15,22
XLOC_009891,1175,541,632,886,427,600
XLOC_009896,974,388,577,720,503,885
XLOC_009897,2289,1475,1577,1277,985,1404
XLOC_009894,14,14,2,37,18,28
XLOC_009895,0,10,0,38,91,98
XLOC_001799,6,46,0,19,12,22
XLOC_009898,29,14,21,43,47,35
XLOC_009899,1564,930,1129,978,579,830
XLOC_032631,3,10,0,7,8,2
XLOC_013758,22,27,9,43,46,46
XLOC_013759,5,68,7,32,64,26
XLOC_013756,18,28,58,19,44,30
XLOC_013757,8,59,0,62,169,77
XLOC_013754,0,0,0,4,4,3
XLOC_015752,192,144,39,148,133,74
XLOC_013752,8,0,0,7,2,3
XLOC_013753,9,8,10,11,11,17
XLOC_013750,0,0,0,5,2,1
XLOC_013751,0,0,0,10,2,2
XLOC_015343,0,2,0,2,2,4
XLOC_015342,0,4,0,6,7,5
XLOC_015341,0,0,0,1,1,1
XLOC_015340,8,12,5,39,89,66
XLOC_015347,0,0,0,6,0,0
XLOC_015346,1440,708,817,2913,1836,2392
XLOC_015345,8,0,10,0,9,14
XLOC_015344,216,163,131,135,105,93
XLOC_032638,32,9,23,93,21,81
XLOC_015349,76,63,37,119,70,144
XLOC_015348,182,205,149,132,107,113
XLOC_032639,0,0,0,23,5,9
XLOC_020765,29,3,27,22,22,11
XLOC_020764,10,0,0,6,3,8
XLOC_028518,178,67,140,95,28,96
XLOC_028519,16,1,10,10,3,4
XLOC_020761,0,0,1,3,2,4
XLOC_020760,200,140,106,56,30,27
XLOC_020763,2014,926,994,377,151,171
XLOC_001534,0,0,0,10,14,2
XLOC_028512,8,0,0,45,52,64
XLOC_028513,0,6,0,0,2,0
XLOC_028510,0,0,3,18,3,6
XLOC_028511,56,17,27,15,6,8
XLOC_020769,2910,1515,3333,3036,4246,7003
XLOC_028517,0,0,0,0,0,0
XLOC_028514,2,1,0,1,7,1
XLOC_028515,0,0,0,0,0,0
XLOC_021494,304,71,43,131,17,23
XLOC_021495,109,49,77,55,39,47
XLOC_021496,43,38,20,40,48,52
XLOC_021497,179,140,164,163,105,96
XLOC_021490,162,406,227,163,215,318
XLOC_021491,46,0,40,119,0,98
XLOC_021492,94,0,80,124,10,108
XLOC_021493,714,53,576,435,107,553
XLOC_022617,35,19,37,34,13,39
XLOC_001531,0,1,0,0,0,1
XLOC_022615,1061,741,818,548,391,509
XLOC_022614,1429,781,837,1638,1097,1372
XLOC_021498,180,35,93,159,113,109
XLOC_021499,844,673,613,454,440,585
XLOC_022611,4430,2601,2595,4193,2494,2984
XLOC_001530,114,89,84,267,119,224
XLOC_030807,1,0,0,9,0,0
XLOC_030806,0,5,5,13,12,16
XLOC_015695,0,8,0,30,19,23
XLOC_027268,1182,1076,594,776,754,649
XLOC_015697,196,45,134,169,52,181
XLOC_015696,0,0,0,34,35,28
XLOC_015691,1558,1089,1051,660,357,526
XLOC_015690,1745,992,1069,1548,1205,1488
XLOC_015693,55,0,24,43,30,20
XLOC_015692,6,0,0,14,10,17
XLOC_027261,27,84,35,45,61,29
XLOC_027260,229,122,96,177,127,201
XLOC_027263,275,258,159,523,427,476
XLOC_027262,3210,1354,1545,1021,638,818
XLOC_027265,133,117,85,159,94,111
XLOC_015698,1893,1199,1044,4410,2590,3487
XLOC_027267,1482,1089,872,1012,663,898
XLOC_027266,548,298,356,430,336,414
XLOC_029393,6,0,4,0,0,7
XLOC_029392,356,162,203,271,94,175
XLOC_029391,1352,0,163,500,0,56
XLOC_029390,0,0,0,0,1,0
XLOC_029397,1160,698,850,1109,477,856
XLOC_029396,0,3,0,3,11,7
XLOC_029395,2,3,5,25,7,13
XLOC_029394,17,11,12,61,46,25
XLOC_029399,474,393,338,242,122,211
XLOC_029398,27,55,7,21,8,21
XLOC_024516,740,574,444,797,423,560
XLOC_024517,0,0,6,8,0,5
XLOC_024514,104,94,130,259,202,333
XLOC_024515,47,30,21,45,24,34
XLOC_024512,421,137,146,370,228,323
XLOC_024513,181,78,122,217,120,186
XLOC_024510,4,6,5,97,30,46
XLOC_024511,753,553,590,1124,820,1101
XLOC_024518,223,202,158,69,37,65
XLOC_024519,210,155,153,0,55,91
XLOC_016649,8,10,4,2,3,1
XLOC_000851,5,11,16,10,19,26
XLOC_000850,10,15,8,17,22,17
XLOC_000853,53,13,32,59,49,30
XLOC_000852,462,279,209,262,208,186
XLOC_000855,0,0,0,28,12,21
XLOC_000854,452,170,347,121,36,91
XLOC_000857,0,0,0,0,0,0
XLOC_000856,0,0,0,8,0,0
XLOC_000859,91,16,104,40,8,36
XLOC_000858,56,12,60,113,17,85
XLOC_016584,2,0,0,0,0,0
XLOC_016585,334,251,180,253,152,257
XLOC_016586,236,453,117,117,204,106
XLOC_016587,42,106,20,12,43,5
XLOC_016580,23,7,0,29,66,38
XLOC_016581,1304,737,874,821,517,778
XLOC_016582,1595,585,987,611,254,458
XLOC_016583,4120,2821,3092,3716,2889,3444
XLOC_016588,559,359,398,198,90,185
XLOC_016589,531,246,359,433,188,317
XLOC_016640,813,464,646,672,403,726
XLOC_016647,0,0,0,0,12,0
XLOC_015759,265,184,165,266,159,230
XLOC_011614,7,2,0,10,0,4
XLOC_014564,724,459,483,354,203,295
XLOC_014565,277,122,184,274,129,183
XLOC_014566,0,0,0,10,8,2
XLOC_014567,4,4,0,5,5,5
XLOC_014560,27,0,0,0,11,5
XLOC_014561,3858,3105,2910,1568,757,1363
XLOC_017189,15,19,14,0,18,22
XLOC_017188,6,0,23,29,7,21
XLOC_021146,1495,886,841,1537,1561,1873
XLOC_021147,3238,2704,2240,4672,3429,4415
XLOC_017185,0,0,0,0,0,0
XLOC_021145,1174,517,584,304,158,217
XLOC_021142,790,446,435,596,225,344
XLOC_021143,1699,885,828,2567,1541,1618
XLOC_021140,29,26,78,50,49,40
XLOC_017180,0,0,0,57,45,35
XLOC_016638,230,192,206,191,110,152
XLOC_016639,41,36,26,39,22,26
XLOC_016636,4,2,9,49,30,14
XLOC_016637,582,332,402,281,138,223
XLOC_016634,4,21,6,7,28,9
XLOC_016635,0,0,0,29,15,57
XLOC_016632,0,0,5,10,15,6
XLOC_016633,0,0,0,68,163,68
XLOC_016630,45,46,21,85,123,37
XLOC_016631,131,153,90,164,237,114
XLOC_025645,1889,1458,781,973,860,485
XLOC_025644,464,289,311,219,172,226
XLOC_025647,673,481,496,367,374,386
XLOC_025646,226,120,190,347,383,386
XLOC_025641,150,112,118,133,131,171
XLOC_025640,902,486,455,2107,1187,1567
XLOC_025643,15,63,15,23,31,7
XLOC_025642,892,1017,655,602,866,650
XLOC_006362,404,87,140,315,113,249
XLOC_025649,1556,899,838,2265,1747,1749
XLOC_025648,23,13,27,60,52,17
XLOC_006186,0,5,0,6,5,2
XLOC_006369,597,143,258,348,57,262
XLOC_006368,1975,1165,1040,794,490,676
XLOC_004976,27,0,0,89,0,3
XLOC_004977,2,0,6,4,6,0
XLOC_013039,543,202,262,236,114,181
XLOC_013038,1,2,1,19,15,15
XLOC_019059,5955,3367,4811,7537,4616,7523
XLOC_019058,2822,1548,1590,1154,932,999
XLOC_019057,720,399,554,167,100,139
XLOC_013032,7,0,5,9,8,3
XLOC_013031,5,2,4,10,14,26
XLOC_013030,14,9,5,30,18,18
XLOC_013037,10,0,4,4,2,0
XLOC_013036,64,0,54,39,15,31
XLOC_013035,16,22,13,27,17,28
XLOC_013034,11,24,7,6,5,3
XLOC_007009,18365,13192,12603,3105,2041,2506
XLOC_007008,82,31,36,41,12,29
XLOC_007007,446,409,329,305,186,193
XLOC_007006,12241,6929,8079,7413,9870,9384
XLOC_007005,410,182,196,140,89,121
XLOC_007004,0,0,0,1,5,3
XLOC_007003,450,183,133,563,274,385
XLOC_007002,245,150,184,236,218,251
XLOC_007001,323,367,345,545,502,538
XLOC_007000,16,3,6,14,13,5
XLOC_018090,0,0,0,2,0,0
XLOC_018091,7,15,22,13,43,27
XLOC_018092,7,4,2,4,9,3
XLOC_018093,4,0,0,8,1,5
XLOC_018094,187,126,127,131,39,74
XLOC_018095,1156,942,741,770,512,598
XLOC_018096,683,829,419,457,435,320
XLOC_018097,865,655,656,1563,2438,2177
XLOC_018098,719,441,446,447,313,332
XLOC_018099,31,9,33,44,29,37
XLOC_012638,347,411,210,193,294,167
XLOC_012639,0,0,0,2,9,2
XLOC_012632,37,24,39,119,92,101
XLOC_012633,10,1,3,2,4,1
XLOC_012630,18,2,1,35,13,21
XLOC_012631,0,0,0,1,0,0
XLOC_012636,0,0,0,5,4,8
XLOC_012637,0,0,0,0,0,2
XLOC_012634,0,0,0,2,4,4
XLOC_012635,1,0,0,5,3,1
XLOC_019373,42,28,44,196,72,140
XLOC_005531,884,643,785,1021,813,1124
XLOC_005530,133,103,79,122,103,105
XLOC_005533,0,0,0,0,0,0
XLOC_005532,246,198,125,178,153,172
XLOC_005535,7,3,10,25,16,11
XLOC_005534,166,100,100,230,173,182
XLOC_005537,0,0,0,9,5,3
XLOC_005536,0,0,0,6,0,6
XLOC_005539,16,15,6,10,10,5
XLOC_005538,2,0,0,9,8,11
XLOC_031024,10,0,11,7,2,3
XLOC_006840,3505,2128,2162,2252,1238,1756
XLOC_006841,235,159,159,334,267,373
XLOC_006842,785,508,664,290,233,247
XLOC_006843,171,137,213,201,115,201
XLOC_006844,38,32,31,61,47,60
XLOC_006845,176,83,145,107,62,64
XLOC_006846,74,40,94,84,60,108
XLOC_006847,51,51,44,50,40,36
XLOC_006848,0,0,5,38,22,20
XLOC_006849,42,53,18,29,28,13
XLOC_023179,0,0,0,0,0,0
XLOC_023178,0,0,0,11,5,4
XLOC_023175,0,0,0,0,3,0
XLOC_023174,0,0,0,0,10,0
XLOC_023177,7,0,4,9,11,10
XLOC_023176,0,0,0,10,2,6
XLOC_023171,0,0,0,0,0,0
XLOC_023170,3,1,8,12,12,13
XLOC_023173,3,1,1,15,3,6
XLOC_023172,0,0,0,0,0,0
XLOC_005399,0,4,5,21,9,15
XLOC_005398,0,0,0,0,1,2
XLOC_005395,30,4,5,18,8,13
XLOC_005394,1714,1619,1804,2184,2287,2562
XLOC_005397,78,33,43,34,34,22
XLOC_005396,81,3,12,51,14,18
XLOC_005391,7,2,0,25,18,11
XLOC_005390,3,0,6,18,12,15
XLOC_005393,317,235,234,272,296,286
XLOC_005392,4,0,0,12,5,0
XLOC_010098,235,218,214,184,162,249
XLOC_010099,430,352,359,388,352,501
XLOC_010090,25,26,25,15,21,26
XLOC_010091,136,126,89,136,115,103
XLOC_010092,0,15,10,13,18,13
XLOC_010093,260,344,178,80,108,75
XLOC_010094,227,138,169,239,215,229
XLOC_010095,64,33,38,20,12,4
XLOC_010096,346,196,201,113,66,89
XLOC_010097,0,0,0,0,10,0
XLOC_007829,139,115,139,150,84,132
XLOC_007828,872,394,729,591,227,549
XLOC_007821,255,176,178,306,188,189
XLOC_007820,456,268,231,435,198,279
XLOC_007823,3048,2591,2607,937,612,902
XLOC_007822,0,8,10,7,8,0
XLOC_007825,304,148,167,202,150,171
XLOC_007824,375,208,206,108,92,126
XLOC_007827,295,190,251,1145,682,914
XLOC_007826,173,106,123,228,187,236
XLOC_002376,696,200,358,263,135,266
XLOC_002377,3382,1939,2202,1544,1470,1522
XLOC_002374,104,121,62,66,100,61
XLOC_002375,4063,2527,3021,3011,1727,2924
XLOC_002372,0,40,0,13,30,12
XLOC_002373,39,93,22,59,109,48
XLOC_002370,12,9,5,16,9,8
XLOC_002371,0,0,0,11,13,0
XLOC_002378,9,0,28,6,5,0
XLOC_002379,62,55,66,57,45,61
XLOC_030308,0,2,0,7,6,10
XLOC_030309,0,0,0,0,0,0
XLOC_012369,846,658,693,491,392,596
XLOC_017388,8,2,2,37,25,19
XLOC_030302,9,12,10,13,9,3
XLOC_030303,10,0,20,11,7,28
XLOC_030300,1,0,0,7,4,1
XLOC_030301,2,0,0,9,9,6
XLOC_030306,11,12,6,11,8,3
XLOC_030307,8,3,0,3,2,1
XLOC_030304,168,30,103,341,31,291
XLOC_030305,530,45,416,465,80,367
XLOC_002952,8,9,8,59,41,31
XLOC_002953,3,0,0,14,14,6
XLOC_002950,9,0,8,37,33,36
XLOC_002951,5,1,1,10,10,3
XLOC_002956,0,4,0,63,83,99
XLOC_002957,0,7,5,28,17,0
XLOC_002954,0,2,0,10,16,16
XLOC_002955,10,5,8,0,42,51
XLOC_002958,12,6,0,10,8,6
XLOC_002959,0,2,8,6,6,7
XLOC_003025,99,70,96,44,38,21
XLOC_003024,39,22,21,49,40,25
XLOC_003027,0,15,41,18,7,58
XLOC_003026,182,93,138,237,228,254
XLOC_003021,0,0,0,0,4,3
XLOC_003020,9713,7507,7337,3962,2263,3375
XLOC_003023,59,32,60,52,29,54
XLOC_003022,257,197,222,207,129,211
XLOC_003029,52,37,91,64,38,81
XLOC_003028,0,0,24,19,10,17
XLOC_034030,2027,1098,1618,414,289,383
XLOC_031043,225,175,170,104,83,75
XLOC_028983,486,488,306,2173,1301,2137
XLOC_028982,506,241,222,328,175,238
XLOC_010561,52,29,51,30,24,32
XLOC_034034,122,93,133,137,98,97
XLOC_028984,132,171,126,376,226,396
XLOC_028987,61,40,21,27,8,0
XLOC_028986,1430,637,1002,597,328,482
XLOC_034038,189,59,102,75,35,90
XLOC_034039,625,459,302,624,518,619
XLOC_031950,0,0,0,2,4,0
XLOC_031951,6,8,0,9,18,1
XLOC_031952,4,0,4,3,4,4
XLOC_031953,316,175,200,838,427,477
XLOC_031954,6397,3819,3773,2817,2164,2583
XLOC_031955,206,152,174,248,408,276
XLOC_031956,185,76,88,205,109,123
XLOC_031957,316,202,221,112,84,110
XLOC_031958,3,0,0,6,3,0
XLOC_031959,20,64,5,14,9,8
XLOC_023969,0,0,3,1,4,2
XLOC_008969,139,209,139,175,282,250
XLOC_008968,173,239,147,69,89,46
XLOC_004219,1965,806,1003,1360,654,1023
XLOC_008961,39,18,18,350,226,333
XLOC_008960,1548,549,813,1193,627,971
XLOC_008963,6,0,0,30,17,13
XLOC_008962,4,0,0,19,8,5
XLOC_008965,205,144,231,325,211,399
XLOC_008964,0,0,0,9,3,6
XLOC_008967,346,430,296,302,398,356
XLOC_008966,108,171,133,99,213,146
XLOC_012359,10,5,9,18,12,10
XLOC_007271,73,54,40,194,186,241
XLOC_024129,23,28,18,192,109,150
XLOC_004213,337,282,221,44,0,0
XLOC_004212,1226,595,719,312,335,586
XLOC_029151,76,49,47,0,0,44
XLOC_029150,832,119,561,865,217,787
XLOC_029153,567,800,659,876,772,833
XLOC_029152,77,113,73,85,213,198
XLOC_029155,462,354,296,261,177,242
XLOC_029154,128,155,122,1807,2112,2088
XLOC_029157,3147,1941,1972,1089,928,1103
XLOC_029156,712,383,495,215,109,245
XLOC_029159,340,257,196,308,148,256
XLOC_029158,6581,2157,2436,6867,3144,3559
XLOC_007279,69,41,48,371,185,328
XLOC_032212,6,3,5,23,18,16
XLOC_032213,206,162,89,87,61,55
XLOC_001379,800,479,635,315,188,285
XLOC_001378,1881,1529,1016,617,473,521
XLOC_032216,3,0,0,3,0,0
XLOC_032217,8,17,8,36,32,29
XLOC_032214,349,387,414,179,303,243
XLOC_032215,19,0,13,21,10,13
XLOC_001373,35,36,18,54,29,26
XLOC_001372,0,58,0,40,47,30
XLOC_001371,650,347,330,305,600,451
XLOC_001370,618,269,214,214,97,121
XLOC_001377,2864,1788,1841,1823,2115,1984
XLOC_001376,1426,407,581,792,343,442
XLOC_001375,447,403,150,225,174,226
XLOC_001374,510,425,477,466,407,557
XLOC_012366,149,181,167,303,175,281
XLOC_009618,50,47,34,112,55,83
XLOC_009619,827,590,677,893,696,965
XLOC_009610,262,224,202,145,135,88
XLOC_009611,402,252,309,203,129,156
XLOC_009612,35,36,8,54,48,30
XLOC_009613,2313,1709,1370,556,249,265
XLOC_009614,375,208,192,835,475,478
XLOC_009615,123,138,102,118,150,173
XLOC_009616,803,581,633,602,438,633
XLOC_009617,58,82,69,91,71,94
XLOC_034708,12,3,16,18,11,24
XLOC_034709,11,6,9,145,10,88
XLOC_016038,28,21,31,21,20,16
XLOC_016039,22,11,6,11,7,3
XLOC_016034,18,7,11,79,72,92
XLOC_016035,152,82,118,169,0,144
XLOC_016036,0,0,0,0,2,3
XLOC_016037,44,12,12,66,27,33
XLOC_016030,0,22,13,0,12,3
XLOC_016031,169,75,92,71,27,40
XLOC_016032,243,115,167,210,146,184
XLOC_016033,156,5,9,170,9,2
XLOC_013918,6,5,4,12,6,19
XLOC_013919,3,0,4,2,1,2
XLOC_026398,44,90,63,248,257,197
XLOC_026399,268,185,175,228,162,171
XLOC_026392,0,0,0,7,11,8
XLOC_026393,0,0,0,3,1,3
XLOC_026390,5,3,1,12,3,4
XLOC_026391,962,438,569,892,507,767
XLOC_026396,0,0,0,0,0,0
XLOC_026397,16,86,23,23,74,27
XLOC_026394,87,59,43,183,84,83
XLOC_026395,54,60,31,74,77,41
XLOC_017065,47,46,12,46,35,23
XLOC_033628,7,0,0,141,80,63
XLOC_033629,20,245,115,158,229,140
XLOC_033620,0,0,0,0,27,0
XLOC_033621,0,7,0,7,23,5
XLOC_033622,651,627,473,139,63,113
XLOC_033623,106,48,97,81,31,60
XLOC_033624,19,15,7,37,56,25
XLOC_033625,482,126,324,581,240,359
XLOC_033626,467,166,232,129,57,91
XLOC_033627,2016,1249,975,4260,1773,2576
XLOC_024207,17,0,2,6,0,7
XLOC_031172,335,154,262,197,76,143
XLOC_031173,42,40,32,122,113,67
XLOC_031170,81,46,87,151,116,138
XLOC_031171,894,289,342,1262,231,702
XLOC_031176,24,31,22,519,611,807
XLOC_031177,230,397,193,448,455,344
XLOC_031174,62,38,35,28,31,9
XLOC_031175,187,49,96,100,41,56
XLOC_031178,0,0,0,3,0,0
XLOC_031179,0,3,2,11,11,16
XLOC_027449,298,88,24,441,57,25
XLOC_027448,386,276,272,279,251,279
XLOC_017848,30,40,39,41,61,35
XLOC_017849,0,0,3,9,0,0
XLOC_027441,0,0,0,0,0,0
XLOC_027440,7,0,5,0,0,0
