gene_id,1041,1471,1637,Sample1,Sample2,Sample3
XLOC_024200,3,4,0,1,2,1
XLOC_024201,0,0,0,0,0,0
XLOC_027472,0,0,0,14,12,6
XLOC_028413,28,17,8,40,28,19
XLOC_027473,4,0,7,17,7,5
XLOC_028412,12,12,23,53,35,52
XLOC_027478,2574,1698,1587,633,715,753
XLOC_017858,0,0,0,0,0,0
XLOC_017660,0,0,0,2,1,2
XLOC_004855,14,22,11,15,14,23
XLOC_004854,1875,1163,991,3268,2053,2335
XLOC_004857,1068,827,1040,222,109,134
XLOC_004856,0,0,3,19,12,0
XLOC_004851,104,65,43,54,33,47
XLOC_004850,3951,3505,3114,1919,1451,2148
XLOC_004853,1781,445,1366,1293,289,966
XLOC_004852,255,140,176,129,163,128
XLOC_025155,41,31,14,82,61,63
XLOC_025154,0,0,0,2,1,0
XLOC_025157,0,0,1,5,10,7
XLOC_025156,27,13,9,13,3,7
XLOC_004859,72,0,35,68,10,66
XLOC_004858,1573,158,608,452,47,294
XLOC_025153,27,16,38,32,19,21
XLOC_025152,23,0,15,26,30,20
XLOC_010818,0,0,0,0,1,0
XLOC_010819,3,0,3,6,10,3
XLOC_010810,0,0,0,4,1,0
XLOC_010811,0,0,0,3,1,4
XLOC_010812,559,420,358,518,441,538
XLOC_010813,13,11,12,67,0,31
XLOC_010814,58,56,31,84,63,93
XLOC_010815,18,6,7,10,12,15
XLOC_010816,0,0,0,15,19,7
XLOC_010817,0,0,0,2,0,3
XLOC_018559,7,0,0,12,5,0
XLOC_026998,0,0,0,0,0,0
XLOC_007317,3,0,0,12,3,8
XLOC_007316,0,0,0,0,0,0
XLOC_007315,81,0,78,94,32,82
XLOC_007314,0,0,0,8,0,0
XLOC_007313,4,5,6,21,8,10
XLOC_007312,0,0,0,0,0,0
XLOC_007311,9,0,8,21,0,3
XLOC_007310,0,0,0,0,8,0
XLOC_007319,50,25,31,1197,918,1221
XLOC_007318,0,0,0,1,0,0
XLOC_019998,12,5,4,38,25,30
XLOC_019999,209,150,98,192,105,126
XLOC_019996,10,2,3,19,6,4
XLOC_019997,56,108,70,120,75,121
XLOC_019994,5,0,0,20,21,8
XLOC_019995,142,91,103,201,102,191
XLOC_019992,12,2,5,12,12,10
XLOC_019993,0,0,0,11,17,5
XLOC_019990,0,2,0,6,5,4
XLOC_019991,136,104,118,32,16,23
XLOC_030914,0,0,0,2,3,0
XLOC_012522,57,20,53,34,8,46
XLOC_012523,95,51,43,21,22,18
XLOC_012520,12,17,0,0,30,17
XLOC_012521,107,59,80,48,41,59
XLOC_002848,1488,805,939,667,350,491
XLOC_002849,6,5,3,17,16,4
XLOC_005818,1599,959,986,474,467,505
XLOC_005819,331,184,249,118,64,115
XLOC_005816,178,118,113,158,114,142
XLOC_002845,259,341,250,278,364,289
XLOC_002846,25,61,38,36,56,45
XLOC_002847,1998,1484,1141,3206,2752,3041
XLOC_005812,502,510,411,277,249,226
XLOC_002841,54,9,31,30,36,30
XLOC_002842,1570,575,700,656,368,496
XLOC_002843,106,53,50,107,100,110
XLOC_024789,358,781,107,229,543,135
XLOC_024788,87,94,91,83,69,56
XLOC_024783,0,0,0,9,17,13
XLOC_024782,0,8,4,0,4,6
XLOC_024781,0,0,0,4,4,4
XLOC_024780,0,0,7,54,37,26
XLOC_024787,0,0,0,0,5,6
XLOC_024786,1802,1115,1401,1150,644,878
XLOC_024785,40,37,26,431,417,455
XLOC_024784,0,0,0,0,0,0
XLOC_018717,69,49,39,60,36,52
XLOC_018716,77,51,67,99,77,84
XLOC_018715,52,77,44,76,35,68
XLOC_018714,139,154,137,84,76,115
XLOC_018713,2455,1350,1676,1986,820,1516
XLOC_018712,82,45,188,81,114,48
XLOC_018711,2807,1404,1521,3083,1377,2033
XLOC_018710,1316,442,706,720,290,468
XLOC_018719,314,162,267,187,175,134
XLOC_018718,164,75,117,155,79,118
XLOC_006506,24,3,17,53,11,32
XLOC_019269,38,30,48,63,94,109
XLOC_006549,16,12,24,40,43,45
XLOC_006548,53,56,42,226,173,276
XLOC_006545,2479,1265,1353,1232,833,1111
XLOC_006544,195,130,147,72,66,78
XLOC_006547,9,13,10,26,31,28
XLOC_006546,1273,672,573,901,863,983
XLOC_006541,35,0,12,16,0,4
XLOC_006540,0,0,6,3,7,7
XLOC_006543,234,12,72,24,74,44
XLOC_006542,86,35,52,153,38,94
XLOC_009250,25,13,15,17,9,8
XLOC_009251,0,0,6,0,0,0
XLOC_009252,11,62,7,58,50,81
XLOC_009253,170,92,93,182,117,168
XLOC_032388,6,0,2,0,0,1
XLOC_032389,98,78,59,31,11,20
XLOC_009256,3,0,0,4,0,4
XLOC_009257,5,7,2,15,16,11
XLOC_032384,323,258,279,318,289,273
XLOC_009259,252,126,119,201,116,117
XLOC_032386,1283,1246,903,1131,845,1167
XLOC_032387,0,0,2,10,6,3
XLOC_032380,0,0,0,0,0,5
XLOC_032381,316,214,177,309,216,257
XLOC_032382,1085,373,319,762,238,393
XLOC_032383,228,68,77,326,114,143
XLOC_001005,12,26,22,27,24,18
XLOC_001004,466,8,8,177,6,8
XLOC_001007,129,37,18,59,37,24
XLOC_001006,195,91,108,116,71,64
XLOC_001001,0,0,0,5,2,0
XLOC_001000,132,71,43,188,83,129
XLOC_001003,44,34,40,37,16,20
XLOC_001002,0,2,0,5,5,3
XLOC_001009,2627,1091,1884,2359,1382,2247
XLOC_001008,929,483,602,365,251,357
XLOC_004039,0,0,0,5,6,4
XLOC_004038,2,0,0,10,13,10
XLOC_032699,17,0,1,3,3,2
XLOC_006494,0,0,3,14,10,0
XLOC_014754,0,0,0,55,59,54
XLOC_007714,43,8,26,25,5,17
XLOC_033260,1043,1160,937,438,445,577
XLOC_033261,0,0,0,6,0,14
XLOC_033262,0,0,0,0,0,0
XLOC_033263,0,0,0,0,0,4
XLOC_033264,673,16,60,293,39,49
XLOC_033265,44,46,45,0,0,0
XLOC_033266,2,2,1,30,44,17
XLOC_033267,0,3,10,0,18,9
XLOC_033268,31,21,14,34,28,41
XLOC_033269,0,0,0,8,4,11
XLOC_009788,251,251,227,198,103,175
XLOC_009789,1332,936,841,544,317,470
XLOC_009782,69,43,29,55,121,119
XLOC_009783,331,141,173,281,78,183
XLOC_009780,12,0,4,11,3,11
XLOC_009781,130,81,90,113,63,75
XLOC_009786,460,373,306,692,579,635
XLOC_009787,440,391,332,541,523,573
XLOC_009784,0,0,0,14,0,19
XLOC_009785,69,36,87,142,79,150
XLOC_002068,496,361,334,107,48,80
XLOC_002069,0,0,0,0,0,0
XLOC_002066,24,15,17,178,35,53
XLOC_002067,1084,594,697,544,290,452
XLOC_002064,26,9,26,25,17,6
XLOC_002065,3,0,5,22,10,29
XLOC_002062,58,5,47,50,19,82
XLOC_002063,1227,927,782,551,256,415
XLOC_002060,1430,1209,1000,1573,1136,1427
XLOC_002061,888,413,523,826,284,865
XLOC_004386,18,11,7,19,14,21
XLOC_027801,20,13,19,23,51,43
XLOC_027800,549,246,286,155,24,124
XLOC_027803,0,0,0,0,0,0
XLOC_027802,47,0,47,49,2,36
XLOC_027805,30,107,35,69,159,44
XLOC_027804,1,7,1,3,2,6
XLOC_027807,82,92,82,116,61,80
XLOC_027806,44,11,15,71,40,31
XLOC_027809,1633,342,451,696,312,338
XLOC_027808,43,14,9,32,25,12
XLOC_032609,3,0,2,11,3,2
XLOC_032608,48,32,83,44,34,43
XLOC_003339,9,33,12,102,48,62
XLOC_003338,7,1,0,2,2,4
XLOC_003335,239,173,35,38,173,74
XLOC_003334,547,314,277,250,73,138
XLOC_003337,0,20,0,11,35,27
XLOC_003336,6,0,0,12,14,11
XLOC_003331,72,69,39,84,104,104
XLOC_003330,7,6,123,212,27,122
XLOC_003333,46,93,29,40,25,10
XLOC_003332,15,20,16,30,27,37
XLOC_001782,11,0,0,11,3,8
XLOC_001783,19,0,2,4,6,1
XLOC_001780,21,0,13,21,26,17
XLOC_001781,0,5,0,2,6,2
XLOC_001786,0,0,3,1,0,0
XLOC_001787,0,0,0,0,0,0
XLOC_001784,33,4,15,29,6,16
XLOC_001785,46,17,30,174,66,69
XLOC_001788,122,152,53,203,167,105
XLOC_001789,18,23,0,61,41,46
XLOC_008565,6648,4448,3318,2043,1073,1132
XLOC_023387,29,8,2,22,19,14
XLOC_023384,0,7,8,14,6,2
XLOC_008566,92,73,61,466,249,453
XLOC_008561,34,19,13,67,28,48
XLOC_008560,7,10,2,17,8,7
XLOC_001874,305,111,228,980,239,833
XLOC_001875,1159,257,707,924,260,975
XLOC_001876,201,144,121,121,87,79
XLOC_001877,258,216,147,187,185,149
XLOC_001870,4,0,3,18,14,13
XLOC_001871,2,4,13,17,8,27
XLOC_001872,1,1,1,11,18,6
XLOC_001873,2120,110,116,6621,184,289
XLOC_023381,3,3,0,16,9,8
XLOC_001878,29,7,10,22,0,4
XLOC_001879,106,5,67,4,2,1
XLOC_026333,0,0,8,13,22,13
XLOC_026039,0,0,0,1,1,0
XLOC_026038,0,0,0,10,17,15
XLOC_026037,0,0,0,19,8,3
XLOC_026036,0,0,0,5,3,3
XLOC_026035,0,0,0,14,4,1
XLOC_026034,0,0,0,12,2,0
XLOC_026033,0,0,0,0,1,0
XLOC_026032,0,0,0,7,3,4
XLOC_026031,10,35,3,19,21,8
XLOC_026030,0,3,0,0,8,0
XLOC_035378,31,0,0,25,8,5
XLOC_035379,275,200,176,80,48,43
XLOC_035370,83,72,52,63,138,115
XLOC_035371,3,1,16,0,0,0
XLOC_035372,2380,1549,1957,3827,3507,4427
XLOC_035373,54,36,25,29,17,6
XLOC_035374,107,42,71,54,41,33
XLOC_035375,149,20,167,119,58,70
XLOC_035376,281,153,241,178,160,283
XLOC_035377,344,194,278,127,121,115
XLOC_026781,464,27,133,660,80,239
XLOC_026780,156,55,96,134,82,136
XLOC_026783,804,813,730,380,370,436
XLOC_026782,688,957,695,1004,750,1138
XLOC_026785,2397,1744,1577,1599,1163,1519
XLOC_026784,1553,1812,1719,473,290,447
XLOC_026787,21,11,16,97,61,86
XLOC_026786,1363,565,772,1170,655,1086
XLOC_026789,10,0,0,14,6,11
XLOC_026788,201,88,149,80,85,82
XLOC_030971,213,111,157,167,114,164
XLOC_030970,79,41,61,30,27,31
XLOC_030973,30,7,13,15,20,21
XLOC_030972,16,0,5,22,7,15
XLOC_014600,0,0,0,40,22,33
XLOC_030975,400,105,169,379,464,500
XLOC_030974,712,497,443,265,188,222
XLOC_030977,160,131,165,204,124,143
XLOC_030976,0,0,6,6,0,0
XLOC_013925,893,817,611,670,509,780
XLOC_013924,527,305,385,230,187,155
XLOC_013927,162,117,109,215,119,119
XLOC_013926,252,88,167,68,52,60
XLOC_013921,0,0,0,0,2,3
XLOC_013920,0,0,0,0,0,0
XLOC_034779,1112,512,641,874,677,881
XLOC_034778,0,0,8,10,0,8
XLOC_034777,49,12,4,57,27,50
XLOC_034776,101,243,71,141,222,98
XLOC_034775,529,358,242,1363,976,1008
XLOC_014606,55,55,25,118,84,86
XLOC_013929,42,61,41,68,140,112
XLOC_013928,0,1,0,0,1,0
XLOC_034771,514,172,239,431,348,393
XLOC_034770,470,283,469,268,197,278
XLOC_027788,21,22,25,1654,1288,1207
XLOC_027789,18,21,12,1521,718,1064
XLOC_027786,174,67,53,315,364,341
XLOC_027787,509,326,348,602,654,622
XLOC_027784,0,0,0,15,8,16
XLOC_027785,79,132,36,25,17,34
XLOC_027782,0,0,0,2,0,0
XLOC_027783,0,0,0,3,3,3
XLOC_027780,0,0,0,0,2,1
XLOC_027781,0,0,0,0,2,0
XLOC_015448,11,7,14,47,24,32
XLOC_015449,608,453,453,730,490,686
XLOC_015444,0,0,0,2,1,2
XLOC_015445,40,43,42,41,18,32
XLOC_015446,0,1,0,5,3,2
XLOC_015447,0,1,1,2,1,1
XLOC_015440,31,39,39,25,30,30
XLOC_015441,103,55,86,45,24,49
XLOC_015442,0,0,0,19,24,2
XLOC_015443,53,14,20,70,43,55
XLOC_020066,0,0,0,0,0,0
XLOC_020067,0,0,0,2,1,2
XLOC_020064,0,0,10,23,36,8
XLOC_020065,0,0,0,0,0,0
XLOC_020062,164,31,69,346,157,364
XLOC_020063,0,0,0,0,0,0
XLOC_020060,9,9,17,60,30,47
XLOC_020061,3970,11329,1002,1467,3852,404
XLOC_020068,98,50,67,83,95,71
XLOC_020069,110,89,65,283,332,251
XLOC_016816,2,0,3,3,0,0
XLOC_016817,83,0,0,4,16,4
XLOC_016814,973,230,584,975,176,1201
XLOC_016815,12,21,26,98,130,126
XLOC_016812,0,0,0,3,11,2
XLOC_016813,8,0,7,9,6,15
XLOC_016810,51,72,52,21,18,25
XLOC_016811,14,4,12,13,4,13
XLOC_014713,0,0,0,9,2,7
XLOC_014712,6,15,8,9,15,11
XLOC_014711,0,4,6,89,102,97
XLOC_014710,6,3,0,78,79,122
XLOC_014717,537,371,143,416,353,173
XLOC_014716,0,0,0,0,0,0
XLOC_014715,0,0,0,0,0,0
XLOC_014714,20,0,30,38,8,47
XLOC_014719,151,111,147,117,68,106
XLOC_014718,30,22,20,26,11,16
XLOC_021335,0,0,0,19,1,1
XLOC_021334,231,192,188,165,209,211
XLOC_017354,106,39,102,323,77,333
XLOC_021336,1953,1026,1301,936,605,858
XLOC_021331,402,299,334,202,191,213
XLOC_017353,9,28,33,21,20,19
XLOC_017350,1062,423,1018,869,850,1410
XLOC_021332,35,37,31,202,53,72
XLOC_021339,97,123,162,52,55,39
XLOC_021338,485,372,335,453,405,536
XLOC_017358,901,600,638,570,615,633
XLOC_017359,559,213,266,249,236,250
XLOC_026819,8,7,0,12,10,7
XLOC_026818,0,0,3,6,11,12
XLOC_016407,159,92,99,95,57,59
XLOC_016406,84,43,72,192,104,166
XLOC_016401,13,23,20,56,48,40
XLOC_016400,0,0,0,0,0,1
XLOC_023869,95,117,178,144,116,152
XLOC_023868,543,299,255,302,291,320
XLOC_023867,1979,1094,1219,467,275,425
XLOC_023866,0,0,8,23,20,11
XLOC_023865,0,0,0,3,4,0
XLOC_023864,463,230,325,300,210,251
XLOC_026815,5,9,2,12,2,9
XLOC_026814,43,9,21,75,58,118
XLOC_026817,0,0,0,10,10,6
XLOC_026816,18,7,19,39,40,55
XLOC_017000,0,0,0,0,1,0
XLOC_008288,54,16,35,48,31,33
XLOC_025546,57,189,0,90,62,34
XLOC_025547,0,0,0,6,0,0
XLOC_025544,272,97,191,539,298,506
XLOC_025545,259,166,168,176,62,151
XLOC_025542,342,322,320,357,387,404
XLOC_025543,448,241,270,278,155,204
XLOC_025540,91,21,58,48,11,27
XLOC_025541,64,34,66,76,13,51
XLOC_025548,61,10,24,47,29,39
XLOC_025549,5034,554,2154,2924,317,1644
XLOC_028716,0,9,3,10,7,6
XLOC_019606,53,54,26,283,296,338
XLOC_019607,125,81,120,115,66,84
XLOC_019604,322,185,291,627,348,499
XLOC_019605,561,533,405,556,413,575
XLOC_019602,441,389,372,430,453,415
XLOC_019603,2706,1617,2023,1471,853,1466
XLOC_019600,1163,696,978,774,538,722
XLOC_019601,0,0,0,5,0,0
XLOC_019608,30,32,49,73,41,57
XLOC_019609,143,70,97,143,93,111
XLOC_018555,5,0,4,4,0,1
XLOC_018554,0,0,0,9,6,5
XLOC_010768,896,653,733,928,746,1013
XLOC_010769,419,1074,657,1298,1538,1701
XLOC_018551,0,2,1,4,2,2
XLOC_018550,5,6,0,7,2,6
XLOC_018553,15,2,6,10,6,4
XLOC_018552,43,33,30,87,63,69
XLOC_010762,475,317,345,399,222,374
XLOC_010763,0,0,0,3,0,0
XLOC_010760,66,32,67,85,114,68
XLOC_010761,27,75,29,48,114,93
XLOC_010766,0,0,0,0,0,0
XLOC_010767,7451,3484,3432,9385,6423,6005
XLOC_010764,1,0,1,3,2,1
XLOC_010765,0,0,0,3,5,0
XLOC_028718,1,0,0,3,0,0
XLOC_028719,2314,1058,1056,1318,909,1038
XLOC_013154,41,53,38,49,17,15
XLOC_013155,444,254,350,555,323,473
XLOC_013156,77,175,111,61,50,46
XLOC_013157,8,21,17,52,45,41
XLOC_013150,47,0,65,46,4,36
XLOC_013151,0,11,8,0,11,11
XLOC_013152,40,26,17,16,17,22
XLOC_013153,72,64,81,140,138,151
XLOC_013158,25,24,28,19,23,35
XLOC_013159,324,324,287,315,228,280
XLOC_010498,16,0,11,257,4,171
XLOC_010499,73,53,100,218,74,261
XLOC_010494,0,0,0,2,0,1
XLOC_010495,0,0,0,11,0,3
XLOC_010496,0,0,0,6,1,3
XLOC_010497,2,0,10,57,3,34
XLOC_010490,0,0,0,26,27,23
XLOC_010491,0,1,0,38,16,29
XLOC_010492,0,0,0,7,2,2
XLOC_010493,2,0,0,2,1,1
XLOC_020880,0,0,0,9,0,0
XLOC_020881,13,20,13,19,26,18
XLOC_020882,1753,1029,1105,680,400,693
XLOC_020883,13,9,11,6,3,2
XLOC_020884,0,0,8,5,2,3
XLOC_020885,1652,935,1092,530,375,478
XLOC_020886,9,1,17,20,15,47
XLOC_020887,0,0,0,4,5,2
XLOC_020888,19,26,29,20,38,41
XLOC_020889,3,0,5,23,16,13
XLOC_022015,592,332,365,668,360,576
XLOC_022014,276,45,122,121,17,142
XLOC_022017,323,272,321,304,256,342
XLOC_022016,259,135,142,510,643,698
XLOC_022011,1702,222,1117,743,76,657
XLOC_022010,707,193,456,274,251,208
XLOC_022013,15,0,1,47,1,25
XLOC_022012,39,0,24,14,16,24
XLOC_022019,1019,771,745,1136,824,1081
XLOC_022018,646,454,436,1040,1073,986
XLOC_025836,79,21,29,68,45,34
XLOC_025837,3,0,4,6,2,2
XLOC_004549,0,0,0,0,0,2
XLOC_004548,26,183,121,17,31,29
XLOC_004547,9,0,10,3,0,0
XLOC_004546,7,0,45,3,0,2
XLOC_004545,0,0,1,21,4,6
XLOC_004544,7,0,2,7,10,10
XLOC_004543,0,0,2,15,31,6
XLOC_004542,0,0,0,0,0,0
XLOC_004541,3,5,0,8,11,6
XLOC_004540,0,0,0,6,4,1
XLOC_000259,5,5,0,3,9,2
XLOC_000258,0,0,3,6,13,9
XLOC_000257,9,4,22,18,16,25
XLOC_000256,2,13,2,5,9,4
XLOC_000255,159,4,23,130,23,36
XLOC_000254,0,0,2,12,3,1
XLOC_000253,0,4,0,6,8,14
XLOC_000252,0,0,0,43,0,40
XLOC_000251,233,148,180,201,253,266
XLOC_000250,18,8,0,215,107,137
XLOC_011170,4,7,7,7,9,3
XLOC_011171,319,210,187,259,123,130
XLOC_011172,451,254,312,363,233,330
XLOC_011173,331,212,227,138,117,149
XLOC_011174,121,86,63,86,62,58
XLOC_011175,701,570,752,733,1052,1248
XLOC_011176,0,0,0,12,21,12
XLOC_011177,21,25,13,16,34,8
XLOC_011178,0,6,0,10,6,15
XLOC_011179,3,9,0,10,15,0
XLOC_025835,268,48,74,131,35,53
XLOC_003607,61,20,84,17,9,19
XLOC_022909,72,18,58,65,33,36
XLOC_022908,3285,3043,2638,10415,11589,9414
XLOC_022903,167,152,64,74,90,54
XLOC_022902,2,2,2,27,15,21
XLOC_022901,0,0,0,271,105,210
XLOC_022900,82,0,0,98,67,0
XLOC_022907,202,305,182,301,218,284
XLOC_022906,844,481,510,337,289,435
XLOC_022905,96,30,135,31,11,34
XLOC_022904,17,32,20,23,20,35
XLOC_023058,854,399,400,250,142,213
XLOC_023059,14,0,12,10,11,9
XLOC_023056,5,5,0,0,4,0
XLOC_023057,0,0,4,0,0,5
XLOC_023054,0,0,3,5,8,3
XLOC_023055,0,0,3,21,4,11
XLOC_023052,3,4,10,12,15,11
XLOC_023053,0,0,14,10,8,13
XLOC_023050,879,398,514,488,193,380
XLOC_023051,87,61,80,70,32,28
XLOC_006421,13,14,10,12,10,14
XLOC_006941,0,1,0,3,3,3
XLOC_006940,11,3,0,15,11,10
XLOC_006943,9,0,0,19,12,12
XLOC_006942,4,0,0,14,8,9
XLOC_006945,955,308,496,251,60,160
XLOC_006944,126,71,41,127,184,113
XLOC_006947,26,14,15,118,51,76
XLOC_006946,0,0,0,7,0,0
XLOC_006949,598,293,338,427,381,449
XLOC_006948,770,272,464,411,255,407
XLOC_024439,60,65,68,130,93,89
XLOC_024438,27,34,9,29,27,37
XLOC_024435,0,0,0,18,9,13
XLOC_024434,5,18,18,31,19,28
XLOC_024437,213,155,171,45,17,23
XLOC_024436,3,0,0,8,0,2
XLOC_024431,586,154,375,464,220,326
XLOC_024430,0,5,6,14,5,7
XLOC_024433,2,9,2,12,10,7
XLOC_024432,3,8,0,10,5,5
XLOC_020509,907,494,538,306,149,206
XLOC_020508,116,15,118,49,23,59
XLOC_005026,0,0,0,8,9,0
XLOC_020505,64,43,86,18,58,62
XLOC_009332,3,0,8,22,8,12
XLOC_020507,246,17,141,256,130,161
XLOC_020506,196,79,139,225,238,230
XLOC_020501,1511,1055,1015,1092,881,1167
XLOC_020500,1145,700,749,491,272,381
XLOC_020503,163,80,91,106,40,106
XLOC_020502,130,57,57,83,40,68
XLOC_002714,294,72,189,221,49,147
XLOC_002715,726,39,249,479,95,217
XLOC_002716,2477,468,903,1659,413,899
XLOC_019714,1005,1321,1367,1251,2061,2038
XLOC_033403,0,0,0,0,6,2
XLOC_013371,0,0,0,0,2,5
XLOC_002710,49,20,45,209,130,210
XLOC_019716,350,421,264,355,365,400
XLOC_002711,266,86,89,321,110,196
XLOC_019717,893,380,733,706,505,946
XLOC_002712,11,3,9,3,0,2
XLOC_019710,56,20,271,66,45,75
XLOC_002713,119,63,80,294,94,327
XLOC_019711,176,147,289,266,187,622
XLOC_013376,3006,2006,1957,1031,753,952
XLOC_013377,280,174,202,201,104,109
XLOC_033900,190,87,89,375,322,375
XLOC_035278,1653,140,687,1452,143,680
XLOC_003238,751,376,445,1090,488,640
XLOC_003239,349,175,179,405,323,280
XLOC_034081,0,0,0,0,0,0
XLOC_003234,0,0,0,0,0,0
XLOC_003235,10961,6881,6840,21723,17323,19943
XLOC_003236,0,0,0,0,5,10
XLOC_003237,380,224,352,577,244,472
XLOC_003230,413,240,113,358,221,322
XLOC_003231,164,143,142,211,90,188
XLOC_003232,1622,871,786,1442,989,1069
XLOC_003233,545,610,340,1345,951,917
XLOC_010634,8,9,2,11,9,1
XLOC_007129,0,0,0,9,2,3
XLOC_028871,0,5,0,0,0,0
XLOC_010638,308,323,231,113,108,104
XLOC_010639,244,344,187,104,95,115
XLOC_028870,1,0,0,1,0,0
XLOC_005999,16,18,12,16,11,29
