gene_id,55,56,64
XLOC_026950,19,10,9
XLOC_029780,161,284,161
XLOC_027469,18,12,11
XLOC_027279,15,21,24
XLOC_034391,69,119,73
XLOC_003505,6,33,18
XLOC_014428,25,35,28
XLOC_010005,11,0,0
XLOC_023698,1096,2494,1358
XLOC_017289,10,0,10
XLOC_021328,10,2515,1482
XLOC_026948,16,8,7
XLOC_025509,0,0,0
XLOC_009428,9,3,7
XLOC_009657,458,746,508
XLOC_002989,4,40,9
XLOC_005919,60,1,7
XLOC_022742,196,346,277
XLOC_032120,1379,2572,1482
XLOC_024141,142,283,110
XLOC_007847,0,0,0
XLOC_024553,0,0,0
XLOC_011202,15,72,98
XLOC_032493,6,0,0
XLOC_012111,219,367,210
XLOC_004932,108,198,61
XLOC_017950,33,112,79
XLOC_023552,1727,2574,1724
XLOC_029080,5,5,6
XLOC_017532,304,686,299
XLOC_023498,8,121,101
XLOC_016007,0,0,2
XLOC_005929,302,472,287
XLOC_009057,5,49,9
XLOC_022641,153,359,165
XLOC_010945,39,171,64
XLOC_001895,0,13,0
XLOC_012935,388,549,413
XLOC_000470,27,5,0
XLOC_008803,280,785,408
XLOC_012213,0,3,0
XLOC_018539,26,0,5
XLOC_024222,118,231,58
XLOC_010578,670,731,474
XLOC_026130,878,833,733
XLOC_028363,9,15,7
XLOC_030873,134,178,159
XLOC_025641,116,156,119
XLOC_009189,82,222,161
XLOC_026586,5,0,8
XLOC_029692,0,14,8
XLOC_029035,57,7,11
XLOC_009331,6,12,0
XLOC_003289,0,0,0
XLOC_018923,0,0,0
XLOC_029731,10,12,11
XLOC_019529,3,9,13
XLOC_034051,0,0,1
XLOC_015821,246,367,257
XLOC_002514,0,0,0
XLOC_010157,0,0,0
XLOC_032508,128,405,242
XLOC_010400,5,3,6
XLOC_008261,27,73,52
XLOC_024957,38,8,32
XLOC_013125,415,733,472
XLOC_002978,357,563,375
XLOC_008796,2244,3048,1937
XLOC_031141,0,0,0
XLOC_005644,0,0,0
XLOC_017810,201,385,220
XLOC_013223,0,0,0
XLOC_020633,5,4,19
XLOC_018722,224,417,223
XLOC_011678,26,46,53
XLOC_022748,20,0,0
XLOC_000682,22,71,19
XLOC_004332,110,107,97
XLOC_034488,4,7,11
XLOC_029684,1,7,1
XLOC_032028,0,0,0
XLOC_007925,154,333,182
XLOC_029311,818,1545,765
XLOC_015679,33,0,24
XLOC_025086,0,2,0
XLOC_007133,30,48,20
XLOC_032802,21,12,20
XLOC_012988,0,6,0
XLOC_028635,0,0,10
XLOC_017873,0,0,0
XLOC_030016,26,85,48
XLOC_013998,0,6,0
XLOC_015604,508,1073,557
XLOC_022803,14,18,4
XLOC_022694,138,119,121
XLOC_006268,1,2,14
XLOC_007295,0,0,0
XLOC_028638,249,329,218
XLOC_031239,24,19,49
XLOC_013205,32,37,32
XLOC_034632,508,1509,709
XLOC_005839,1023,2130,1149
XLOC_026544,23,15,10
XLOC_014663,0,1,0
XLOC_022793,0,0,2
XLOC_003823,13,37,35
XLOC_007053,21,37,12
XLOC_014992,95,211,50
XLOC_002421,50,92,67
XLOC_031967,20,11,0
XLOC_024633,0,3,0
XLOC_026443,81,190,102
XLOC_020131,294,496,373
XLOC_022607,0,0,0
XLOC_014646,1359,2247,2750
XLOC_034458,28,143,174
XLOC_024274,68,222,28
XLOC_033643,387,543,350
XLOC_020817,375,705,296
XLOC_035749,0,0,0
XLOC_035172,0,0,0
XLOC_034096,81,110,61
XLOC_025591,1880,1571,1186
XLOC_004092,12,0,3
XLOC_002972,43,66,53
XLOC_024367,299,314,251
XLOC_016863,11,9,0
XLOC_014504,70,217,85
XLOC_019020,34,35,26
XLOC_017617,23,52,45
XLOC_030780,0,7,2
XLOC_033306,381,655,336
XLOC_025688,0,0,0
XLOC_000721,74,112,74
XLOC_028875,25,70,53
XLOC_024572,84,225,105
XLOC_009619,571,903,689
XLOC_004386,12,14,6
XLOC_023767,10,0,18
XLOC_027020,0,22,2
XLOC_000728,31,77,27
XLOC_032316,9,35,15
XLOC_032575,1544,2623,1657
XLOC_008957,0,0,0
XLOC_006242,97,163,147
XLOC_032838,0,0,0
XLOC_025483,0,0,0
XLOC_008267,14,63,39
XLOC_023978,0,0,0
XLOC_010713,922,1780,853
XLOC_008637,85,134,91
XLOC_003788,5,0,2
XLOC_018352,25,61,36
XLOC_023748,12,10,16
XLOC_010001,0,0,0
XLOC_022207,33,65,32
XLOC_016096,0,3,8
XLOC_023707,13371,34203,13689
XLOC_035153,0,3,0
XLOC_008176,1604,2635,1660
XLOC_000121,34,14,28
XLOC_021405,43,53,43
XLOC_016507,0,0,0
XLOC_033896,5,13,6
XLOC_001090,25,251,133
XLOC_034928,25,50,40
XLOC_035583,2574,4219,2686
XLOC_020398,31,42,21
XLOC_007258,0,4,0
XLOC_005775,4005,6948,4225
XLOC_012810,94,94,44
XLOC_006409,69,326,260
XLOC_030128,3,2,0
XLOC_008428,7,10,0
XLOC_012251,1703,3390,1644
XLOC_015066,283,479,590
XLOC_035379,155,265,173
XLOC_009395,212,373,266
XLOC_014937,565,1233,882
XLOC_029930,0,0,3
XLOC_034597,0,0,0
XLOC_029948,232,611,192
XLOC_013681,28,16,5
XLOC_027941,0,0,0
XLOC_021710,260,601,382
XLOC_010758,8,6,0
XLOC_026953,98,260,113
XLOC_007287,172,241,189
XLOC_007952,1029,2098,1237
XLOC_022733,171,278,139
XLOC_003992,542,848,528
XLOC_033370,0,19,8
XLOC_024146,231,572,204
XLOC_002795,24,60,0
XLOC_018946,33,61,49
XLOC_004943,175,159,243
XLOC_022505,738,1404,917
XLOC_030590,524,752,568
XLOC_001913,4,4,13
XLOC_011627,0,13,17
XLOC_006654,0,0,0
XLOC_003850,55,205,102
XLOC_029375,0,25,19
XLOC_018868,2458,4287,3949
XLOC_033075,315,536,324
XLOC_012905,287,523,211
XLOC_016409,527,1194,598
XLOC_022070,22,0,0
XLOC_013957,14,5,22
XLOC_012088,2895,4573,2770
XLOC_019245,68,184,109
XLOC_012155,20,61,30
XLOC_014142,198,291,277
XLOC_002936,481,850,607
XLOC_001700,16,58,18
XLOC_019668,0,7,0
XLOC_012569,0,0,0
XLOC_031130,0,0,0
XLOC_001884,881,1234,672
XLOC_003694,5,27,21
